Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,111.155533,[ 33 122] ; [95 14],[75.15151515 79.84848485] ; [52.84848485 56.15151515],1
s6,1,0.0,53.072193,[57 96] ; [90 19],[85.84351145 67.15648855] ; [61.15648855 47.84351145],1
s7,1,0.0,50.85009,[ 34 112] ; [74 35],[61.83529412 84.16470588] ; [46.16470588 62.83529412],1
s8,1,0.0,32.052193,[ 35 119] ; [63 48],[56.9509434 97.0490566] ; [41.0490566 69.9509434],1
s5,1,0.0,29.380517,[ 24 127] ; [49 55],[ 43.22745098 107.77254902] ; [29.77254902 74.22745098],1
s4,1,0.000915,10.993031,[ 13 142] ; [25 84],[ 22.31060606 132.68939394] ; [15.68939394 93.31060606],1
r2,1,0.001839,9.703899,[135  16] ; [108   1],[141.12692308   9.87307692] ; [101.87307692   7.12692308],0
p10,1,0.002275,9.31357,[100  54] ; [91 20],[110.99622642  43.00377358] ; [80.00377358 30.99622642],0
p6,1,0.00429,8.156972,[ 15 137] ; [25 85],[ 23.20610687 128.79389313] ; [16.79389313 93.20610687],0
v3,1,0.006337,7.451957,[ 44 105] ; [49 57],[54.34117647 94.65882353] ; [38.65882353 67.34117647],0
p9,1,0.00663,7.370464,[106  43] ; [94 16],[115.05791506  33.94208494] ; [84.94208494 25.05791506],0
v2,1,0.007067,7.255933,[68 82] ; [65 39],[78.54330709 71.45669291] ; [54.45669291 49.54330709],0
r4,1,0.007795,7.079878,[123  33] ; [101  10],[130.87640449  25.12359551] ; [93.12359551 17.87640449],0
r3,1,0.009174,6.788571,[134  20] ; [106   4],[140.  14.] ; [100.  10.],0
v1,1,0.009459,6.734099,[62 92] ; [60 46],[72.26153846 81.73846154] ; [49.73846154 56.26153846],0
u1,1,0.009884,6.655748,[ 18 138] ; [26 85],[ 25.70786517 130.29213483] ; [18.29213483 92.70786517],0
v4,1,0.01289,6.18417,[134  19] ; [106   4],[139.61977186  13.38022814] ; [100.38022814   9.61977186],0
s1,1,0.026823,4.902153,[  2 150] ; [  7 103],[  5.22137405 146.77862595] ; [  3.77862595 106.22137405],0
u3,1,0.045596,3.996474,[13 21] ; [15  8],[16.70175439 17.29824561] ; [11.29824561 11.70175439],0
p7,1,0.045844,3.987319,[60 91] ; [54 49],[67.77165354 83.22834646] ; [46.22834646 56.77165354],0
a8,1,0.0501,3.838104,[ 17 129] ; [21 80],[ 22.46153846 123.53846154] ; [15.53846154 85.46153846],0
p2,1,0.059219,3.559114,[99 56] ; [83 28],[106.05263158  48.94736842] ; [75.94736842 35.05263158],0
p11,1,0.12536,2.349043,[103  53] ; [83 28],[108.6741573  47.3258427] ; [77.3258427 33.6741573],0
u2,1,0.126428,2.335829,[13 21] ; [13  9],[15.78571429 18.21428571] ; [10.21428571 11.78571429],0
d2,1,0.169245,1.889618,[75 79] ; [63 47],[80.5 73.5] ; [57.5 52.5],0
a6,1,0.176389,1.827788,[119  37] ; [75 34],[114.20377358  41.79622642] ; [79.79622642 29.20377358],0
d4,1,0.185414,1.753684,[125  31] ; [95 15],[129.02255639  26.97744361] ; [90.97744361 19.02255639],0
n6,1,0.203918,1.61409,[116  39] ; [88 20],[120.22813688  34.77186312] ; [83.77186312 24.22813688],0
