Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,66.95607,[227 170] ; [ 21 110],[186.46969697 210.53030303] ; [61.53030303 69.46969697],1
d1,1,0.0,50.266547,[284 115] ; [48 83],[249.93962264 149.06037736] ; [82.06037736 48.93962264],1
a4,1,0.0,42.776803,[206 192] ; [ 25 106],[173.79584121 224.20415879] ; [57.20415879 73.79584121],1
u1,1,0.0,32.747578,[110 289] ; [  5 126],[ 86.5754717 312.4245283] ; [ 28.4245283 102.5754717],1
a3,1,0.0,32.617803,[310  88] ; [68 63],[284.39319471 113.60680529] ; [93.60680529 37.39319471],1
a6,1,7e-06,20.148823,[331  66] ; [85 46],[312.78787879  84.21212121] ; [103.21212121  27.78787879],1
p4,1,7e-06,20.115759,[275 121] ; [62 68],[253.71102662 142.28897338] ; [83.28897338 46.71102662],1
r1,1,1e-05,19.573693,[342  54] ; [90 40],[325.23193916  70.76806084] ; [106.76806084  23.23193916],1
d5,1,2.4e-05,17.858282,[344  54] ; [92 39],[328.03024575  69.96975425] ; [107.96975425  23.03024575],1
n4,1,0.00013,14.636422,[330  69] ; [87 43],[314.52362949  84.47637051] ; [102.47637051  27.52362949],1
v1,1,0.000241,13.477639,[231 154] ; [52 74],[213.21917808 171.78082192] ; [69.78082192 56.21917808],1
d3,1,0.000511,12.075419,[325  73] ; [88 43],[310.72589792  87.27410208] ; [102.27410208  28.72589792],1
d4,1,0.001229,10.446539,[350  48] ; [100  31],[338.56332703  59.43667297] ; [111.43667297  19.56332703],0
p10,1,0.007104,7.246409,[357  39] ; [104  24],[348.38931298  47.61068702] ; [112.61068702  15.38931298],0
s5,1,0.008843,6.854323,[134 252] ; [28 98],[122.1328125 263.8671875] ; [39.8671875 86.1328125],0
s8,1,0.010887,6.483736,[182 211] ; [44 87],[169.5 223.5] ; [56.5 74.5],0
p3,1,0.010964,6.471224,[217 179] ; [55 76],[204.38709677 191.61290323] ; [67.61290323 63.38709677],0
v2,1,0.011123,6.445489,[245 136] ; [65 61],[232.95857988 148.04142012] ; [77.04142012 48.95857988],0
s7,1,0.012418,6.250205,[190 189] ; [47 79],[177.86732673 201.13267327] ; [59.13267327 66.86732673],0
