Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,21.00781,[37 23] ; [ 42 109],[22.46445498 37.53554502] ; [56.53554502 94.46445498],1
p2,1,1.5e-05,18.802085,[54  8] ; [85 67],[40.27102804 21.72897196] ; [98.72897196 53.27102804],1
p4,1,0.00076,11.336948,[25 37] ; [ 28 124],[15.35514019 46.64485981] ; [ 37.64485981 114.35514019],1
p9,1,0.007523,7.143766,[47 14] ; [85 63],[38.52631579 22.47368421] ; [93.47368421 54.52631579],0
p10,1,0.008139,7.002606,[44 17] ; [79 72],[35.39150943 25.60849057] ; [87.60849057 63.39150943],0
p6,1,0.010261,6.58893,[17 46] ; [ 19 132],[10.59813084 52.40186916] ; [ 25.40186916 125.59813084],0
v4,1,0.012555,6.23077,[57  5] ; [116  34],[50.59433962 11.40566038] ; [122.40566038  27.59433962],0
n6,1,0.027912,4.833513,[49 14] ; [94 57],[42.09813084 20.90186916] ; [100.90186916  50.09813084],0
v1,1,0.079182,3.081622,[25 37] ; [ 42 108],[19.59433962 42.40566038] ; [ 47.40566038 102.59433962],0
p11,1,0.088013,2.910341,[46 17] ; [93 60],[40.54166667 22.45833333] ; [98.45833333 54.54166667],0
b1,1,0.091241,2.852341,[19 44] ; [65 88],[24.5 38.5] ; [59.5 93.5],0
d1,1,0.096387,2.764336,[35 28] ; [66 87],[29.45833333 33.54166667] ; [71.54166667 81.45833333],0
r3,1,0.096421,2.763768,[56  7] ; [119  31],[51.76056338 11.23943662] ; [123.23943662  26.76056338],0
b2,1,0.130384,2.287929,[ 9 23] ; [39 51],[12.59016393 19.40983607] ; [35.40983607 54.59016393],0
b3,1,0.130384,2.287929,[ 9 23] ; [39 51],[12.59016393 19.40983607] ; [35.40983607 54.59016393],0
a1,1,0.132663,2.261059,[ 1 62] ; [ 10 143],[ 3.20833333 59.79166667] ; [  7.79166667 145.20833333],0
a7,1,0.136646,2.215329,[43 20] ; [86 64],[38.15492958 24.84507042] ; [90.84507042 59.15492958],0
d5,1,0.149115,2.081286,[47 16] ; [98 54],[42.48837209 20.51162791] ; [102.51162791  49.48837209],0
r1,1,0.149956,2.072694,[44 18] ; [92 60],[39.40186916 22.59813084] ; [96.59813084 55.40186916],0
v3,1,0.152626,2.04581,[19 40] ; [ 33 113],[14.96585366 44.03414634] ; [ 37.03414634 108.96585366],0
a4,1,0.156489,2.007831,[20 43] ; [64 88],[24.61395349 38.38604651] ; [59.38604651 92.61395349],0
v2,1,0.168219,1.898747,[29 31] ; [55 90],[24.58536585 35.41463415] ; [59.41463415 85.58536585],0
a3,1,0.175832,1.832502,[36 27] ; [101  50],[40.3317757 22.6682243] ; [96.6682243 54.3317757],0
u2,1,0.180821,1.790867,[10 17] ; [27 24],[12.80769231 14.19230769] ; [24.19230769 26.80769231],0
n2,1,0.187886,1.734119,[13  4] ; [36 25],[10.67948718  6.32051282] ; [38.32051282 22.67948718],0
u3,1,0.207448,1.58915,[ 8 19] ; [23 29],[10.59493671 16.40506329] ; [20.40506329 31.59493671],0
d3,1,0.215964,1.530987,[40 23] ; [82 69],[35.91588785 27.08411215] ; [86.08411215 64.91588785],0
p5,1,0.249437,1.326452,[ 3 59] ; [  3 149],[ 1.73831776 60.26168224] ; [  4.26168224 147.73831776],0
r4,1,0.27448,1.194218,[46 17] ; [100  53],[42.58333333 20.41666667] ; [103.41666667  49.58333333],0
b5,1,0.302246,1.064258,[39 24] ; [83 70],[35.58333333 27.41666667] ; [86.41666667 66.58333333],0
r2,1,0.380672,0.76853,[54  7] ; [124  24],[51.95215311  9.04784689] ; [126.04784689  21.95215311],0
n3,1,0.39949,0.709862,[12  5] ; [35 24],[10.51315789  6.48684211] ; [36.48684211 22.51315789],0
s8,1,0.4139,0.667569,[10 53] ; [ 18 135],[ 8.16666667 54.83333333] ; [ 19.83333333 133.16666667],0
a5,1,0.414046,0.667152,[38 25] ; [83 70],[35.29166667 27.70833333] ; [85.70833333 67.29166667],0
p1,1,0.431058,0.619972,[ 4 58] ; [  6 146],[ 2.89719626 59.10280374] ; [  7.10280374 144.89719626],0
d4,1,0.48387,0.490128,[48 15] ; [108  43],[45.92523364 17.07476636] ; [110.07476636  40.92523364],0
