Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,21.00781,[37 23] ; [ 42 109],[22.46445498 37.53554502] ; [56.53554502 94.46445498],1
u1,1,0.498389,0.458365,[ 4 59] ; [ 14 139],[ 5.25 57.75] ; [ 12.75 140.25],0
s1,1,0.57835,0.30891,[ 3 58] ; [  5 146],[ 2.30188679 58.69811321] ; [  5.69811321 145.30188679],0
a6,1,0.619909,0.245995,[36 27] ; [93 60],[37.625 25.375] ; [91.375 61.625],0
n5,1,0.660237,0.193236,[39 24] ; [88 62],[37.56338028 25.43661972] ; [89.43661972 60.56338028],0
n1,1,0.687501,0.161804,[ 5 11] ; [22 38],[ 5.68421053 10.31578947] ; [21.31578947 38.68421053],0
s2,1,0.689589,0.159531,[11 50] ; [ 24 128],[10.02347418 50.97652582] ; [ 24.97652582 127.02347418],0
a8,1,0.709616,0.138661,[ 5 53] ; [ 15 130],[ 5.71428571 52.28571429] ; [ 14.28571429 130.71428571],0
s5,1,0.713279,0.135023,[ 5 58] ; [ 14 133],[ 5.7 57.3] ; [ 13.3 133.7],0
b4,1,0.733771,0.115677,[37 26] ; [86 67],[35.875 27.125] ; [87.125 65.875],0
s3,1,0.752964,0.099057,[14 47] ; [ 38 114],[14.89201878 46.10798122] ; [ 37.10798122 114.89201878],0
a2,1,0.794823,0.067628,[ 9 54] ; [ 24 129],[ 9.625 53.375] ; [ 23.375 129.625],0
d2,1,0.823806,0.049574,[29 34] ; [67 84],[28.26168224 34.73831776] ; [67.73831776 83.26168224],0
p12,1,0.866816,0.028125,[ 1 61] ; [  2 150],[ 0.86915888 61.13084112] ; [  2.13084112 149.86915888],0
s7,1,0.879776,0.022877,[10 49] ; [ 23 120],[ 9.63861386 49.36138614] ; [ 23.36138614 119.63861386],0
s4,1,0.892291,0.018335,[ 5 58] ; [ 13 140],[ 5.25 57.75] ; [ 12.75 140.25],0
n4,1,0.977257,0.000813,[38 25] ; [92 60],[38.09302326 24.90697674] ; [91.90697674 60.09302326],0
