Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.008173,6.995135,[ 98 133] ; [38 24],[107.221843 123.778157] ; [28.778157 33.221843],0
a8,1,0.010928,6.476915,[ 38 186] ; [ 3 63],[ 31.66896552 192.33103448] ; [ 9.33103448 56.66896552],0
n4,1,0.014789,5.94145,[204  38] ; [50 20],[197.01282051  44.98717949] ; [56.98717949 13.01282051],0
s6,1,0.02421,5.079492,[199  40] ; [64  4],[204.74592834  34.25407166] ; [58.25407166  9.74592834],0
v3,1,0.025003,5.023659,[110 116] ; [23 46],[101.89152542 124.10847458] ; [31.10847458 37.89152542],0
n5,1,0.025615,4.981832,[199  43] ; [49 21],[192.35897436  49.64102564] ; [55.64102564 14.35897436],0
b3,1,0.042589,4.111654,[76 89] ; [11 28],[70.36764706 94.63235294] ; [16.63235294 22.36764706],0
b2,1,0.042589,4.111654,[76 89] ; [11 28],[70.36764706 94.63235294] ; [16.63235294 22.36764706],0
p6,1,0.059066,3.56342,[ 98 142] ; [37 32],[104.85436893 135.14563107] ; [30.14563107 38.85436893],0
s2,1,0.079207,3.081104,[197  46] ; [63  7],[201.85303514  41.14696486] ; [58.14696486 11.85303514],0
v1,1,0.098088,2.736364,[138  93] ; [34 36],[132.  99.] ; [40. 30.],0
a7,1,0.133788,2.247991,[191  52] ; [49 21],[186.32587859  56.67412141] ; [53.67412141 16.32587859],0
u4,1,0.134831,2.235978,[ 14 229] ; [ 1 69],[ 11.64536741 231.35463259] ; [ 3.35463259 66.64536741],0
u3,1,0.139311,2.18555,[31 14] ; [10  1],[32.94642857 12.05357143] ; [8.05357143 2.94642857],0
a1,1,0.143728,2.137582,[ 19 224] ; [ 2 68],[ 16.30351438 226.69648562] ; [ 4.69648562 65.30351438],0
n3,1,0.164792,1.929695,[35 18] ; [15  3],[37.32394366 15.67605634] ; [12.67605634  5.32394366],0
v2,1,0.174105,1.84724,[146  86] ; [36 31],[141.2173913  90.7826087] ; [40.7826087 26.2173913],0
p4,1,0.190034,1.71735,[159  82] ; [52 18],[163.50803859  77.49196141] ; [47.49196141 22.50803859],0
p12,1,0.211625,1.560274,[ 35 207] ; [ 6 63],[ 31.90353698 210.09646302] ; [ 9.09646302 59.90353698],0
p11,1,0.212222,1.556204,[194  49] ; [51 19],[190.20766773  52.79233227] ; [54.79233227 15.20766773],0
n1,1,0.274006,1.196581,[28 24] ; [ 7 11],[26. 26.] ; [9. 9.],0
s1,1,0.307239,1.042507,[ 10 230] ; [ 5 65],[ 11.61290323 228.38709677] ; [ 3.38709677 66.61290323],0
p7,1,0.373038,0.793519,[148  86] ; [47 21],[151.09271523  82.90728477] ; [43.90728477 24.09271523],0
s7,1,0.405418,0.692197,[162  73] ; [49 17],[164.73421927  70.26578073] ; [46.26578073 19.73421927],0
s8,1,0.470884,0.5199,[154  87] ; [48 22],[156.53376206  84.46623794] ; [45.46623794 24.53376206],0
n6,1,0.478299,0.50274,[207  33] ; [58 12],[205.16129032  34.83870968] ; [59.83870968 10.16129032],0
b4,1,0.504831,0.444767,[153  90] ; [41 29],[150.61341853  92.38658147] ; [43.38658147 26.61341853],0
d3,1,0.519661,0.414566,[210  31] ; [63  7],[211.55305466  29.44694534] ; [61.44694534  8.55305466],0
p1,1,0.535592,0.38377,[ 27 215] ; [ 6 64],[ 25.59615385 216.40384615] ; [ 7.40384615 62.59615385],0
r3,1,0.541442,0.372874,[236   7] ; [66  3],[235.21153846   7.78846154] ; [66.78846154  2.21153846],0
a2,1,0.562236,0.335847,[ 89 154] ; [23 47],[ 86.95207668 156.04792332] ; [25.04792332 44.95207668],0
r1,1,0.594377,0.28356,[210  32] ; [59 11],[208.6474359  33.3525641] ; [60.3525641  9.6474359],0
p10,1,0.598598,0.277116,[208  34] ; [61  8],[209.31832797  32.68167203] ; [59.68167203  9.31832797],0
a3,1,0.63326,0.227666,[198  44] ; [59 11],[199.33974359  42.66025641] ; [57.66025641 12.33974359],0
p5,1,0.645447,0.211689,[ 36 203] ; [ 9 61],[ 34.80582524 204.19417476] ; [10.19417476 59.80582524],0
p3,1,0.663802,0.188938,[137 103] ; [42 28],[138.58064516 101.41935484] ; [40.41935484 29.58064516],0
n2,1,0.68613,0.163306,[38 15] ; [12  6],[37.32394366 15.67605634] ; [12.67605634  5.32394366],0
v4,1,0.687251,0.162078,[231  11] ; [66  4],[230.36538462  11.63461538] ; [66.63461538  3.36538462],0
u1,1,0.741755,0.10859,[ 68 175] ; [21 49],[ 69.09584665 173.90415335] ; [19.90415335 50.09584665],0
r4,1,0.747073,0.104007,[225  18] ; [64  6],[224.36741214  18.63258786] ; [64.63258786  5.36741214],0
p8,1,0.751736,0.100078,[130 112] ; [38 30],[131.1483871 110.8516129] ; [36.8516129 31.1483871],0
d2,1,0.75457,0.097731,[178  63] ; [53 17],[179.00643087  61.99356913] ; [51.99356913 18.00643087],0
a6,1,0.793009,0.068856,[171  69] ; [51 19],[171.87096774  68.12903226] ; [50.12903226 19.87096774],0
a5,1,0.81857,0.052617,[202  41] ; [59 11],[202.62939297  40.37060703] ; [58.37060703 11.62939297],0
b5,1,0.839202,0.041174,[146  97] ; [43 27],[146.73162939  96.26837061] ; [42.26837061 27.73162939],0
p9,1,0.841723,0.039876,[216  26] ; [61  8],[215.54340836  26.45659164] ; [61.45659164  7.54340836],0
r2,1,0.899626,0.01591,[236   4] ; [68  1],[236.11650485   3.88349515] ; [67.88349515  1.11650485],0
b1,1,0.966991,0.001712,[100 143] ; [29 41],[100.15015974 142.84984026] ; [28.84984026 41.15015974],0
a4,1,0.966991,0.001712,[143 100] ; [41 29],[142.84984026 100.15015974] ; [41.15015974 28.84984026],0
u2,1,0.967544,0.001656,[33 12] ; [8 3],[32.94642857 12.05357143] ; [8.05357143 2.94642857],0
d5,1,0.979178,0.000681,[233   7] ; [68  2],[233.03225806   6.96774194] ; [67.96774194  2.03225806],0
p2,1,0.98763,0.00024,[205  38] ; [59 11],[204.95846645  38.04153355] ; [59.04153355 10.95846645],0
