Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.743139,[44 50] ; [40  6],[56.4 37.6] ; [27.6 18.4],1
s2,1,1.3e-05,19.082707,[26 68] ; [31 16],[38. 56.] ; [19. 28.],1
b5,1,0.000165,14.19682,[64 31] ; [16 31],[53.52112676 41.47887324] ; [26.47887324 20.52112676],1
s4,1,0.000338,12.844851,[ 8 85] ; [15 31],[15.38848921 77.61151079] ; [ 7.61151079 38.38848921],1
p5,1,0.002774,8.950553,[ 7 88] ; [12 35],[12.71126761 82.28873239] ; [ 6.28873239 40.71126761],0
s7,1,0.002921,8.856316,[25 64] ; [24 20],[32.78947368 56.21052632] ; [16.21052632 27.78947368],0
p10,1,0.002934,8.848092,[67 26] ; [44  3],[73.73571429 19.26428571] ; [37.26428571  9.73571429],0
s3,1,0.004763,7.967318,[32 63] ; [27 19],[39.75177305 55.24822695] ; [19.24822695 26.75177305],0
a7,1,0.006909,7.296588,[79 15] ; [30 17],[72.66666667 21.33333333] ; [36.33333333 10.66666667],0
p4,1,0.008966,6.829519,[66 29] ; [42  5],[72.25352113 22.74647887] ; [35.74647887 11.25352113],0
a6,1,0.009833,6.664813,[71 24] ; [25 22],[64.22535211 30.77464789] ; [31.77464789 15.22535211],0
p12,1,0.022239,5.226999,[ 5 90] ; [ 8 39],[ 8.6971831 86.3028169] ; [ 4.3028169 42.6971831],0
b4,1,0.032828,4.554735,[51 44] ; [34 13],[56.86619718 38.13380282] ; [28.13380282 18.86619718],0
u3,1,0.043204,4.087397,[14 18] ; [10  3],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
p3,1,0.043402,4.079674,[52 43] ; [34 13],[57.53521127 37.46478873] ; [28.46478873 18.53521127],0
p9,1,0.060571,3.521678,[75 20] ; [43  4],[78.94366197 16.05633803] ; [39.05633803  7.94366197],0
b3,1,0.062837,3.460877,[27 27] ; [ 8 20],[23.04878049 30.95121951] ; [11.95121951 16.04878049],0
b2,1,0.062837,3.460877,[27 27] ; [ 8 20],[23.04878049 30.95121951] ; [11.95121951 16.04878049],0
p1,1,0.063874,3.433831,[ 8 87] ; [ 9 38],[11.37323944 83.62676056] ; [ 5.62676056 41.37323944],0
n2,1,0.10247,2.666667,[16  8] ; [11  1],[18.  6.] ; [9. 3.],0
p8,1,0.113555,2.504041,[58 37] ; [35 12],[62.21830986 32.78169014] ; [30.78169014 16.21830986],0
n3,1,0.134435,2.24053,[19  5] ; [6 5],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
a5,1,0.149196,2.080456,[57 38] ; [34 13],[60.88028169 34.11971831] ; [30.11971831 16.88028169],0
d5,1,0.205581,1.602273,[69 25] ; [39  8],[72. 22.] ; [36. 11.],0
v2,1,0.206758,1.593984,[54 39] ; [22 25],[50.48571429 42.51428571] ; [25.51428571 21.48571429],0
d4,1,0.217207,1.522729,[70 25] ; [39  8],[72.92253521 22.07746479] ; [36.07746479 10.92253521],0
r4,1,0.254302,1.299512,[83 12] ; [44  3],[84.96478873 10.03521127] ; [42.03521127  4.96478873],0
p7,1,0.270526,1.214079,[77 17] ; [41  5],[79.22857143 14.77142857] ; [38.77142857  7.22857143],0
u2,1,0.275121,1.191035,[17 16] ; [9 4],[18.65217391 14.34782609] ; [7.34782609 5.65217391],0
n4,1,0.329124,0.952341,[72 23] ; [39  8],[74.26056338 20.73943662] ; [36.73943662 10.26056338],0
n1,1,0.33355,0.935065,[ 8 16] ; [6 6],[ 9.33333333 14.66666667] ; [4.66666667 7.33333333],0
p11,1,0.399243,0.710606,[73 22] ; [39  8],[74.92957746 20.07042254] ; [37.07042254  9.92957746],0
u1,1,0.435035,0.609345,[17 78] ; [ 6 41],[15.38732394 79.61267606] ; [ 7.61267606 39.38732394],0
a3,1,0.443387,0.5875,[62 32] ; [34 13],[64. 30.] ; [32. 15.],0
a1,1,0.454821,0.55861,[ 5 90] ; [ 4 43],[ 6.02112676 88.97887324] ; [ 2.97887324 44.02112676],0
v1,1,0.474763,0.51087,[50 44] ; [22 25],[48. 46.] ; [24. 23.],0
a2,1,0.525143,0.403781,[27 68] ; [11 36],[25.42253521 69.57746479] ; [12.57746479 34.42253521],0
v3,1,0.52538,0.40332,[33 59] ; [14 32],[31.33333333 60.66666667] ; [15.66666667 30.33333333],0
v4,1,0.573628,0.316649,[91  4] ; [44  3],[90.31690141  4.68309859] ; [44.68309859  2.31690141],0
b1,1,0.668099,0.183834,[42 53] ; [19 28],[40.80985915 54.19014085] ; [20.19014085 26.80985915],0
n6,1,0.73283,0.116529,[80 14] ; [41  6],[80.66666667 13.33333333] ; [40.33333333  6.66666667],0
a8,1,0.756544,0.096114,[ 9 74] ; [ 4 40],[ 8.49606299 74.50393701] ; [ 4.50393701 39.49606299],0
s1,1,0.756576,0.096088,[ 3 90] ; [ 2 45],[ 3.32142857 89.67857143] ; [ 1.67857143 45.32142857],0
r3,1,0.761987,0.091732,[90  5] ; [43  3],[89.60992908  5.39007092] ; [43.39007092  2.60992908],0
d1,1,0.762531,0.0913,[50 45] ; [26 21],[50.84507042 44.15492958] ; [25.15492958 21.84507042],0
r1,1,0.800664,0.06375,[73 22] ; [37 10],[73.5915493 21.4084507] ; [36.4084507 10.5915493],0
a4,1,0.811724,0.05674,[46 48] ; [24 23],[46.66666667 47.33333333] ; [23.33333333 23.66666667],0
d3,1,0.865181,0.028826,[66 27] ; [34 13],[66.42857143 26.57142857] ; [33.57142857 13.42857143],0
n5,1,0.917704,0.010676,[70 23] ; [35 12],[69.75 23.25] ; [35.25 11.75],0
d2,1,0.957664,0.002818,[42 53] ; [21 26],[42.14788732 52.85211268] ; [20.85211268 26.14788732],0
p2,1,0.983701,0.000417,[85 10] ; [42  5],[84.96478873 10.03521127] ; [42.03521127  4.96478873],0
r2,1,1.0,0.0,[88  6] ; [44  3],[88.  6.] ; [44.  3.],0
