Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4.5e-05,16.660781,[36 67] ; [50 26],[49.48603352 53.51396648] ; [36.51396648 39.48603352],1
v3,1,0.000126,14.696356,[15 89] ; [30 46],[26. 78.] ; [19. 57.],1
s7,1,0.004648,8.011455,[17 85] ; [27 50],[25.0726257 76.9273743] ; [18.9273743 58.0726257],0
p9,1,0.00599,7.553324,[68 39] ; [64 14],[76.34594595 30.65405405] ; [55.65405405 22.34594595],0
a5,1,0.00825,6.978298,[52 57] ; [53 26],[60.87765957 48.12234043] ; [44.12234043 34.87765957],0
a4,1,0.008966,6.829586,[26 83] ; [33 46],[34.20744681 74.79255319] ; [24.79255319 54.20744681],0
a2,1,0.009674,6.693935,[10 99] ; [18 61],[16.23404255 92.76595745] ; [11.76595745 67.23404255],0
s6,1,0.010611,6.529255,[43 66] ; [45 32],[51.56989247 57.43010753] ; [36.43010753 40.56989247],0
a3,1,0.016872,5.709661,[57 52] ; [55 24],[64.93617021 44.06382979] ; [47.06382979 31.93617021],0
r1,1,0.027374,4.867078,[67 41] ; [61 18],[73.92513369 34.07486631] ; [54.07486631 24.92513369],0
d4,1,0.033352,4.52763,[74 34] ; [65 14],[80.27807487 27.72192513] ; [58.72192513 20.27807487],0
p10,1,0.033854,4.502038,[62 45] ; [57 21],[68.82702703 38.17297297] ; [50.17297297 27.82702703],0
p3,1,0.035442,4.423774,[28 81] ; [31 46],[34.57526882 74.42473118] ; [24.42473118 52.57526882],0
p1,1,0.052703,3.753313,[  2 106] ; [ 6 72],[  4.64516129 103.35483871] ; [ 3.35483871 74.64516129],0
u3,1,0.064341,3.421794,[24 26] ; [17  7],[27.7027027 22.2972973] ; [13.2972973 10.7027027],0
n2,1,0.072649,3.222128,[25 19] ; [21  6],[28.50704225 15.49295775] ; [17.49295775  9.50704225],0
b2,1,0.084019,2.985398,[13 42] ; [15 22],[16.73913043 38.26086957] ; [11.26086957 25.73913043],0
b3,1,0.084019,2.985398,[13 42] ; [15 22],[16.73913043 38.26086957] ; [11.26086957 25.73913043],0
b4,1,0.103934,2.644108,[56 53] ; [50 29],[61.45744681 47.54255319] ; [44.54255319 34.45744681],0
p12,1,0.104106,2.641491,[  2 107] ; [ 5 73],[  4.0802139 104.9197861] ; [ 2.9197861 75.0802139],0
p2,1,0.114021,2.497582,[70 38] ; [59 19],[74.90322581 33.09677419] ; [54.09677419 23.90322581],0
s2,1,0.121511,2.397737,[32 76] ; [32 47],[36.96256684 71.03743316] ; [27.03743316 51.96256684],0
u2,1,0.13529,2.230732,[26 25] ; [16  7],[28.94594595 22.05405405] ; [13.05405405  9.94594595],0
v4,1,0.139775,2.18043,[93 14] ; [73  5],[96.01081081 10.98918919] ; [69.98918919  8.01081081],0
s8,1,0.164916,1.928561,[25 84] ; [25 53],[29.14438503 79.85561497] ; [20.85561497 57.14438503],0
d1,1,0.237037,1.398131,[43 66] ; [38 41],[46.96276596 62.03723404] ; [34.03723404 44.96276596],0
s3,1,0.260751,1.264768,[40 69] ; [35 43],[43.71657754 65.28342246] ; [31.28342246 46.71657754],0
n5,1,0.260923,1.263855,[33 75] ; [30 48],[36.58064516 71.41935484] ; [26.41935484 51.58064516],0
p6,1,0.275555,1.188881,[18 91] ; [17 57],[20.84699454 88.15300546] ; [14.15300546 59.84699454],0
p7,1,0.301607,1.067076,[51 55] ; [43 34],[54.44808743 51.55191257] ; [39.55191257 37.44808743],0
p11,1,0.30324,1.059893,[68 41] ; [55 24],[71.31382979 37.68617021] ; [51.68617021 27.31382979],0
s5,1,0.30738,1.041902,[21 86] ; [20 57],[23.8423913 83.1576087] ; [17.1576087 59.8423913],0
r2,1,0.309792,1.031562,[89 20] ; [68 10],[91.51336898 17.48663102] ; [65.48663102 12.51336898],0
p4,1,0.321779,0.981701,[42 66] ; [36 42],[45.29032258 62.70967742] ; [32.70967742 45.29032258],0
u1,1,0.338853,0.914766,[  8 101] ; [ 9 70],[ 9.85638298 99.14361702] ; [ 7.14361702 71.85638298],0
p5,1,0.378637,0.775123,[  5 102] ; [ 6 71],[  6.39673913 100.60326087] ; [ 4.60326087 72.39673913],0
n3,1,0.440495,0.594993,[27 17] ; [19  8],[28.50704225 15.49295775] ; [17.49295775  9.50704225],0
p8,1,0.461848,0.541413,[44 64] ; [36 42],[46.4516129 61.5483871] ; [33.5483871 44.4516129],0
a6,1,0.540879,0.373913,[67 42] ; [52 27],[68.99468085 40.00531915] ; [50.00531915 28.99468085],0
d3,1,0.576664,0.311659,[64 44] ; [50 29],[65.83957219 42.16042781] ; [48.16042781 30.83957219],0
a1,1,0.640319,0.218325,[  4 105] ; [ 4 75],[  4.63829787 104.36170213] ; [ 3.36170213 75.63829787],0
r4,1,0.647631,0.2089,[81 28] ; [61 18],[82.32978723 26.67021277] ; [59.67021277 19.32978723],0
a8,1,0.66507,0.187424,[ 7 94] ; [ 4 71],[ 6.3125 94.6875] ; [ 4.6875 70.3125],0
d5,1,0.700667,0.147779,[73 36] ; [55 24],[74.21276596 34.78723404] ; [53.78723404 25.21276596],0
d2,1,0.730097,0.119023,[36 73] ; [28 51],[37.10638298 71.89361702] ; [26.89361702 52.10638298],0
n1,1,0.790035,0.070897,[11 33] ; [ 6 21],[10.53521127 33.46478873] ; [ 6.46478873 20.53521127],0
u4,1,0.818226,0.052821,[  1 108] ; [ 1 78],[  1.15957447 107.84042553] ; [ 0.84042553 78.15957447],0
n6,1,0.828338,0.047017,[66 43] ; [46 32],[65.28342246 43.71657754] ; [46.71657754 31.28342246],0
s1,1,0.880027,0.022781,[  5 104] ; [ 4 75],[  5.21808511 103.78191489] ; [ 3.78191489 75.21808511],0
a7,1,0.905185,0.014188,[75 34] ; [55 24],[75.37234043 33.62765957] ; [54.62765957 24.37234043],0
r3,1,0.910449,0.01265,[96 13] ; [70  9],[96.24468085 12.75531915] ; [69.75531915  9.24468085],0
b5,1,0.946584,0.004489,[64 45] ; [46 33],[63.77659574 45.22340426] ; [46.22340426 32.77659574],0
b1,1,0.984667,0.000369,[44 65] ; [32 47],[44.06382979 64.93617021] ; [31.93617021 47.06382979],0
