Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.003655,8.447541,[22 30] ; [22  7],[28.24691358 23.75308642] ; [15.75308642 13.24691358],0
p11,1,0.014311,5.999326,[42 10] ; [16 13],[37.2345679 14.7654321] ; [20.7654321  8.2345679],0
p2,1,0.020039,5.408509,[43  7] ; [17 10],[38.96103896 11.03896104] ; [21.03896104  5.96103896],0
a5,1,0.023397,5.138785,[35 17] ; [12 17],[30.17283951 21.82716049] ; [16.82716049 12.17283951],0
p3,1,0.02475,5.041314,[24 27] ; [ 6 22],[19.36708861 31.63291139] ; [10.63291139 17.36708861],0
p4,1,0.04355,4.073921,[29 23] ; [ 9 19],[24.7 27.3] ; [13.3 14.7],0
u2,1,0.043581,4.072727,[ 7 15] ; [7 3],[ 9.625 12.375] ; [4.375 5.625],0
n4,1,0.062855,3.460399,[36 16] ; [14 15],[32.09876543 19.90123457] ; [17.90123457 11.09876543],0
r3,1,0.062869,3.460034,[37 12] ; [16 13],[33.29487179 15.70512821] ; [19.70512821  9.29487179],0
d5,1,0.066876,3.358072,[39 13] ; [16 13],[35.30864198 16.69135802] ; [19.69135802  9.30864198],0
n5,1,0.075868,3.151278,[38 13] ; [16 13],[34.425 16.575] ; [19.575  9.425],0
a4,1,0.140488,2.172611,[21 31] ; [ 7 22],[17.97530864 34.02469136] ; [10.02469136 18.97530864],0
s8,1,0.170594,1.877717,[18 33] ; [ 6 23],[15.3 35.7] ; [ 8.7 20.3],0
p7,1,0.17095,1.874593,[21 28] ; [16 11],[23.85526316 25.14473684] ; [13.14473684 13.85526316],0
p10,1,0.202681,1.622951,[41  8] ; [20  8],[38.81818182 10.18181818] ; [22.18181818  5.81818182],0
d4,1,0.221748,1.493024,[39 13] ; [18 11],[36.59259259 15.40740741] ; [20.40740741  8.59259259],0
b4,1,0.227937,1.453691,[34 18] ; [15 14],[31.45679012 20.54320988] ; [17.54320988 11.45679012],0
b5,1,0.244132,1.356575,[29 23] ; [20  9],[31.45679012 20.54320988] ; [17.54320988 11.45679012],0
b2,1,0.261556,1.260504,[11 21] ; [ 3 13],[ 9.33333333 22.66666667] ; [ 4.66666667 11.33333333],0
b3,1,0.261556,1.260504,[11 21] ; [ 3 13],[ 9.33333333 22.66666667] ; [ 4.66666667 11.33333333],0
a8,1,0.28997,1.119759,[ 2 44] ; [ 3 25],[ 3.10810811 42.89189189] ; [ 1.89189189 26.10810811],0
r1,1,0.302276,1.064124,[14 37] ; [ 5 24],[12.1125 38.8875] ; [ 6.8875 22.1125],0
p6,1,0.305917,1.048221,[17 34] ; [ 6 21],[15.03846154 35.96153846] ; [ 7.96153846 19.03846154],0
d1,1,0.316948,1.001497,[22 30] ; [ 9 20],[19.90123457 32.09876543] ; [11.09876543 17.90123457],0
p8,1,0.34689,0.884802,[21 31] ; [ 8 19],[19.08860759 32.91139241] ; [ 9.91139241 17.08860759],0
n1,1,0.355109,0.855117,[ 8 10] ; [3 8],[ 6.82758621 11.17241379] ; [4.17241379 6.82758621],0
p5,1,0.360851,0.834928,[ 9 41] ; [ 3 26],[ 7.59493671 42.40506329] ; [ 4.40506329 24.59493671],0
n2,1,0.375728,0.784632,[12  6] ; [9 2],[13.03448276  4.96551724] ; [7.96551724 3.03448276],0
v1,1,0.376815,0.781066,[19 29] ; [14 14],[20.84210526 27.15789474] ; [12.15789474 15.84210526],0
a1,1,0.377607,0.778478,[ 4 48] ; [ 4 25],[ 5.13580247 46.86419753] ; [ 2.86419753 26.13580247],0
d2,1,0.40347,0.69796,[21 31] ; [ 9 20],[19.25925926 32.74074074] ; [10.74074074 18.25925926],0
s7,1,0.449885,0.570941,[20 29] ; [ 9 19],[18.45454545 30.54545455] ; [10.54545455 17.45454545],0
p1,1,0.485351,0.486815,[ 6 45] ; [ 2 27],[ 5.1 45.9] ; [ 2.9 26.1],0
s3,1,0.496805,0.461754,[21 27] ; [15 14],[22.44155844 25.55844156] ; [13.55844156 15.44155844],0
v4,1,0.501763,0.451206,[36 12] ; [19  9],[34.73684211 13.26315789] ; [20.26315789  7.73684211],0
a3,1,0.554676,0.349007,[30 21] ; [19 10],[31.2375 19.7625] ; [17.7625 11.2375],0
a7,1,0.561817,0.336567,[27 25] ; [17 12],[28.24691358 23.75308642] ; [15.75308642 13.24691358],0
s6,1,0.568998,0.324362,[24 26] ; [12 17],[22.78481013 27.21518987] ; [13.21518987 15.78481013],0
a6,1,0.630501,0.231381,[28 24] ; [14 15],[26.96296296 25.03703704] ; [15.03703704 13.96296296],0
r2,1,0.669331,0.182385,[29 18] ; [18  9],[29.85135135 17.14864865] ; [17.14864865  9.85135135],0
a2,1,0.682687,0.167117,[ 7 45] ; [ 3 26],[ 6.41975309 45.58024691] ; [ 3.58024691 25.41975309],0
u3,1,0.716866,0.131515,[ 7 14] ; [4 6],[ 7.4516129 13.5483871] ; [3.5483871 6.4516129],0
d3,1,0.72305,0.125589,[30 22] ; [15 13],[29.25 22.75] ; [15.75 12.25],0
s2,1,0.75457,0.097731,[19 31] ; [10 19],[18.35443038 31.64556962] ; [10.64556962 18.35443038],0
v3,1,0.854433,0.033659,[13 37] ; [ 7 22],[12.65822785 37.34177215] ; [ 7.34177215 21.65822785],0
s4,1,0.856171,0.032852,[ 8 43] ; [ 5 24],[ 8.2875 42.7125] ; [ 4.7125 24.2875],0
n3,1,0.867695,0.027751,[12  6] ; [7 4],[11.79310345  6.20689655] ; [7.20689655 3.79310345],0
v2,1,0.876265,0.024244,[19 29] ; [12 17],[19.32467532 28.67532468] ; [11.67532468 17.32467532],0
s5,1,0.92284,0.009381,[ 9 39] ; [ 5 23],[ 8.84210526 39.15789474] ; [ 5.15789474 22.84210526],0
s1,1,0.927569,0.008264,[ 2 50] ; [ 1 28],[ 1.92592593 50.07407407] ; [ 1.07407407 27.92592593],0
p12,1,0.93792,0.006066,[ 2 49] ; [ 1 27],[ 1.93670886 49.06329114] ; [ 1.06329114 26.93670886],0
