Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,98.790385,[ 25 104] ; [204  80],[71.52784504 57.47215496] ; [157.47215496 126.52784504],1
s3,1,0.0,96.01332,[30 99] ; [209  71],[75.38141809 53.61858191] ; [163.61858191 116.38141809],1
s7,1,0.0,53.588623,[29 94] ; [174 101],[62.7361809 60.2638191] ; [140.2638191 134.7361809],1
s8,1,0.0,43.368242,[32 99] ; [167 115],[63.12106538 67.87893462] ; [135.87893462 146.12106538],1
s5,1,0.0,38.582468,[ 16 111] ; [122 154],[43.48883375 83.51116625] ; [ 94.51116625 181.48883375],1
p4,1,9e-06,19.73363,[64 66] ; [203  80],[84.04358354 45.95641646] ; [182.95641646 100.04358354],1
s4,1,2.6e-05,17.670668,[  6 125] ; [ 58 222],[ 20.39902676 110.60097324] ; [ 43.60097324 236.39902676],1
r4,1,7.3e-05,15.729982,[110  21] ; [272  13],[120.29326923  10.70673077] ; [261.70673077  23.29326923],1
u1,1,0.001341,10.285139,[ 28 103] ; [106 179],[42.19711538 88.80288462] ; [ 91.80288462 193.19711538],0
v1,1,0.002114,9.447511,[58 71] ; [169 107],[72.3037037 56.6962963] ; [154.6962963 121.3037037],0
p2,1,0.002635,9.044523,[97 33] ; [246  38],[107.70531401  22.29468599] ; [235.29468599  48.70531401],0
p9,1,0.003238,8.66805,[99 28] ; [251  31],[108.6797066  18.3202934] ; [241.3202934  40.6797066],0
p12,1,0.004206,8.19255,[  5 125] ; [ 37 248],[ 13.15662651 116.84337349] ; [ 28.84337349 256.15662651],0
r3,1,0.005826,7.603265,[120  11] ; [277   7],[125.31807229   5.68192771] ; [271.68192771  12.31807229],0
a5,1,0.008509,6.923057,[100  31] ; [247  38],[109.27163462  21.72836538] ; [237.72836538  47.27163462],0
p3,1,0.009494,6.727462,[54 74] ; [159 125],[66.17475728 61.82524272] ; [146.82524272 137.17475728],0
p10,1,0.009729,6.6838,[98 31] ; [245  39],[107.13559322  21.86440678] ; [235.86440678  48.13559322],0
p6,1,0.011001,6.465126,[37 91] ; [119 164],[48.58394161 79.41605839] ; [107.41605839 175.58394161],0
b5,1,0.011929,6.321388,[77 54] ; [203  82],[88.17307692 42.82692308] ; [191.82692308  93.17307692],0
r1,1,0.012782,6.199001,[104  26] ; [253  31],[112.10144928  17.89855072] ; [244.89855072  39.10144928],0
r2,1,0.016177,5.783504,[120   8] ; [278   5],[123.9513382   4.0486618] ; [274.0486618   8.9513382],0
p5,1,0.024712,5.043925,[  7 122] ; [ 36 247],[ 13.46359223 115.53640777] ; [ 29.53640777 253.46359223],0
p7,1,0.026557,4.919395,[71 59] ; [181  93],[81.08910891 48.91089109] ; [170.91089109 103.08910891],0
n5,1,0.026995,4.891106,[87 43] ; [220  65],[96.1686747 33.8313253] ; [210.8313253  74.1686747],0
a2,1,0.049509,3.858022,[45 86] ; [127 158],[54.16346154 76.83653846] ; [117.83653846 167.16346154],0
d4,1,0.063145,3.452786,[127   4] ; [281   2],[129.10144928   1.89855072] ; [278.89855072   4.10144928],0
v4,1,0.063582,3.441385,[123   8] ; [278   7],[126.27644231   4.72355769] ; [274.72355769  10.27644231],0
n1,1,0.064834,3.409186,[ 8 28] ; [24 35],[12.12631579 23.87368421] ; [19.87368421 39.12631579],0
u2,1,0.076785,3.13168,[17 16] ; [38 16],[20.86206897 12.13793103] ; [34.13793103 19.86206897],0
u4,1,0.079683,3.071357,[  1 130] ; [ 11 274],[  3.77884615 127.22115385] ; [  8.22115385 276.77884615],0
n6,1,0.083322,2.998878,[105  25] ; [247  36],[110.79903148  19.20096852] ; [241.20096852  41.79903148],0
v2,1,0.089859,2.876905,[73 55] ; [179  93],[80.64 47.36] ; [171.36 100.64],0
u3,1,0.109985,2.554443,[19 14] ; [40 14],[22.37931034 10.62068966] ; [36.62068966 17.37931034],0
n2,1,0.119895,2.41869,[22 15] ; [44 15],[25.4375 11.5625] ; [40.5625 18.4375],0
p11,1,0.146875,2.104408,[97 34] ; [229  56],[102.65865385  28.34134615] ; [223.34134615  61.65865385],0
a3,1,0.163971,1.937221,[98 32] ; [231  53],[103.30917874  26.69082126] ; [225.69082126  58.30917874],0
s1,1,0.164138,1.935682,[  2 126] ; [ 12 270],[  4.37073171 123.62926829] ; [  9.62926829 272.37073171],0
a4,1,0.208327,1.583016,[67 64] ; [164 120],[72.91807229 58.08192771] ; [158.08192771 125.91807229],0
a8,1,0.233453,1.419701,[ 12 104] ; [ 37 211],[ 15.61538462 100.38461538] ; [ 33.38461538 214.61538462],0
n4,1,0.267372,1.23018,[98 33] ; [227  58],[102.34375  28.65625] ; [222.65625  62.34375],0
n3,1,0.270119,1.216141,[23 14] ; [43 16],[25.4375 11.5625] ; [40.5625 18.4375],0
d2,1,0.28154,1.159643,[87 44] ; [202  80],[91.66828087 39.33171913] ; [197.33171913  84.66828087],0
a1,1,0.363196,0.826812,[  5 126] ; [ 17 268],[  6.92788462 124.07211538] ; [ 15.07211538 269.92788462],0
p1,1,0.36981,0.804301,[  9 122] ; [ 27 256],[ 11.39130435 119.60869565] ; [ 24.60869565 258.39130435],0
p8,1,0.442262,0.590406,[66 64] ; [153 126],[69.60880196 60.39119804] ; [149.39119804 129.60880196],0
v3,1,0.448626,0.574121,[49 74] ; [119 152],[52.44670051 70.55329949] ; [115.55329949 155.44670051],0
b1,1,0.480385,0.497988,[45 86] ; [ 88 197],[41.88221154 89.11778846] ; [ 91.11778846 193.88221154],0
a6,1,0.501518,0.451722,[113  18] ; [236  46],[110.69975787  20.30024213] ; [238.30024213  43.69975787],0
b4,1,0.524423,0.405186,[78 53] ; [179 106],[80.93028846 50.06971154] ; [176.06971154 108.93028846],0
d5,1,0.912194,0.01216,[128   3] ; [277   6],[128.15217391   2.84782609] ; [276.84782609   6.15217391],0
d3,1,0.985474,0.000331,[124   7] ; [268  15],[124.03864734   6.96135266] ; [267.96135266  15.03864734],0
b3,1,0.993989,5.7e-05,[30 47] ; [ 71 111],[30.02702703 46.97297297] ; [ 70.97297297 111.02702703],0
b2,1,0.993989,5.7e-05,[30 47] ; [ 71 111],[30.02702703 46.97297297] ; [ 70.97297297 111.02702703],0
