Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,42.511245,[48 56] ; [127  23],[71.65354331 32.34645669] ; [103.34645669  46.65354331],1
p8,1,1e-06,23.235609,[39 62] ; [104  46],[57.54183267 43.45816733] ; [85.45816733 64.54183267],1
p6,1,1.5e-05,18.680317,[31 72] ; [86 63],[47.82142857 55.17857143] ; [69.17857143 79.82142857],1
p7,1,9.9e-05,15.159219,[58 40] ; [121  27],[71.30894309 26.69105691] ; [107.69105691  40.30894309],1
p5,1,0.000528,12.014867,[10 94] ; [ 41 109],[20.88188976 83.11811024] ; [ 30.11811024 119.88188976],1
n5,1,0.007688,7.104685,[71 32] ; [124  25],[79.70238095 23.29761905] ; [115.29761905  33.70238095],0
p2,1,0.007984,7.036989,[83 21] ; [137  13],[90.07874016 13.92125984] ; [129.92125984  20.07874016],0
p9,1,0.010808,6.496669,[84 17] ; [140  10],[90.13545817 10.86454183] ; [133.86454183  16.13545817],0
p10,1,0.012786,6.198469,[84 19] ; [138  12],[90.37944664 12.62055336] ; [131.62055336  18.37944664],0
u1,1,0.025526,4.987847,[18 87] ; [ 44 106],[25.52941176 79.47058824] ; [ 36.47058824 113.52941176],0
a5,1,0.044967,4.019874,[80 25] ; [129  21],[86.05882353 18.94117647] ; [122.94117647  27.05882353],0
d1,1,0.047442,3.929637,[71 34] ; [118  32],[77.82352941 27.17647059] ; [111.17647059  38.82352941],0
a3,1,0.047705,3.920344,[80 25] ; [128  21],[85.98425197 19.01574803] ; [122.01574803  26.98425197],0
p1,1,0.051321,3.797756,[ 7 96] ; [ 22 127],[11.8531746 91.1468254] ; [ 17.1468254 131.8531746],0
n2,1,0.056484,3.637728,[24  8] ; [27  2],[26.75409836  5.24590164] ; [24.24590164  4.75409836],0
v3,1,0.060593,3.521068,[37 64] ; [72 76],[44.21285141 56.78714859] ; [64.78714859 83.21285141],0
n6,1,0.066027,3.379129,[87 16] ; [136  12],[91.50996016 11.49003984] ; [131.49003984  16.50996016],0
n4,1,0.070377,3.274207,[76 28] ; [123  26],[81.80237154 22.19762846] ; [117.19762846  31.80237154],0
d4,1,0.071064,3.258265,[93 11] ; [143   7],[96.62992126  7.37007874] ; [139.37007874  10.62992126],0
d3,1,0.079344,3.078297,[74 31] ; [120  30],[79.88235294 25.11764706] ; [114.11764706  35.88235294],0
s7,1,0.091341,2.850577,[62 42] ; [98 42],[68.19672131 35.80327869] ; [91.80327869 48.19672131],0
b1,1,0.119437,2.424689,[34 71] ; [63 87],[39.94117647 65.05882353] ; [57.05882353 92.94117647],0
p11,1,0.120319,2.413162,[76 29] ; [121  29],[81.11764706 23.88235294] ; [115.88235294  34.11764706],0
r4,1,0.120674,2.408556,[93 12] ; [141   9],[96.35294118  8.64705882] ; [137.64705882  12.35294118],0
v2,1,0.124227,2.3632,[56 45] ; [97 52],[61.812 39.188] ; [91.188 57.812],0
u2,1,0.180574,1.792892,[ 9 14] ; [13  9],[11.24444444 11.75555556] ; [10.75555556 11.24444444],0
v1,1,0.181136,1.788283,[61 43] ; [99 49],[66.03174603 37.96825397] ; [93.96825397 54.03174603],0
a7,1,0.23088,1.43543,[76 28] ; [99 51],[71.65354331 32.34645669] ; [103.34645669  46.65354331],0
u3,1,0.233698,1.41821,[14 11] ; [16  6],[15.95744681  9.04255319] ; [14.04255319  7.95744681],0
s8,1,0.251685,1.313924,[57 47] ; [93 57],[61.41732283 42.58267717] ; [88.58267717 61.41732283],0
a1,1,0.307632,1.040816,[  5 100] ; [ 12 138],[ 7. 98.] ; [ 10. 140.],0
