Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.4e-05,17.84849,[60 32] ; [72  6],[71.43529412 20.56470588] ; [60.56470588 17.43529412],1
p4,1,2.7e-05,17.618897,[52 41] ; [66 11],[64.55294118 28.44705882] ; [53.44705882 23.55294118],1
p3,1,0.000139,14.520036,[48 46] ; [61 16],[59.91812865 34.08187135] ; [49.08187135 27.91812865],1
p8,1,0.000242,13.472577,[45 46] ; [60 18],[56.53846154 34.46153846] ; [48.46153846 29.53846154],1
p5,1,0.004375,8.121298,[14 80] ; [26 52],[21.86046512 72.13953488] ; [18.13953488 59.86046512],0
s7,1,0.006289,7.465666,[56 35] ; [60 14],[63.97575758 27.02424242] ; [52.02424242 21.97575758],0
s8,1,0.012569,6.22878,[49 44] ; [55 22],[56.89411765 36.10588235] ; [47.10588235 29.89411765],0
p12,1,0.013861,6.055731,[ 8 86] ; [17 61],[13.6627907 80.3372093] ; [11.3372093 66.6627907],0
p1,1,0.016913,5.705403,[ 6 88] ; [14 63],[10.99415205 83.00584795] ; [ 9.00584795 67.99415205],0
a1,1,0.032419,4.576227,[ 3 91] ; [ 9 69],[ 6.55813953 87.44186047] ; [ 5.44186047 72.55813953],0
p10,1,0.034337,4.477844,[78 16] ; [73  5],[82.52325581 11.47674419] ; [68.47674419  9.52325581],0
p9,1,0.037043,4.34844,[81 12] ; [75  3],[84.84210526  8.15789474] ; [71.15789474  6.84210526],0
v1,1,0.040224,4.208407,[56 36] ; [59 19],[62.23529412 29.76470588] ; [52.76470588 25.23529412],0
s2,1,0.069219,3.301451,[61 32] ; [61 17],[66.35087719 26.64912281] ; [55.64912281 22.35087719],0
u2,1,0.081754,3.029692,[ 6 12] ; [9 5],[8.4375 9.5625] ; [6.5625 7.4375],0
n4,1,0.082837,3.008346,[70 23] ; [67 11],[74.50877193 18.49122807] ; [62.49122807 15.50877193],0
r4,1,0.093407,2.814649,[84 10] ; [75  3],[86.89534884  7.10465116] ; [72.10465116  5.89534884],0
r1,1,0.115511,2.477154,[84  8] ; [65 13],[80.63529412 11.36470588] ; [68.36470588  9.63529412],0
b4,1,0.120464,2.411281,[53 41] ; [53 25],[57.93023256 36.06976744] ; [48.06976744 29.93023256],0
d3,1,0.12712,2.327324,[62 32] ; [59 18],[66.51461988 27.48538012] ; [54.48538012 22.51461988],0
u3,1,0.156929,2.003571,[11  9] ; [11  3],[12.94117647  7.05882353] ; [9.05882353 4.94117647],0
s4,1,0.163579,1.940829,[16 77] ; [20 57],[19.69411765 73.30588235] ; [16.30588235 60.69411765],0
u1,1,0.210539,1.567714,[21 73] ; [24 54],[24.59302326 69.40697674] ; [20.40697674 57.59302326],0
n6,1,0.228396,1.450823,[80 11] ; [71  5],[82.28143713  8.71856287] ; [68.71856287  7.28143713],0
r3,1,0.236939,1.398714,[91  1] ; [75  3],[89.83529412  2.16470588] ; [76.16470588  1.83529412],0
b3,1,0.271551,1.208897,[23 37] ; [23 24],[25.79439252 34.20560748] ; [20.20560748 26.79439252],0
b2,1,0.271551,1.208897,[23 37] ; [23 24],[25.79439252 34.20560748] ; [20.20560748 26.79439252],0
n5,1,0.300068,1.073893,[70 21] ; [65 13],[72.69230769 18.30769231] ; [62.30769231 15.69230769],0
p11,1,0.313979,1.013865,[77 17] ; [59 19],[74.3255814 19.6744186] ; [61.6744186 16.3255814],0
a7,1,0.322613,0.978324,[64 29] ; [59 19],[66.89473684 26.10526316] ; [56.10526316 21.89473684],0
n1,1,0.331816,0.941796,[ 8 12] ; [9 7],[ 9.44444444 10.55555556] ; [7.55555556 8.44444444],0
s6,1,0.409334,0.680735,[76 16] ; [68 10],[77.92941176 14.07058824] ; [66.07058824 11.92941176],0
n3,1,0.438578,0.6,[16  4] ; [11  5],[15.  5.] ; [12.  4.],0
u4,1,0.454315,0.559865,[ 1 93] ; [ 2 76],[ 1.63953488 92.36046512] ; [ 1.36046512 76.63953488],0
a3,1,0.468881,0.524613,[74 20] ; [64 13],[75.85964912 18.14035088] ; [62.14035088 14.85964912],0
d5,1,0.469681,0.522727,[84 10] ; [66 11],[82.45614035 11.54385965] ; [67.54385965  9.45614035],0
b5,1,0.484026,0.489779,[48 46] ; [44 34],[50.27906977 43.72093023] ; [41.72093023 36.27906977],0
v3,1,0.516606,0.420663,[54 40] ; [48 29],[56.07017544 37.92982456] ; [45.92982456 31.07017544],0
r2,1,0.528397,0.397474,[89  2] ; [75  3],[88.30769231  2.69230769] ; [75.69230769  2.30769231],0
v4,1,0.55139,0.354833,[88  3] ; [74  4],[87.23076923  3.76923077] ; [74.76923077  3.23076923],0
d4,1,0.652647,0.202579,[83 10] ; [67 10],[82.05882353 10.94117647] ; [67.94117647  9.05882353],0
