Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.173575,[84 22] ; [ 6 25],[69.6350365 36.3649635] ; [20.3649635 10.6350365],1
r3,1,1e-06,24.961259,[90 15] ; [13 18],[79.52205882 25.47794118] ; [23.47794118  7.52205882],1
p2,1,2.2e-05,17.993051,[63 43] ; [ 5 26],[52.61313869 53.38686131] ; [15.38686131 15.61313869],1
r2,1,3.7e-05,17.035377,[96 10] ; [17 12],[88.72592593 17.27407407] ; [24.27407407  4.72592593],1
n6,1,0.000625,11.698925,[70 35] ; [10 21],[61.76470588 43.23529412] ; [18.23529412 12.76470588],1
p7,1,0.001456,10.133375,[42 62] ; [ 3 28],[34.66666667 69.33333333] ; [10.33333333 20.66666667],0
r1,1,0.001736,9.809511,[76 29] ; [13 18],[68.71323529 36.28676471] ; [20.28676471 10.71323529],0
a1,1,0.017672,5.628424,[  6 100] ; [ 6 25],[ 9.28467153 96.71532847] ; [ 2.71532847 28.28467153],0
u3,1,0.022925,5.174216,[20 21] ; [ 2 12],[16.4 24.6] ; [5.6 8.4],0
s6,1,0.02542,4.995014,[43 61] ; [ 6 25],[37.74814815 66.25185185] ; [11.25185185 19.74814815],0
n3,1,0.028152,4.818752,[29 13] ; [ 6 10],[25.34482759 16.65517241] ; [9.65517241 6.34482759],0
u2,1,0.03659,4.369387,[21 18] ; [ 3 11],[17.66037736 21.33962264] ; [6.33962264 7.66037736],0
v2,1,0.039527,4.238057,[41 63] ; [ 6 25],[36.20740741 67.79259259] ; [10.79259259 20.20740741],0
p11,1,0.04376,4.065782,[56 50] ; [10 21],[51.06569343 54.93430657] ; [14.93430657 16.06569343],0
p3,1,0.050965,3.809438,[23 82] ; [ 2 29],[19.30147059 85.69852941] ; [ 5.69852941 25.30147059],0
b5,1,0.057796,3.599529,[68 38] ; [14 17],[63.44525547 42.55474453] ; [18.55474453 12.44525547],0
p1,1,0.06085,3.514073,[  4 100] ; [ 4 27],[ 6.16296296 97.83703704] ; [ 1.83703704 29.16296296],0
p9,1,0.082608,3.012831,[37 63] ; [ 6 24],[33.07692308 66.92307692] ; [ 9.92307692 20.07692308],0
n2,1,0.087265,2.924116,[28 17] ; [ 6 10],[25.08196721 19.91803279] ; [8.91803279 7.08196721],0
s3,1,0.105397,2.621911,[41 63] ; [ 7 23],[37.25373134 66.74626866] ; [10.74626866 19.25373134],0
s8,1,0.111064,2.539011,[19 85] ; [ 2 29],[16.17777778 87.82222222] ; [ 4.82222222 26.17777778],0
d3,1,0.118377,2.438658,[54 51] ; [11 20],[50.18382353 54.81617647] ; [14.81617647 16.18382353],0
a5,1,0.125002,2.353507,[61 45] ; [13 18],[57.25547445 48.74452555] ; [16.74452555 14.25547445],0
v1,1,0.126089,2.340007,[40 64] ; [ 7 23],[36.47761194 67.52238806] ; [10.52238806 19.47761194],0
p6,1,0.14495,2.124602,[18 85] ; [ 2 28],[15.4887218 87.5112782] ; [ 4.5112782 25.4887218],0
s2,1,0.194235,1.685202,[29 76] ; [ 5 26],[26.25 78.75] ; [ 7.75 23.25],0
d4,1,0.207156,1.591191,[76 28] ; [19 12],[73.18518519 30.81481481] ; [21.81481481  9.18518519],0
