Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.035322,4.429538,[7 7] ; [19  4],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
d1,1,0.038208,4.295748,[ 2 12] ; [11 12],[4.91891892 9.08108108] ; [ 8.08108108 14.91891892],0
s7,1,0.053309,3.734217,[7 7] ; [ 4 17],[4.4 9.6] ; [ 6.6 14.4],0
a2,1,0.104645,2.633282,[ 3 11] ; [ 1 22],[ 1.51351351 12.48648649] ; [ 2.48648649 20.51351351],0
s4,1,0.11167,2.530421,[ 4 10] ; [ 2 21],[ 2.27027027 11.72972973] ; [ 3.72972973 19.27027027],0
v3,1,0.120347,2.412801,[5 9] ; [ 3 19],[ 3.11111111 10.88888889] ; [ 4.88888889 17.11111111],0
a8,1,0.120507,2.410714,[ 1 13] ; [ 6 15],[ 2.8 11.2] ; [ 4.2 16.8],0
p7,1,0.137618,2.204397,[9 5] ; [ 9 14],[6.81081081 7.18918919] ; [11.18918919 11.81081081],0
u3,1,0.157299,2.0,[2 2] ; [1 7],[1. 3.] ; [2. 6.],0
d5,1,0.17288,1.857794,[8 6] ; [18  5],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
b3,1,0.191473,1.70625,[3 9] ; [7 7],[4.61538462 7.38461538] ; [5.38461538 8.61538462],0
b2,1,0.191473,1.70625,[3 9] ; [7 7],[4.61538462 7.38461538] ; [5.38461538 8.61538462],0
p6,1,0.201176,1.633813,[6 8] ; [ 5 17],[4.27777778 9.72222222] ; [ 6.72222222 15.27777778],0
s3,1,0.219408,1.508236,[5 9] ; [13 10],[6.81081081 7.18918919] ; [11.18918919 11.81081081],0
a1,1,0.282802,1.153574,[ 2 12] ; [ 1 22],[ 1.13513514 12.86486486] ; [ 1.86486486 21.13513514],0
v2,1,0.286308,1.136902,[8 6] ; [ 9 14],[6.43243243 7.56756757] ; [10.56756757 12.43243243],0
p4,1,0.286308,1.136902,[8 6] ; [ 9 14],[6.43243243 7.56756757] ; [10.56756757 12.43243243],0
p11,1,0.290588,1.116894,[8 6] ; [17  6],[9.45945946 4.54054054] ; [15.54054054  7.45945946],0
b4,1,0.290588,1.116894,[8 6] ; [17  6],[9.45945946 4.54054054] ; [15.54054054  7.45945946],0
n6,1,0.326379,0.963211,[10  3] ; [14  9],[8.66666667 4.33333333] ; [15.33333333  7.66666667],0
d3,1,0.329889,0.949333,[5 9] ; [12 11],[6.43243243 7.56756757] ; [10.56756757 12.43243243],0
p8,1,0.33355,0.935065,[6 8] ; [ 6 16],[4.66666667 9.33333333] ; [ 7.33333333 14.66666667],0
p2,1,0.342953,0.899362,[11  3] ; [14  8],[9.72222222 4.27777778] ; [15.27777778  6.72222222],0
n1,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
n2,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
p3,1,0.360533,0.836034,[7 7] ; [ 8 15],[5.67567568 8.32432432] ; [ 9.32432432 13.67567568],0
r1,1,0.360533,0.836034,[7 7] ; [ 8 15],[5.67567568 8.32432432] ; [ 9.32432432 13.67567568],0
n5,1,0.388741,0.742877,[11  3] ; [15  8],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
a5,1,0.388741,0.742877,[11  3] ; [15  8],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
p10,1,0.397724,0.715196,[12  2] ; [17  6],[10.97297297  3.02702703] ; [18.02702703  4.97297297],0
s5,1,0.41835,0.654947,[ 2 11] ; [ 6 16],[ 2.97142857 10.02857143] ; [ 5.02857143 16.97142857],0
s2,1,0.534355,0.386103,[5 9] ; [ 6 17],[4.16216216 9.83783784] ; [ 6.83783784 16.16216216],0
s8,1,0.534355,0.386103,[5 9] ; [ 6 17],[4.16216216 9.83783784] ; [ 6.83783784 16.16216216],0
r2,1,0.563341,0.333952,[9 5] ; [12 10],[8.16666667 5.83333333] ; [12.83333333  9.16666667],0
a7,1,0.58239,0.302386,[8 6] ; [11 12],[7.18918919 6.81081081] ; [11.81081081 11.18918919],0
a6,1,0.58239,0.302386,[6 8] ; [12 11],[6.81081081 7.18918919] ; [11.18918919 11.81081081],0
b1,1,0.640854,0.217627,[9 5] ; [13 10],[8.32432432 5.67567568] ; [13.67567568  9.32432432],0
r4,1,0.640854,0.217627,[5 9] ; [10 13],[5.67567568 8.32432432] ; [ 9.32432432 13.67567568],0
u2,1,0.665006,0.1875,[1 3] ; [3 5],[1.33333333 2.66666667] ; [2.66666667 5.33333333],0
r3,1,0.678863,0.171409,[10  3] ; [19  4],[10.47222222  2.52777778] ; [18.52777778  4.47222222],0
a3,1,0.695487,0.153209,[10  4] ; [15  8],[9.45945946 4.54054054] ; [15.54054054  7.45945946],0
p12,1,0.740135,0.110008,[ 1 13] ; [ 1 21],[ 0.77777778 13.22222222] ; [ 1.22222222 20.77777778],0
d2,1,0.768651,0.086518,[6 8] ; [11 12],[6.43243243 7.56756757] ; [10.56756757 12.43243243],0
b5,1,0.768651,0.086518,[8 6] ; [12 11],[7.56756757 6.43243243] ; [12.43243243 10.56756757],0
u1,1,0.866725,0.028163,[ 1 13] ; [ 2 21],[ 1.13513514 12.86486486] ; [ 1.86486486 21.13513514],0
n4,1,0.904273,0.014464,[10  4] ; [16  7],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
p1,1,0.914635,0.011491,[ 2 12] ; [ 3 20],[ 1.89189189 12.10810811] ; [ 3.10810811 19.89189189],0
p5,1,0.914635,0.011491,[ 2 12] ; [ 3 20],[ 1.89189189 12.10810811] ; [ 3.10810811 19.89189189],0
a4,1,0.954089,0.003315,[5 9] ; [ 8 15],[4.91891892 9.08108108] ; [ 8.08108108 14.91891892],0
s6,1,0.967991,0.00161,[6 7] ; [10 12],[5.94285714 7.05714286] ; [10.05714286 11.94285714],0
