Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.461938,[ 4 25] ; [79 14],[19.7295082  9.2704918] ; [63.2704918 29.7295082],1
v4,1,0.0,26.010454,[13 16] ; [83 10],[22.81967213  6.18032787] ; [73.18032787 19.81967213],1
r2,1,2.2e-05,18.024954,[15 14] ; [82 11],[23.05737705  5.94262295] ; [73.94262295 19.05737705],1
r1,1,0.00029,13.131318,[ 9 20] ; [64 29],[17.35245902 11.64754098] ; [55.64754098 37.35245902],1
n5,1,0.000912,10.998112,[23  6] ; [41 52],[15.21311475 13.78688525] ; [48.78688525 44.21311475],1
a1,1,0.001682,9.867332,[ 6 23] ; [ 3 90],[ 2.13934426 26.86065574] ; [ 6.86065574 86.13934426],0
p2,1,0.002092,9.467075,[10 19] ; [62 31],[17.1147541 11.8852459] ; [54.8852459 38.1147541],0
u3,1,0.0052,7.808415,[ 1 13] ; [26 28],[5.55882353 8.44117647] ; [21.44117647 32.55882353],0
p11,1,0.005241,7.794428,[ 7 22] ; [50 43],[13.54918033 15.45081967] ; [43.45081967 49.54918033],0
d4,1,0.010986,6.467574,[ 9 20] ; [54 39],[14.97540984 14.02459016] ; [48.02459016 44.97540984],0
d5,1,0.023391,5.139217,[ 8 21] ; [48 45],[13.31147541 15.68852459] ; [42.68852459 50.31147541],0
d3,1,0.032606,4.566328,[ 5 24] ; [36 57],[ 9.74590164 19.25409836] ; [31.25409836 61.74590164],0
a7,1,0.034214,4.48398,[10 19] ; [53 40],[14.97540984 14.02459016] ; [48.02459016 44.97540984],0
p6,1,0.035035,4.443447,[ 2 26] ; [24 69],[ 6.01652893 21.98347107] ; [19.98347107 73.01652893],0
n6,1,0.046012,3.981167,[12 17] ; [58 35],[16.63934426 12.36065574] ; [53.36065574 39.63934426],0
p4,1,0.05146,3.793251,[ 5 24] ; [34 59],[ 9.2704918 19.7295082] ; [29.7295082 63.2704918],0
s6,1,0.051569,3.789695,[ 7 21] ; [42 50],[11.43333333 16.56666667] ; [37.56666667 54.43333333],0
v2,1,0.055152,3.677493,[ 5 24] ; [33 58],[ 9.18333333 19.81666667] ; [28.81666667 62.18333333],0
p8,1,0.05833,3.584229,[ 3 24] ; [27 66],[ 6.75 20.25] ; [23.25 69.75],0
s3,1,0.076287,3.142292,[ 8 19] ; [45 47],[12.02521008 14.97478992] ; [40.97478992 51.02521008],0
v1,1,0.085134,2.964065,[ 6 23] ; [35 57],[ 9.82644628 19.17355372] ; [31.17355372 60.82644628],0
p3,1,0.111959,2.526345,[ 6 23] ; [34 59],[ 9.50819672 19.49180328] ; [30.49180328 62.50819672],0
s8,1,0.122498,2.385093,[ 2 26] ; [18 74],[ 4.66666667 23.33333333] ; [15.33333333 76.66666667],0
b3,1,0.123693,2.369927,[ 8 11] ; [13 42],[ 5.39189189 13.60810811] ; [15.60810811 39.39189189],0
b2,1,0.123693,2.369927,[ 8 11] ; [13 42],[ 5.39189189 13.60810811] ; [15.60810811 39.39189189],0
p1,1,0.129381,2.299914,[ 3 26] ; [ 3 88],[ 1.45 27.55] ; [ 4.55 86.45],0
p7,1,0.130285,2.289109,[10 19] ; [47 46],[13.54918033 15.45081967] ; [43.45081967 49.54918033],0
s2,1,0.135738,2.225622,[ 5 24] ; [29 63],[ 8.14876033 20.85123967] ; [25.85123967 66.14876033],0
n3,1,0.153639,2.035742,[7 6] ; [22  7],[8.97619048 4.02380952] ; [20.02380952  8.97619048],0
d2,1,0.18589,1.749898,[ 9 20] ; [18 75],[ 6.41803279 22.58196721] ; [20.58196721 72.41803279],0
n2,1,0.186136,1.747938,[8 6] ; [23  7],[9.86363636 4.13636364] ; [21.13636364  8.86363636],0
a8,1,0.19749,1.660839,[ 2 24] ; [16 72],[ 4.10526316 21.89473684] ; [13.89473684 74.10526316],0
n1,1,0.201537,1.631198,[8 6] ; [11 19],[6.04545455 7.95454545] ; [12.95454545 17.04545455],0
b5,1,0.2165,1.527418,[15 14] ; [60 33],[17.82786885 11.17213115] ; [57.17213115 35.82786885],0
a3,1,0.227021,1.459432,[15 12] ; [39 53],[12.25210084 14.74789916] ; [41.74789916 50.25210084],0
s7,1,0.268391,1.224951,[ 4 22] ; [23 66],[ 6.10434783 19.89565217] ; [20.89565217 68.10434783],0
n4,1,0.294095,1.10078,[20  9] ; [54 39],[17.59016393 11.40983607] ; [56.40983607 36.59016393],0
s1,1,0.345309,0.890622,[ 3 26] ; [ 5 88],[ 1.90163934 27.09836066] ; [ 6.09836066 86.90163934],0
p9,1,0.368221,0.80966,[ 7 21] ; [31 60],[ 8.94117647 19.05882353] ; [29.05882353 61.94117647],0
a2,1,0.383997,0.757868,[ 2 27] ; [ 3 90],[ 1.18852459 27.81147541] ; [ 3.81147541 89.18852459],0
b1,1,0.38887,0.742472,[17 12] ; [46 47],[14.97540984 14.02459016] ; [48.02459016 44.97540984],0
s5,1,0.425909,0.633953,[ 4 25] ; [18 70],[ 5.45299145 23.54700855] ; [16.54700855 71.45299145],0
a4,1,0.437002,0.604142,[ 8 20] ; [20 73],[ 6.47933884 21.52066116] ; [21.52066116 71.47933884],0
u2,1,0.494718,0.466248,[ 4 10] ; [20 32],[5.09090909 8.90909091] ; [18.90909091 33.09090909],0
p12,1,0.700358,0.1481,[ 1 28] ; [ 2 90],[ 0.71900826 28.28099174] ; [ 2.28099174 89.71900826],0
v3,1,0.700643,0.147803,[ 7 22] ; [25 65],[ 7.79831933 21.20168067] ; [24.20168067 65.79831933],0
b4,1,0.70529,0.143027,[16 13] ; [55 38],[16.87704918 12.12295082] ; [54.12295082 38.87704918],0
a5,1,0.797223,0.066019,[12 17] ; [36 57],[11.40983607 17.59016393] ; [36.59016393 56.40983607],0
a6,1,0.8149,0.054808,[13 16] ; [44 49],[13.54918033 15.45081967] ; [43.45081967 49.54918033],0
p5,1,0.86496,0.028922,[ 1 27] ; [ 4 89],[ 1.15702479 26.84297521] ; [ 3.84297521 89.15702479],0
s4,1,0.898968,0.01612,[ 5 24] ; [17 76],[ 5.2295082 23.7704918] ; [16.7704918 76.2295082],0
