Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,27.911838,[185  36] ; [62 47],[165.41515152  55.58484848] ; [81.58484848 27.41515152],1
p10,1,5e-06,20.85036,[170  52] ; [57 53],[151.78915663  70.21084337] ; [75.21084337 34.78915663],1
a1,1,9e-06,19.785981,[  2 221] ; [ 13 100],[  9.95535714 213.04464286] ; [  5.04464286 107.95535714],1
p11,1,1.4e-05,18.818481,[167  56] ; [58 55],[149.33035714  73.66964286] ; [75.66964286 37.33035714],1
r3,1,2.5e-05,17.763718,[211  11] ; [91 22],[200.13134328  21.86865672] ; [101.86865672  11.13134328],1
p4,1,0.000264,13.308367,[106 117] ; [30 82],[ 90.53134328 132.46865672] ; [45.46865672 66.53134328],1
v4,1,0.000354,12.760549,[212  10] ; [95 18],[203.44477612  18.55522388] ; [103.55522388   9.44477612],1
p8,1,0.000817,11.202116,[ 66 155] ; [15 98],[ 53.59580838 167.40419162] ; [27.40419162 85.59580838],1
r4,1,0.002209,9.366904,[201  22] ; [88 25],[191.80654762  31.19345238] ; [97.19345238 15.80654762],0
v1,1,0.002666,9.02327,[110 105] ; [37 73],[ 97.24615385 117.75384615] ; [49.75384615 60.24615385],0
a7,1,0.004431,8.098031,[167  55] ; [68 45],[155.73134328  66.26865672] ; [79.26865672 33.73134328],0
s3,1,0.00575,7.627077,[122  99] ; [43 67],[110.16616314 110.83383686] ; [54.83383686 55.16616314],0
d5,1,0.00917,6.789462,[182  41] ; [78 35],[172.55952381  50.44047619] ; [87.44047619 25.55952381],0
b1,1,0.010803,6.497365,[ 71 152] ; [52 61],[ 81.63392857 141.36607143] ; [41.36607143 71.63392857],0
b5,1,0.017323,5.66337,[150  73] ; [61 52],[140.03869048  82.96130952] ; [70.96130952 42.03869048],0
n4,1,0.025917,4.96153,[168  55] ; [72 41],[159.28571429  63.71428571] ; [80.71428571 32.28571429],0
s2,1,0.026812,4.902889,[107 112] ; [40 71],[ 97.55454545 121.44545455] ; [49.44545455 61.55454545],0
v2,1,0.031197,4.642095,[111 103] ; [41 64],[101.96865204 112.03134796] ; [50.03134796 54.96865204],0
s6,1,0.039443,4.241696,[137  83] ; [56 55],[128.27794562  91.72205438] ; [64.72205438 46.27794562],0
n6,1,0.043015,4.094801,[178  45] ; [79 34],[170.56845238  52.43154762] ; [86.43154762 26.56845238],0
s1,1,0.050887,3.811998,[  7 213] ; [  9 103],[ 10.60240964 209.39759036] ; [  5.39759036 106.60240964],0
a8,1,0.078972,3.085927,[ 21 180] ; [  5 103],[ 16.91262136 184.08737864] ; [ 9.08737864 98.91262136],0
u4,1,0.080244,3.059959,[  3 220] ; [  5 108],[  5.30952381 217.69047619] ; [  2.69047619 110.30952381],0
n5,1,0.089734,2.879136,[156  66] ; [69 44],[149.10447761  72.89552239] ; [75.89552239 37.10447761],0
p3,1,0.09325,2.817352,[ 77 145] ; [29 84],[ 70.24477612 151.75522388] ; [35.75522388 77.24477612],0
d4,1,0.107982,2.583503,[180  42] ; [83 30],[174.28656716  47.71343284] ; [88.71343284 24.28656716],0
p6,1,0.111036,2.539415,[ 38 183] ; [ 12 101],[ 33.08383234 187.91616766] ; [16.91616766 96.08383234],0
a2,1,0.114093,2.49659,[ 39 184] ; [28 85],[ 44.4672619 178.5327381] ; [22.5327381 90.4672619],0
s4,1,0.11898,2.430696,[ 31 190] ; [23 88],[ 35.94578313 185.05421687] ; [18.05421687 92.94578313],0
a6,1,0.142715,2.148438,[154  69] ; [69 44],[148.00297619  74.99702381] ; [74.99702381 38.00297619],0
