Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,24.633701,[42  5] ; [37 45],[28.78294574 18.21705426] ; [50.21705426 31.78294574],1
p7,1,6e-06,20.545302,[41  5] ; [39 41],[29.20634921 16.79365079] ; [50.79365079 29.20634921],1
p8,1,1.3e-05,18.944744,[35 12] ; [28 53],[23.1328125 23.8671875] ; [39.8671875 41.1328125],1
p3,1,0.001458,10.131529,[34 13] ; [36 47],[25.30769231 21.69230769] ; [44.69230769 38.30769231],0
p10,1,0.001887,9.656695,[44  3] ; [57 24],[37.0859375  9.9140625] ; [63.9140625 17.0859375],0
s7,1,0.009594,6.708842,[24 20] ; [25 56],[17.248 26.752] ; [31.752 49.248],0
b5,1,0.019039,5.497926,[16 31] ; [46 37],[22.41538462 24.58461538] ; [39.58461538 43.41538462],0
u2,1,0.025963,4.958493,[9 4] ; [ 9 19],[5.70731707 7.29268293] ; [12.29268293 15.70731707],0
p9,1,0.031304,4.636219,[43  4] ; [61 19],[38.48818898  8.51181102] ; [65.51181102 14.48818898],0
n4,1,0.040752,4.186318,[39  8] ; [55 28],[33.98461538 13.01538462] ; [60.01538462 22.98461538],0
p12,1,0.044637,4.032299,[ 8 39] ; [ 5 78],[ 4.7 42.3] ; [ 8.3 74.7],0
r4,1,0.063743,3.437214,[44  3] ; [68 15],[40.49230769  6.50769231] ; [71.50769231 11.49230769],0
u3,1,0.066527,3.366689,[10  3] ; [14 16],[7.25581395 5.74418605] ; [16.74418605 13.25581395],0
s2,1,0.068018,3.330213,[31 16] ; [41 42],[26.03076923 20.96923077] ; [45.96923077 37.03076923],0
s6,1,0.070254,3.277079,[40  6] ; [60 22],[35.9375 10.0625] ; [64.0625 17.9375],0
p1,1,0.13621,2.220264,[ 9 38] ; [ 8 73],[ 6.2421875 40.7578125] ; [10.7578125 70.2421875],0
s4,1,0.147092,2.102147,[15 31] ; [17 64],[11.59055118 34.40944882] ; [20.40944882 60.59055118],0
b1,1,0.180214,1.79586,[19 28] ; [24 59],[15.54615385 31.45384615] ; [27.45384615 55.54615385],0
p5,1,0.180791,1.79111,[12 35] ; [13 69],[ 9.10852713 37.89147287] ; [15.89147287 66.10852713],0
p2,1,0.188899,1.726184,[42  5] ; [66 16],[39.34883721  7.65116279] ; [68.65116279 13.34883721],0
d3,1,0.261965,1.258345,[34 13] ; [52 31],[31.09230769 15.90769231] ; [54.90769231 28.09230769],0
n1,1,0.262871,1.253571,[6 6] ; [ 4 10],[4.61538462 7.38461538] ; [5.38461538 8.61538462],0
n3,1,0.319806,0.989741,[6 5] ; [11  4],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
p11,1,0.34579,0.888848,[39  8] ; [63 20],[36.87692308 10.12307692] ; [65.12307692 17.87692308],0
a3,1,0.368706,0.80802,[34 13] ; [53 29],[31.69767442 15.30232558] ; [55.30232558 26.69767442],0
n5,1,0.378807,0.77457,[35 12] ; [55 27],[32.79069767 14.20930233] ; [57.20930233 24.79069767],0
n2,1,0.396465,0.719022,[11  1] ; [12  3],[10.22222222  1.77777778] ; [12.77777778  2.22222222],0
a1,1,0.400104,0.708015,[ 4 43] ; [ 4 79],[ 2.89230769 44.10769231] ; [ 5.10769231 77.89230769],0
v2,1,0.412326,0.672084,[22 25] ; [44 37],[24.234375 22.765625] ; [41.765625 39.234375],0
d5,1,0.427942,0.628402,[39  8] ; [64 19],[37.23846154  9.76153846] ; [65.76153846 17.23846154],0
