Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.384465,[ 2 28] ; [69 11],[19.36363636 10.63636364] ; [51.63636364 28.36363636],1
v4,1,0.0,38.988962,[10 20] ; [72  7],[22.56880734  7.43119266] ; [59.43119266 19.56880734],1
r1,1,5.4e-05,16.29705,[11 19] ; [62 18],[19.90909091 10.09090909] ; [53.09090909 26.90909091],1
r2,1,7.2e-05,15.744692,[17 12] ; [73  7],[23.94495413  5.05504587] ; [66.05504587 13.94495413],1
p2,1,0.000251,13.405605,[ 7 23] ; [50 30],[15.54545455 14.45454545] ; [41.45454545 38.54545455],1
p11,1,0.000315,12.9787,[ 5 25] ; [44 36],[13.36363636 16.63636364] ; [35.63636364 44.36363636],1
s6,1,0.002708,8.994527,[ 5 25] ; [38 41],[11.83486239 18.16513761] ; [31.16513761 47.83486239],0
d5,1,0.00281,8.927114,[13 17] ; [59 21],[19.63636364 10.36363636] ; [52.36363636 27.63636364],0
n6,1,0.003624,8.46327,[11 18] ; [55 25],[17.55963303 11.44036697] ; [48.44036697 31.55963303],0
a7,1,0.004255,8.17149,[10 20] ; [51 29],[16.63636364 13.36363636] ; [44.36363636 35.63636364],0
u3,1,0.005547,7.691844,[ 3 11] ; [24 13],[7.41176471 6.58823529] ; [19.58823529 17.41176471],0
p4,1,0.014026,6.034901,[ 5 25] ; [33 46],[10.4587156 19.5412844] ; [27.5412844 51.4587156],0
p6,1,0.015529,5.855451,[ 1 28] ; [19 61],[ 5.32110092 23.67889908] ; [14.67889908 65.32110092],0
a1,1,0.020162,5.397774,[ 5 25] ; [ 3 77],[ 2.18181818 27.81818182] ; [ 5.81818182 74.18181818],0
s8,1,0.029665,4.728574,[ 1 29] ; [16 63],[ 4.67889908 25.32110092] ; [12.32110092 66.67889908],0
b5,1,0.032284,4.583333,[10 20] ; [45 35],[15. 15.] ; [40. 40.],0
d4,1,0.032901,4.550931,[14 16] ; [55 25],[18.81818182 11.18181818] ; [50.18181818 29.81818182],0
s3,1,0.048662,3.886977,[ 8 21] ; [39 41],[12.50458716 16.49541284] ; [34.49541284 45.50458716],0
p7,1,0.056112,3.648728,[ 8 22] ; [37 42],[12.3853211 17.6146789] ; [32.6146789 46.3853211],0
p8,1,0.068371,3.321701,[ 4 25] ; [25 55],[ 7.71559633 21.28440367] ; [21.28440367 58.71559633],0
n2,1,0.077558,3.115337,[ 8 12] ; [19 10],[11.02040816  8.97959184] ; [15.97959184 13.02040816],0
s7,1,0.087538,2.91907,[ 4 25] ; [22 51],[ 7.39215686 21.60784314] ; [18.60784314 54.39215686],0
s2,1,0.093136,2.819313,[ 5 25] ; [26 53],[ 8.53211009 21.46788991] ; [22.46788991 56.53211009],0
p3,1,0.117854,2.445606,[ 5 25] ; [25 54],[ 8.25688073 21.74311927] ; [21.74311927 57.25688073],0
v1,1,0.119339,2.425977,[ 4 26] ; [22 58],[ 7.09090909 22.90909091] ; [18.90909091 61.09090909],0
u2,1,0.144561,2.12872,[ 4 10] ; [19 18],[6.31372549 7.68627451] ; [16.68627451 20.31372549],0
a2,1,0.151204,2.060062,[ 2 28] ; [14 66],[ 4.36363636 25.63636364] ; [11.63636364 68.36363636],0
a6,1,0.184521,1.760829,[13 17] ; [46 34],[16.09090909 13.90909091] ; [42.90909091 37.09090909],0
d3,1,0.198959,1.65,[12 18] ; [43 37],[15. 15.] ; [40. 40.],0
n3,1,0.251466,1.31514,[ 8 11] ; [16 11],[9.91304348 9.08695652] ; [14.08695652 12.91304348],0
b2,1,0.259248,1.272768,[ 8 14] ; [12 39],[ 6.02739726 15.97260274] ; [13.97260274 37.02739726],0
b3,1,0.259248,1.272768,[ 8 14] ; [12 39],[ 6.02739726 15.97260274] ; [13.97260274 37.02739726],0
n5,1,0.26925,1.220562,[20 10] ; [44 36],[17.45454545 12.54545455] ; [46.54545455 33.45454545],0
d1,1,0.279421,1.169905,[ 9 21] ; [33 47],[11.45454545 18.54545455] ; [30.54545455 49.45454545],0
a8,1,0.302125,1.064791,[ 1 29] ; [ 7 69],[ 2.26415094 27.73584906] ; [ 5.73584906 70.26415094],0
s4,1,0.313663,1.015189,[ 8 22] ; [14 64],[ 6.11111111 23.88888889] ; [15.88888889 62.11111111],0
v3,1,0.319651,0.990375,[ 4 26] ; [17 61],[ 5.83333333 24.16666667] ; [15.16666667 62.83333333],0
p1,1,0.353948,0.859252,[ 4 26] ; [ 6 73],[ 2.75229358 27.24770642] ; [ 7.24770642 71.75229358],0
n1,1,0.364346,0.822857,[ 9 11] ; [ 9 19],[ 7.5 12.5] ; [10.5 17.5],0
p10,1,0.46611,0.531182,[ 5 25] ; [18 60],[ 6.38888889 23.61111111] ; [16.61111111 61.38888889],0
p12,1,0.472549,0.516008,[ 1 29] ; [ 1 78],[ 0.55045872 29.44954128] ; [ 1.44954128 77.55045872],0
s1,1,0.488708,0.47937,[ 4 26] ; [ 7 72],[ 3.02752294 26.97247706] ; [ 7.97247706 71.02752294],0
a5,1,0.557673,0.34375,[15 15] ; [45 35],[16.36363636 13.63636364] ; [43.63636364 36.36363636],0
b4,1,0.557673,0.34375,[15 15] ; [45 35],[16.36363636 13.63636364] ; [43.63636364 36.36363636],0
s5,1,0.688211,0.161029,[ 4 26] ; [13 66],[ 4.67889908 25.32110092] ; [12.32110092 66.67889908],0
p5,1,0.732206,0.117095,[ 1 28] ; [ 4 76],[ 1.33027523 27.66972477] ; [ 3.66972477 76.33027523],0
d2,1,0.78375,0.075315,[14 15] ; [41 39],[14.63302752 14.36697248] ; [40.36697248 39.63302752],0
b1,1,0.875759,0.024444,[16 14] ; [44 36],[16.36363636 13.63636364] ; [43.63636364 36.36363636],0
a3,1,0.895225,0.017344,[16 13] ; [43 37],[15.69724771 13.30275229] ; [43.30275229 36.69724771],0
a4,1,0.907204,0.013588,[11 18] ; [29 50],[10.74074074 18.25925926] ; [29.25925926 49.74074074],0
n4,1,0.967727,0.001637,[19 11] ; [51 29],[19.09090909 10.90909091] ; [50.90909091 29.09090909],0
