Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,109.778875,[272 102] ; [ 3 62],[234.28246014 139.71753986] ; [40.71753986 24.28246014],1
d3,1,0.0,59.317323,[291  83] ; [20 45],[264.95216401 109.04783599] ; [46.04783599 18.95216401],1
d5,1,0.0,48.039368,[325  49] ; [33 32],[304.99316629  69.00683371] ; [53.00683371 11.99316629],1
a3,1,0.0,31.247552,[298  74] ; [31 34],[280.06407323  91.93592677] ; [48.93592677 16.06407323],1
d2,1,1e-06,25.04736,[212 162] ; [15 50],[193.38952164 180.61047836] ; [33.61047836 31.38952164],1
a4,1,2e-06,22.208442,[193 181] ; [13 52],[175.49886105 198.50113895] ; [30.50113895 34.49886105],1
a2,1,2.1e-05,18.094797,[111 263] ; [ 3 62],[ 97.12072893 276.87927107] ; [16.87927107 48.12072893],1
a5,1,3.5e-05,17.105839,[292  82] ; [35 30],[278.58314351  95.41685649] ; [48.41685649 16.58314351],1
r1,1,7.6e-05,15.650788,[315  58] ; [40 23],[303.70412844  69.29587156] ; [51.29587156 11.70412844],1
u1,1,0.000318,12.959932,[ 83 291] ; [ 2 63],[ 72.41457859 301.58542141] ; [12.58542141 52.41457859],1
u2,1,0.00074,11.385562,[49 24] ; [11 23],[40.93457944 32.06542056] ; [19.06542056 14.93457944],1
s2,1,0.008138,7.002753,[311  63] ; [45 20],[303.28929385  70.71070615] ; [52.71070615 12.28929385],0
b2,1,0.009908,6.651448,[ 99 137] ; [ 7 29],[ 91.97058824 144.02941176] ; [14.02941176 21.97058824],0
b3,1,0.009908,6.651448,[ 99 137] ; [ 7 29],[ 91.97058824 144.02941176] ; [14.02941176 21.97058824],0
p4,1,0.013202,6.14186,[243 129] ; [32 33],[234.09610984 137.90389016] ; [40.90389016 24.09610984],0
u3,1,0.014068,6.029608,[51 23] ; [15 19],[45.22222222 28.77777778] ; [20.77777778 13.22222222],0
a6,1,0.025777,4.970936,[259 114] ; [36 29],[251.22146119 121.77853881] ; [43.77853881 21.22146119],0
s5,1,0.03205,4.595808,[163 189] ; [20 43],[155.21927711 196.78072289] ; [27.78072289 35.21927711],0
p12,1,0.054841,3.686915,[ 48 324] ; [ 3 62],[ 43.41418764 328.58581236] ; [ 7.58581236 57.41418764],0
v1,1,0.067241,3.34911,[207 152] ; [28 34],[200.39192399 158.60807601] ; [34.60807601 27.39192399],0
v2,1,0.072302,3.229981,[213 143] ; [29 32],[206.59952038 149.40047962] ; [35.40047962 25.59952038],0
p6,1,0.074794,3.174538,[157 212] ; [20 45],[150.49078341 218.50921659] ; [26.50921659 38.49078341],0
p3,1,0.092404,2.831983,[209 165] ; [29 36],[202.76082005 171.23917995] ; [35.23917995 29.76082005],0
b5,1,0.112536,2.518244,[229 145] ; [33 32],[223.20728929 150.79271071] ; [38.79271071 26.20728929],0
s6,1,0.128415,2.311567,[318  50] ; [49 13],[314.08372093  53.91627907] ; [52.91627907  9.08372093],0
a1,1,0.131186,2.278408,[ 23 351] ; [ 1 64],[ 20.44646925 353.55353075] ; [ 3.55353075 61.44646925],0
p11,1,0.14808,2.091919,[310  64] ; [49 16],[305.84510251  68.15489749] ; [53.15489749 11.84510251],0
p1,1,0.166848,1.911038,[ 32 340] ; [ 9 55],[ 34.98165138 337.01834862] ; [ 6.01834862 57.98165138],0
s7,1,0.175495,1.83537,[247 117] ; [36 25],[242.38117647 121.61882353] ; [40.61882353 20.38117647],0
p8,1,0.180416,1.794196,[204 166] ; [30 35],[199.03448276 170.96551724] ; [34.96551724 30.03448276],0
s8,1,0.188149,1.732051,[233 140] ; [35 30],[228.2283105 144.7716895] ; [39.7716895 25.2283105],0
n2,1,0.201989,1.627934,[62 15] ; [15  1],[63.75268817 13.24731183] ; [13.24731183  2.75268817],0
r4,1,0.222557,1.487808,[345  29] ; [57  8],[342.47835991  31.52164009] ; [59.52164009  5.47835991],0
a7,1,0.22421,1.477217,[274  99] ; [43 22],[269.956621 103.043379] ; [47.043379 17.956621],0
n3,1,0.248502,1.331703,[57 20] ; [14  2],[58.78494624 18.21505376] ; [12.21505376  3.78494624],0
v3,1,0.262204,1.25708,[149 207] ; [22 42],[144.94285714 211.05714286] ; [26.05714286 37.94285714],0
p5,1,0.306396,1.046147,[ 52 317] ; [ 6 58],[ 49.42725173 319.57274827] ; [ 8.57274827 55.42725173],0
n4,1,0.319075,0.992735,[300  73] ; [48 16],[297.03432494  75.96567506] ; [50.96567506 13.03432494],0
u4,1,0.326242,0.963758,[ 15 359] ; [ 1 64],[ 13.6309795 360.3690205] ; [ 2.3690205 62.6309795],0
v4,1,0.338109,0.917589,[359  14] ; [59  4],[357.60091743  15.39908257] ; [60.39908257  2.60091743],0
s4,1,0.376994,0.780483,[ 79 293] ; [17 48],[ 81.7208238 290.2791762] ; [14.2791762 50.7208238],0
b4,1,0.382277,0.763368,[223 151] ; [35 30],[219.79954442 154.20045558] ; [38.20045558 26.79954442],0
b1,1,0.383325,0.760011,[142 232] ; [21 44],[138.86560364 235.13439636] ; [24.13439636 40.86560364],0
r2,1,0.394511,0.724994,[358  10] ; [61  3],[356.92592593  11.07407407] ; [62.07407407  1.92592593],0
p2,1,0.466582,0.53006,[327  46] ; [54 10],[325.201373  47.798627] ; [55.798627  8.201373],0
n6,1,0.475638,0.508849,[318  52] ; [58  7],[319.81609195  50.18390805] ; [56.18390805  8.81609195],0
n1,1,0.559803,0.340046,[35 42] ; [ 6 10],[33.94623656 43.05376344] ; [7.05376344 8.94623656],0
a8,1,0.613713,0.254803,[ 57 296] ; [ 8 51],[ 55.69174757 297.30825243] ; [ 9.30825243 49.69174757],0
n5,1,0.637712,0.221747,[293  78] ; [53 12],[294.41743119  76.58256881] ; [51.58256881 13.41743119],0
p7,1,0.67928,0.170938,[245 114] ; [42 22],[243.57683215 115.42316785] ; [43.42316785 20.57683215],0
p10,1,0.712891,0.135407,[338  35] ; [58  5],[338.77981651  34.22018349] ; [57.22018349  5.77981651],0
s1,1,0.799049,0.06481,[ 14 357] ; [ 2 62],[ 13.64597701 357.35402299] ; [ 2.35402299 61.64597701],0
r3,1,0.949854,0.003955,[360  12] ; [63  2],[360.08237986  11.91762014] ; [62.91762014  2.08237986],0
