Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.259204,[61 18] ; [10 24],[49.63716814 29.36283186] ; [21.36283186 12.63716814],1
d5,1,0.000152,14.351267,[68 11] ; [18 16],[60.12389381 18.87610619] ; [25.87610619  8.12389381],1
p2,1,0.001018,10.793971,[52 27] ; [11 23],[44.04424779 34.95575221] ; [18.95575221 15.04424779],0
a6,1,0.001096,10.657856,[56 23] ; [13 21],[48.23893805 30.76106195] ; [20.76106195 13.23893805],0
d1,1,0.004955,7.895715,[46 33] ; [10 24],[39.15044248 39.84955752] ; [16.84955752 17.15044248],0
d4,1,0.01164,6.3649,[66 13] ; [21 13],[60.82300885 18.17699115] ; [26.17699115  7.82300885],0
n5,1,0.015266,5.885546,[19 60] ; [16 18],[24.46902655 54.53097345] ; [10.53097345 23.46902655],0
r3,1,0.035051,4.442706,[72  7] ; [26  8],[68.51327434 10.48672566] ; [29.48672566  4.51327434],0
b1,1,0.047423,3.930312,[22 57] ; [16 18],[26.56637168 52.43362832] ; [11.43362832 22.56637168],0
r4,1,0.16599,1.91879,[59 20] ; [21 13],[55.92920354 23.07079646] ; [24.07079646  9.92920354],0
a4,1,0.16599,1.91879,[20 59] ; [13 21],[23.07079646 55.92920354] ; [ 9.92920354 24.07079646],0
r1,1,0.167713,1.903268,[52 26] ; [18 16],[48.75 29.25] ; [21.25 12.75],0
p10,1,0.177082,1.821946,[48 29] ; [16 17],[44.8 32.2] ; [19.2 13.8],0
b5,1,0.187176,1.739707,[50 29] ; [17 17],[46.84070796 32.15929204] ; [20.15929204 13.84070796],0
v2,1,0.193533,1.690515,[36 39] ; [11 21],[32.94392523 42.05607477] ; [14.05607477 17.94392523],0
u2,1,0.225253,1.470588,[19 15] ; [ 6 10],[17. 17.] ; [8. 8.],0
p6,1,0.254313,1.299455,[ 7 71] ; [ 1 33],[ 5.57142857 72.42857143] ; [ 2.42857143 31.57142857],0
p3,1,0.266362,1.235386,[16 62] ; [ 4 30],[13.92857143 64.07142857] ; [ 6.07142857 27.92857143],0
v3,1,0.270334,1.215053,[19 56] ; [ 5 27],[16.82242991 58.17757009] ; [ 7.17757009 24.82242991],0
s1,1,0.274469,1.194277,[ 3 76] ; [ 3 31],[ 4.19469027 74.80530973] ; [ 1.80530973 32.19469027],0
r2,1,0.279498,1.16953,[69 10] ; [27  7],[67.11504425 11.88495575] ; [28.88495575  5.11504425],0
p11,1,0.356012,0.851911,[39 40] ; [20 14],[41.24778761 37.75221239] ; [17.75221239 16.24778761],0
a2,1,0.360299,0.836849,[12 67] ; [ 3 31],[10.48672566 68.51327434] ; [ 4.51327434 29.48672566],0
v4,1,0.368788,0.807744,[70  9] ; [28  6],[68.51327434 10.48672566] ; [29.48672566  4.51327434],0
p9,1,0.382199,0.763618,[54 22] ; [20 12],[52.07407407 23.92592593] ; [21.92592593 10.07407407],0
n2,1,0.387534,0.746667,[21 15] ; [14  6],[22.5 13.5] ; [12.5  7.5],0
u3,1,0.392899,0.729951,[24 11] ; [9 7],[22.64705882 12.35294118] ; [10.35294118  5.64705882],0
s6,1,0.428024,0.628178,[40 39] ; [14 19],[38.08928571 40.91071429] ; [15.91071429 17.08928571],0
p8,1,0.432832,0.615213,[19 59] ; [ 6 28],[17.41071429 60.58928571] ; [ 7.58928571 26.41071429],0
b2,1,0.448292,0.574967,[12 26] ; [6 8],[13.15384615 24.84615385] ; [4.84615385 9.15384615],0
b3,1,0.448292,0.574967,[12 26] ; [6 8],[13.15384615 24.84615385] ; [4.84615385 9.15384615],0
n3,1,0.504785,0.444863,[21 16] ; [ 9 10],[19.82142857 17.17857143] ; [10.17857143  8.82142857],0
p12,1,0.520345,0.413209,[ 1 78] ; [ 1 32],[ 1.41071429 77.58928571] ; [ 0.58928571 32.41071429],0
b4,1,0.562972,0.334585,[51 28] ; [20 14],[49.63716814 29.36283186] ; [21.36283186 12.63716814],0
s8,1,0.566254,0.32899,[17 62] ; [ 9 25],[18.17699115 60.82300885] ; [ 7.82300885 26.17699115],0
d2,1,0.585082,0.298091,[26 53] ; [13 21],[27.26548673 51.73451327] ; [11.73451327 22.26548673],0
s3,1,0.602262,0.271598,[32 47] ; [12 22],[30.76106195 48.23893805] ; [13.23893805 20.76106195],0
p4,1,0.633498,0.227347,[22 57] ; [ 8 26],[20.97345133 58.02654867] ; [ 9.02654867 24.97345133],0
s7,1,0.64926,0.206835,[18 59] ; [ 6 25],[17.11111111 59.88888889] ; [ 6.88888889 24.11111111],0
s5,1,0.680465,0.169602,[19 59] ; [ 9 23],[19.85454545 58.14545455] ; [ 8.14545455 23.85454545],0
v1,1,0.750207,0.101357,[30 48] ; [12 22],[29.25 48.75] ; [12.75 21.25],0
a3,1,0.787221,0.072857,[44 35] ; [18 16],[43.34513274 35.65486726] ; [18.65486726 15.34513274],0
n1,1,0.811577,0.056831,[10 27] ; [ 6 14],[10.38596491 26.61403509] ; [ 5.61403509 14.38596491],0
n6,1,0.821061,0.051158,[47 32] ; [21 13],[47.53982301 31.46017699] ; [20.46017699 13.53982301],0
p5,1,0.841913,0.039779,[ 3 76] ; [ 1 32],[ 2.82142857 76.17857143] ; [ 1.17857143 31.82142857],0
a5,1,0.918958,0.010352,[38 41] ; [16 18],[37.75221239 41.24778761] ; [16.24778761 17.75221239],0
s2,1,0.926146,0.008592,[28 51] ; [12 21],[28.21428571 50.78571429] ; [11.78571429 21.21428571],0
p1,1,0.928003,0.008165,[ 5 74] ; [ 2 32],[ 4.89380531 74.10619469] ; [ 2.10619469 31.89380531],0
s4,1,0.967636,0.001646,[16 63] ; [ 7 27],[16.07964602 62.92035398] ; [ 6.92035398 27.07964602],0
