Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.880708,[11 18] ; [99 12],[22.78571429  6.21428571] ; [87.21428571 23.78571429],1
n6,1,0.0,31.528246,[11 18] ; [96 14],[22.32374101  6.67625899] ; [84.67625899 25.32374101],1
p2,1,1.2e-05,19.135089,[14 15] ; [93 15],[22.64963504  6.35036496] ; [84.35036496 23.64963504],1
p10,1,1.7e-05,18.485731,[15 13] ; [96 12],[22.85294118  5.14705882] ; [88.14705882 19.85294118],1
p9,1,3.1e-05,17.348571,[16 12] ; [99 11],[23.33333333  4.66666667] ; [91.66666667 18.33333333],1
v3,1,0.002979,8.820048,[ 6 20] ; [61 49],[12.80882353 13.19117647] ; [54.19117647 55.80882353],0
p7,1,0.004379,8.119692,[13 16] ; [78 29],[19.40441176  9.59558824] ; [71.59558824 35.40441176],0
p8,1,0.008474,6.930514,[ 8 21] ; [59 48],[14.28676471 14.71323529] ; [52.71323529 54.28676471],0
p4,1,0.014065,6.03002,[10 19] ; [66 44],[15.85611511 13.14388489] ; [60.14388489 49.85611511],0
a3,1,0.040748,4.186455,[18 11] ; [89 22],[22.16428571  6.83571429] ; [84.83571429 26.16428571],0
p6,1,0.043651,4.069994,[ 5 22] ; [42 65],[ 9.47014925 17.52985075] ; [37.52985075 69.47014925],0
s7,1,0.047019,3.944708,[10 17] ; [63 45],[14.6 12.4] ; [58.4 49.6],0
d5,1,0.057822,3.598782,[18 11] ; [87 23],[21.90647482  7.09352518] ; [83.09352518 26.90647482],0
p1,1,0.071816,3.241024,[ 4 25] ; [  5 105],[ 1.87769784 27.12230216] ; [  7.12230216 102.87769784],0
d2,1,0.088228,2.906416,[10 19] ; [58 53],[14.08571429 14.91428571] ; [53.91428571 57.08571429],0
d1,1,0.088228,2.906416,[10 19] ; [58 53],[14.08571429 14.91428571] ; [53.91428571 57.08571429],0
v2,1,0.091715,2.844013,[13 14] ; [71 37],[16.8 10.2] ; [67.2 40.8],0
a4,1,0.150238,2.069831,[17 12] ; [48 62],[13.56115108 15.43884892] ; [51.43884892 58.56115108],0
b5,1,0.169575,1.886694,[18 11] ; [53 58],[14.70714286 14.29285714] ; [56.29285714 54.70714286],0
s8,1,0.217986,1.517579,[12 16] ; [62 49],[14.90647482 13.09352518] ; [59.09352518 51.90647482],0
p11,1,0.251379,1.315626,[21  8] ; [91 20],[23.2  5.8] ; [88.8 22.2],0
s4,1,0.261649,1.260011,[ 7 22] ; [17 94],[ 4.97142857 24.02857143] ; [19.02857143 91.97142857],0
a2,1,0.268378,1.225018,[ 1 28] ; [ 11 100],[ 2.48571429 26.51428571] ; [  9.51428571 101.48571429],0
r2,1,0.280131,1.166454,[25  4] ; [100   8],[26.45985401  2.54014599] ; [98.54014599  9.45985401],0
r4,1,0.321294,0.98367,[22  7] ; [93 18],[23.82142857  5.17857143] ; [91.17857143 19.82142857],0
p3,1,0.384603,0.755936,[12 17] ; [55 54],[14.07971014 14.92028986] ; [52.92028986 56.07971014],0
a5,1,0.396928,0.717614,[18 11] ; [78 33],[19.88571429  9.11428571] ; [76.11428571 34.88571429],0
