Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.477118,[62 60] ; [ 8 53],[46.66666667 75.33333333] ; [23.33333333 37.66666667],1
u3,1,0.521848,0.410239,[21 23] ; [15 12],[22.30985915 21.69014085] ; [13.69014085 13.30985915],0
s4,1,0.534865,0.385141,[ 16 107] ; [10 51],[ 17.38043478 105.61956522] ; [ 8.61956522 52.38043478],0
s1,1,0.536857,0.381396,[  4 119] ; [ 1 59],[  3.36065574 119.63934426] ; [ 1.63934426 58.36065574],0
b5,1,0.561281,0.33749,[65 58] ; [35 26],[66.84782609 56.15217391] ; [33.15217391 27.84782609],0
s6,1,0.581963,0.303071,[79 41] ; [37 23],[77.33333333 42.66666667] ; [38.66666667 21.33333333],0
a6,1,0.62782,0.235029,[70 53] ; [37 24],[71.52717391 51.47282609] ; [35.47282609 25.52717391],0
b2,1,0.631561,0.22995,[26 50] ; [11 17],[27.03846154 48.96153846] ; [ 9.96153846 18.03846154],0
b3,1,0.631561,0.22995,[26 50] ; [11 17],[27.03846154 48.96153846] ; [ 9.96153846 18.03846154],0
a1,1,0.636193,0.223756,[  6 117] ; [ 4 57],[  6.68478261 116.31521739] ; [ 3.31521739 57.68478261],0
r2,1,0.661598,0.191588,[109  10] ; [57  4],[109.74444444   9.25555556] ; [56.25555556  4.74444444],0
v1,1,0.666207,0.186071,[74 46] ; [35 25],[72.66666667 47.33333333] ; [36.33333333 23.66666667],0
d3,1,0.708936,0.139342,[56 67] ; [26 35],[54.81521739 68.18478261] ; [27.18478261 33.81521739],0
d5,1,0.716809,0.131571,[76 47] ; [36 25],[74.86956522 48.13043478] ; [37.13043478 23.86956522],0
a7,1,0.738346,0.111585,[81 41] ; [42 19],[82. 40.] ; [41. 20.],0
r4,1,0.767271,0.087584,[107  16] ; [54  7],[107.625  15.375] ; [53.375  7.625],0
p1,1,0.849842,0.035842,[  9 114] ; [ 4 57],[  8.69021739 114.30978261] ; [ 4.30978261 56.69021739],0
a8,1,0.871698,0.026083,[15 99] ; [ 7 50],[14.66666667 99.33333333] ; [ 7.33333333 49.66666667],0
r1,1,0.876364,0.024205,[98 25] ; [48 13],[97.59782609 25.40217391] ; [48.40217391 12.59782609],0
d2,1,0.887357,0.020065,[ 15 108] ; [ 7 54],[ 14.70652174 108.29347826] ; [ 7.29347826 53.70652174],0
d4,1,0.946888,0.004438,[76 47] ; [38 23],[76.20652174 46.79347826] ; [37.79347826 23.20652174],0
