Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.002277,9.311295,[25 19] ; [ 2 14],[19.8 24.2] ; [7.2 8.8],0
d3,1,0.00572,7.636364,[23 21] ; [ 2 14],[18.33333333 25.66666667] ; [6.66666667 9.33333333],0
a3,1,0.007983,7.037338,[28 16] ; [ 4 12],[23.46666667 20.53333333] ; [8.53333333 7.46666667],0
a5,1,0.025754,4.972452,[28 16] ; [ 5 11],[24.2 19.8] ; [8.8 7.2],0
a8,1,0.029948,4.712302,[ 4 38] ; [ 5 10],[ 6.63157895 35.36842105] ; [ 2.36842105 12.63157895],0
a6,1,0.037432,4.330669,[32 12] ; [7 9],[28.6 15.4] ; [10.4  5.6],0
u3,1,0.062942,3.45812,[11  5] ; [4 8],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
v3,1,0.082447,3.015985,[19 25] ; [ 3 13],[16.13333333 27.86666667] ; [ 5.86666667 10.13333333],0
v2,1,0.084489,2.976365,[26 18] ; [ 5 10],[23.11864407 20.88135593] ; [7.88135593 7.11864407],0
b5,1,0.085199,2.962824,[30 14] ; [7 9],[27.13333333 16.86666667] ; [9.86666667 6.13333333],0
s7,1,0.101987,2.674188,[27 15] ; [6 9],[24.31578947 17.68421053] ; [8.68421053 6.31578947],0
p8,1,0.11003,2.553787,[34 10] ; [9 7],[31.53333333 12.46666667] ; [11.46666667  4.53333333],0
s2,1,0.115465,2.477787,[26 17] ; [ 6 10],[23.3220339 19.6779661] ; [8.6779661 7.3220339],0
u2,1,0.151825,2.053819,[11  5] ; [5 7],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
r1,1,0.17753,1.818182,[35  9] ; [10  6],[33. 11.] ; [12.  4.],0
n1,1,0.196706,1.666667,[4 2] ; [1 3],[3. 3.] ; [2. 2.],0
p3,1,0.223397,1.482415,[27 17] ; [7 9],[24.93333333 19.06666667] ; [9.06666667 6.93333333],0
n3,1,0.259796,1.269841,[5 1] ; [2 2],[4.2 1.8] ; [2.8 1.2],0
n2,1,0.259796,1.269841,[5 1] ; [2 2],[4.2 1.8] ; [2.8 1.2],0
p11,1,0.277228,1.180628,[36  8] ; [11  5],[34.46666667  9.53333333] ; [12.53333333  3.46666667],0
a4,1,0.28409,1.147421,[ 8 36] ; [ 1 14],[ 6.71186441 37.28813559] ; [ 2.28813559 12.71186441],0
s4,1,0.381133,0.767045,[10 34] ; [ 2 14],[ 8.8 35.2] ; [ 3.2 12.8],0
p4,1,0.391504,0.734266,[30 14] ; [9 7],[28.6 15.4] ; [10.4  5.6],0
a1,1,0.447877,0.576019,[ 1 43] ; [ 1 15],[ 1.46666667 42.53333333] ; [ 0.53333333 15.46666667],0
b1,1,0.459309,0.547578,[20 24] ; [9 7],[21.26666667 22.73333333] ; [7.73333333 8.26666667],0
p12,1,0.481321,0.495868,[ 9 35] ; [ 2 14],[ 8.06666667 35.93333333] ; [ 2.93333333 13.06666667],0
v4,1,0.481321,0.495868,[41  3] ; [14  2],[40.33333333  3.66666667] ; [14.66666667  1.33333333],0
n4,1,0.500184,0.454545,[32 12] ; [13  3],[33. 11.] ; [12.  4.],0
p10,1,0.530702,0.393047,[33 11] ; [10  5],[32.06779661 11.93220339] ; [10.93220339  4.06779661],0
n5,1,0.612735,0.256211,[33 11] ; [13  3],[33.73333333 10.26666667] ; [12.26666667  3.73333333],0
b4,1,0.638746,0.220386,[25 19] ; [8 8],[24.2 19.8] ; [8.8 7.2],0
v1,1,0.693012,0.155844,[19 25] ; [ 6 10],[18.33333333 25.66666667] ; [6.66666667 9.33333333],0
d2,1,0.705478,0.142836,[ 9 35] ; [ 4 12],[ 9.53333333 34.46666667] ; [ 3.46666667 12.53333333],0
p7,1,0.719654,0.128824,[36  7] ; [14  2],[36.44067797  6.55932203] ; [13.55932203  2.44067797],0
n6,1,0.743641,0.106952,[37  7] ; [14  2],[37.4  6.6] ; [13.6  2.4],0
s1,1,0.746738,0.104293,[ 2 42] ; [ 1 14],[ 2.23728814 41.76271186] ; [ 0.76271186 14.23728814],0
b3,1,0.812524,0.05625,[11 13] ; [5 7],[10.66666667 13.33333333] ; [5.33333333 6.66666667],0
b2,1,0.812524,0.05625,[11 13] ; [5 7],[10.66666667 13.33333333] ; [5.33333333 6.66666667],0
s8,1,0.843526,0.038961,[18 26] ; [7 9],[18.33333333 25.66666667] ; [6.66666667 9.33333333],0
p1,1,0.853964,0.033879,[10 34] ; [ 4 12],[10.26666667 33.73333333] ; [ 3.73333333 12.26666667],0
s5,1,0.870557,0.026553,[14 28] ; [5 9],[14.25 27.75] ; [4.75 9.25],0
p2,1,0.883946,0.021307,[35  9] ; [13  3],[35.2  8.8] ; [12.8  3.2],0
s3,1,0.886703,0.0203,[26 17] ; [10  6],[26.23728814 16.76271186] ; [9.76271186 6.23728814],0
r4,1,0.903491,0.014702,[39  5] ; [14  2],[38.86666667  5.13333333] ; [14.13333333  1.86666667],0
r2,1,0.937809,0.006088,[41  3] ; [15  1],[41.06666667  2.93333333] ; [14.93333333  1.06666667],0
s6,1,0.950645,0.003831,[26 18] ; [9 6],[26.10169492 17.89830508] ; [8.89830508 6.10169492],0
p5,1,1.0,0.0,[11 33] ; [ 4 12],[11. 33.] ; [ 4. 12.],0
p9,1,1.0,0.0,[33 11] ; [12  4],[33. 11.] ; [12.  4.],0
