Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,118.524491,[  3 102] ; [253 152],[52.70588235 52.29411765] ; [203.29411765 201.70588235],1
n1,1,0.255472,1.293131,[ 6 21] ; [33 65],[ 8.424 18.576] ; [30.576 67.424],0
n5,1,0.400732,0.706129,[73 31] ; [264 137],[69.4019802 34.5980198] ; [267.5980198 133.4019802],0
n2,1,0.407581,0.685847,[22  5] ; [73 26],[20.35714286  6.64285714] ; [74.64285714 24.35714286],0
p4,1,0.47222,0.516777,[51 54] ; [209 189],[54.27435388 50.72564612] ; [205.72564612 192.27435388],0
r4,1,0.477592,0.504357,[91 14] ; [361  44],[93.05882353 11.94117647] ; [358.94117647  46.05882353],0
v4,1,0.495663,0.464211,[98  5] ; [377  27],[96.49901381  6.50098619] ; [378.50098619  25.49901381],0
n4,1,0.526773,0.400613,[71 34] ; [286 118],[73.64440079 31.35559921] ; [283.35559921 120.64440079],0
s1,1,0.532138,0.390307,[ 4 98] ; [ 11 390],[ 3.0417495 98.9582505] ; [ 11.9582505 389.0417495],0
p12,1,0.591947,0.287313,[ 6 98] ; [ 18 381],[ 4.96222664 99.03777336] ; [ 19.03777336 379.96222664],0
p3,1,0.628448,0.234172,[45 59] ; [163 238],[42.83564356 61.16435644] ; [165.16435644 235.83564356],0
b1,1,0.656435,0.197884,[39 66] ; [141 264],[37.05882353 67.94117647] ; [142.94117647 262.05882353],0
s3,1,0.682765,0.16703,[42 62] ; [170 229],[43.83300199 60.16699801] ; [168.16699801 230.83300199],0
p6,1,0.729308,0.119748,[30 73] ; [108 286],[28.59959759 74.40040241] ; [109.40040241 284.59959759],0
p8,1,0.74022,0.109933,[48 54] ; [180 218],[46.512 55.488] ; [181.488 216.512],0
p7,1,0.783738,0.075323,[56 45] ; [225 170],[57.21975806 43.78024194] ; [223.78024194 171.21975806],0
n6,1,0.810784,0.05732,[83 22] ; [322  80],[83.87573964 21.12426036] ; [321.12426036  80.87573964],0
a8,1,0.814433,0.055089,[10 86] ; [ 42 331],[10.64392324 85.35607676] ; [ 41.35607676 331.64392324],0
b5,1,0.817231,0.053411,[63 42] ; [248 157],[64.02941176 40.97058824] ; [246.97058824 158.02941176],0
p5,1,0.911663,0.012308,[ 8 95] ; [ 30 373],[ 7.73517787 95.26482213] ; [ 30.26482213 372.73517787],0
p11,1,0.939472,0.005766,[80 25] ; [310  95],[80.29411765 24.70588235] ; [309.70588235  95.29411765],0
v3,1,0.982856,0.000462,[32 69] ; [124 266],[32.08961303 68.91038697] ; [123.91038697 266.08961303],0
