Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000106,15.030238,[34 10] ; [38 53],[23.46666667 20.53333333] ; [48.53333333 42.46666667],1
p7,1,0.000152,14.348383,[33 10] ; [38 53],[22.78358209 20.21641791] ; [48.21641791 42.78358209],1
p3,1,0.001196,10.496067,[29 15] ; [33 58],[20.20740741 23.79259259] ; [41.79259259 49.20740741],0
s7,1,0.001277,10.375451,[31  8] ; [42 44],[22.776 16.224] ; [50.224 35.776],0
d1,1,0.002777,8.94831,[33 11] ; [44 48],[24.91176471 19.08823529] ; [52.08823529 39.91176471],0
u1,1,0.003993,8.286809,[15 29] ; [12 80],[ 8.73529412 35.26470588] ; [18.26470588 73.73529412],0
p4,1,0.004845,7.936363,[33 11] ; [45 46],[25.42222222 18.57777778] ; [52.57777778 38.42222222],0
n4,1,0.005915,7.576053,[36  8] ; [52 38],[28.89552239 15.10447761] ; [59.10447761 30.89552239],0
v2,1,0.007914,7.05292,[31 13] ; [40 47],[23.84732824 20.15267176] ; [47.15267176 39.84732824],0
b2,1,0.01231,6.265734,[12 14] ; [ 8 36],[ 7.42857143 18.57142857] ; [12.57142857 31.42857143],0
b3,1,0.01231,6.265734,[12 14] ; [ 8 36],[ 7.42857143 18.57142857] ; [12.57142857 31.42857143],0
p10,1,0.019145,5.488182,[33 11] ; [48 41],[26.79699248 17.20300752] ; [54.20300752 34.79699248],0
a3,1,0.020252,5.390002,[35  9] ; [54 37],[29.00740741 14.99259259] ; [59.99259259 31.00740741],0
a4,1,0.032813,4.555527,[26 18] ; [36 55],[20.20740741 23.79259259] ; [41.79259259 49.20740741],0
s8,1,0.038355,4.289225,[27 17] ; [39 53],[21.35294118 22.64705882] ; [44.64705882 47.35294118],0
p9,1,0.039022,4.259893,[36  8] ; [58 32],[30.86567164 13.13432836] ; [63.13432836 26.86567164],0
p8,1,0.0474,3.931122,[20 24] ; [26 66],[14.88235294 29.11764706] ; [31.11764706 60.88235294],0
s5,1,0.055758,3.659283,[24 18] ; [35 54],[18.91603053 23.08396947] ; [40.08396947 48.91603053],0
u4,1,0.064222,3.424841,[ 3 41] ; [ 1 91],[ 1.29411765 42.70588235] ; [ 2.70588235 89.29411765],0
a2,1,0.064511,3.417448,[15 29] ; [18 74],[10.67647059 33.32352941] ; [22.32352941 69.67647059],0
r4,1,0.070747,3.265613,[42  2] ; [78 14],[38.82352941  5.17647059] ; [81.17647059 10.82352941],0
r1,1,0.114978,2.484426,[40  4] ; [73 18],[36.82962963  7.17037037] ; [76.17037037 14.82962963],0
n5,1,0.121707,2.395214,[31 12] ; [53 38],[26.95522388 16.04477612] ; [57.04477612 33.95522388],0
d3,1,0.143432,2.140751,[34 10] ; [59 32],[30.31111111 13.68888889] ; [62.68888889 28.31111111],0
n3,1,0.144053,2.134117,[12  2] ; [26 14],[9.85185185 4.14814815] ; [28.14814815 11.85185185],0
p1,1,0.150021,2.072037,[ 8 35] ; [ 9 83],[ 5.41481481 37.58518519] ; [11.58518519 80.41481481],0
a5,1,0.154569,2.026567,[34 10] ; [60 32],[30.41176471 13.58823529] ; [63.58823529 28.41176471],0
s2,1,0.165645,1.92192,[33 11] ; [58 34],[29.44117647 14.55882353] ; [61.55882353 30.44117647],0
n1,1,0.226352,1.463641,[8 6] ; [15 24],[6.0754717 7.9245283] ; [16.9245283 22.0754717],0
r3,1,0.309926,1.030992,[41  2] ; [83  9],[39.4962963  3.5037037] ; [84.5037037  7.4962963],0
s3,1,0.310394,1.029001,[31 13] ; [56 35],[28.35555556 15.64444444] ; [58.64444444 32.35555556],0
b1,1,0.313414,1.016233,[27 17] ; [48 44],[24.26470588 19.73529412] ; [50.73529412 41.26470588],0
p2,1,0.330124,0.94841,[34 10] ; [63 28],[31.61481481 12.38518519] ; [65.38518519 25.61481481],0
u2,1,0.33238,0.939604,[6 3] ; [17 18],[4.70454545 4.29545455] ; [18.29545455 16.70454545],0
b5,1,0.343331,0.897952,[26 18] ; [62 30],[28.47058824 15.52941176] ; [59.52941176 32.47058824],0
u3,1,0.350169,0.872845,[7 2] ; [22 14],[5.8 3.2] ; [23.2 12.8],0
p5,1,0.386767,0.749083,[ 6 38] ; [ 8 83],[ 4.56296296 39.43703704] ; [ 9.43703704 81.56296296],0
r2,1,0.400873,0.705706,[43  1] ; [87  5],[42.05882353  1.94117647] ; [87.94117647  4.05882353],0
a6,1,0.409156,0.681251,[27 17] ; [49 42],[24.77037037 19.22962963] ; [51.22962963 39.77037037],0
n2,1,0.441105,0.593407,[9 5] ; [30 10],[10.11111111  3.88888889] ; [28.88888889 11.11111111],0
s1,1,0.442597,0.58954,[ 4 40] ; [ 5 85],[ 2.95522388 41.04477612] ; [ 6.04477612 83.95522388],0
d4,1,0.464902,0.534068,[38  6] ; [74 17],[36.5037037  7.4962963] ; [75.4962963 15.5037037],0
d5,1,0.464902,0.534068,[38  6] ; [74 17],[36.5037037  7.4962963] ; [75.4962963 15.5037037],0
v4,1,0.591248,0.2884,[40  4] ; [86  6],[40.76470588  3.23529412] ; [85.23529412  6.76470588],0
a8,1,0.605522,0.266747,[ 4 36] ; [11 72],[ 4.87804878 35.12195122] ; [10.12195122 72.87804878],0
a1,1,0.748388,0.10289,[ 3 41] ; [ 5 87],[ 2.58823529 41.41176471] ; [ 5.41176471 86.58823529],0
p12,1,0.74967,0.101809,[ 1 43] ; [ 3 89],[ 1.29411765 42.70588235] ; [ 2.70588235 89.29411765],0
v1,1,0.758538,0.094496,[23 21] ; [45 46],[22.16296296 21.83703704] ; [45.83703704 45.16296296],0
b4,1,0.77686,0.080323,[26 18] ; [52 40],[25.23529412 18.76470588] ; [52.76470588 39.23529412],0
n6,1,0.780789,0.077446,[34  9] ; [70 21],[33.37313433  9.62686567] ; [70.62686567 20.37313433],0
v3,1,0.848276,0.036603,[16 26] ; [32 56],[15.50769231 26.49230769] ; [32.49230769 55.50769231],0
a7,1,0.88342,0.021502,[32 12] ; [68 24],[32.35294118 11.64705882] ; [67.64705882 24.35294118],0
s4,1,1.0,0.0,[11 33] ; [23 69],[11. 33.] ; [23. 69.],0
