Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,111.870839,[289  29] ; [29 48],[256.01012658  61.98987342] ; [61.98987342 15.01012658],1
n6,1,0.0,44.11481,[295  21] ; [50 26],[278.1122449  37.8877551] ; [66.8877551  9.1122449],1
s7,1,2e-05,18.192887,[233  75] ; [38 37],[217.93211488  90.06788512] ; [53.06788512 21.93211488],1
p3,1,9.9e-05,15.155764,[188 130] ; [27 51],[172.65151515 145.34848485] ; [42.34848485 35.65151515],1
v3,1,0.000373,12.663256,[150 159] ; [19 55],[136.34725849 172.65274151] ; [32.65274151 41.34725849],1
s4,1,0.000454,12.296691,[ 62 253] ; [30 48],[ 73.74045802 241.25954198] ; [18.25954198 59.74045802],1
p4,1,0.000493,12.141509,[225  93] ; [39 39],[212. 106.] ; [52. 26.],1
a3,1,0.002968,8.826936,[255  64] ; [50 28],[245.07556675  73.92443325] ; [59.92443325 18.07556675],0
r1,1,0.003935,8.313661,[269  50] ; [54 23],[260.19444444  58.80555556] ; [62.80555556 14.19444444],0
a5,1,0.007214,7.218811,[255  65] ; [51 27],[246.03015075  73.96984925] ; [59.96984925 18.03015075],0
a4,1,0.009659,6.696743,[163 157] ; [27 51],[152.7638191 167.2361809] ; [37.2361809 40.7638191],0
p11,1,0.015732,5.832616,[271  49] ; [57 21],[263.71859296  56.28140704] ; [64.28140704 13.71859296],0
p5,1,0.017532,5.642366,[ 49 267] ; [ 4 73],[ 42.61577608 273.38422392] ; [10.38422392 66.61577608],0
d2,1,0.023232,5.151079,[176 142] ; [32 46],[167.03030303 150.96969697] ; [40.96969697 37.03030303],0
a8,1,0.026203,4.942571,[ 51 244] ; [ 5 68],[ 44.89130435 250.10869565] ; [11.10869565 61.89130435],0
d5,1,0.030156,4.700369,[272  46] ; [58 19],[265.67088608  52.32911392] ; [64.32911392 12.67088608],0
a2,1,0.041854,4.141101,[ 94 226] ; [14 64],[ 86.83417085 233.16582915] ; [21.16582915 56.83417085],0
p2,1,0.047011,3.944981,[281  38] ; [62 16],[275.60957179  43.39042821] ; [67.39042821 10.60957179],0
r4,1,0.048728,3.884697,[300  20] ; [68 10],[295.87939698  24.12060302] ; [72.12060302  5.87939698],0
d1,1,0.057364,3.611996,[217 103] ; [44 34],[209.84924623 110.15075377] ; [51.15075377 26.84924623],0
p8,1,0.058451,3.580811,[182 135] ; [35 42],[174.59137056 142.40862944] ; [42.40862944 34.59137056],0
p6,1,0.069928,3.284707,[149 166] ; [28 50],[141.87022901 173.12977099] ; [35.12977099 42.87022901],0
u3,1,0.077912,3.107923,[40 25] ; [21  5],[43.57142857 21.42857143] ; [17.42857143  8.57142857],0
u1,1,0.081257,3.039569,[ 74 246] ; [11 67],[ 68.34170854 251.65829146] ; [16.65829146 61.34170854],0
v1,1,0.092965,2.822261,[190 120] ; [38 37],[183.58441558 126.41558442] ; [44.41558442 30.58441558],0
b1,1,0.109044,2.568019,[130 190] ; [24 54],[123.81909548 196.18090452] ; [30.18090452 47.81909548],0
s1,1,0.120614,2.409334,[ 17 299] ; [ 1 77],[ 14.43654822 301.56345178] ; [ 3.56345178 74.43654822],0
s8,1,0.124904,2.354729,[209 109] ; [44 34],[203.16666667 114.83333333] ; [49.83333333 28.16666667],0
v2,1,0.161205,1.962891,[189 120] ; [37 34],[183.77368421 125.22631579] ; [42.22631579 28.77368421],0
p12,1,0.163643,1.940237,[ 43 276] ; [ 6 72],[ 39.37279597 279.62720403] ; [ 9.62720403 68.37279597],0
p7,1,0.173432,1.853028,[222  90] ; [46 27],[217.18441558  94.81558442] ; [50.81558442 22.18441558],0
d4,1,0.186382,1.74599,[279  39] ; [64 14],[275.43939394  42.56060606] ; [67.56060606 10.43939394],0
n1,1,0.221168,1.496778,[23 27] ; [10 21],[20.37037037 29.62962963] ; [12.62962963 18.37037037],0
a6,1,0.26151,1.260747,[207 111] ; [56 22],[211.1969697 106.8030303] ; [51.8030303 26.1969697],0
b4,1,0.292481,1.108164,[180 140] ; [49 29],[184.12060302 135.87939698] ; [44.87939698 33.12060302],0
b5,1,0.330175,0.94821,[190 130] ; [51 27],[193.76884422 126.23115578] ; [47.23115578 30.76884422],0
b3,1,0.343818,0.896143,[ 83 122] ; [13 27],[ 80.32653061 124.67346939] ; [15.67346939 24.32653061],0
b2,1,0.343818,0.896143,[ 83 122] ; [13 27],[ 80.32653061 124.67346939] ; [15.67346939 24.32653061],0
u4,1,0.373317,0.792593,[ 10 310] ; [ 1 77],[  8.84422111 311.15577889] ; [ 2.15577889 75.84422111],0
r2,1,0.401486,0.703872,[306  10] ; [74  4],[304.7715736  11.2284264] ; [75.2284264  2.7715736],0
s6,1,0.499126,0.456793,[273  39] ; [66 12],[271.2  40.8] ; [67.8 10.2],0
n2,1,0.502054,0.450592,[42  8] ; [25  7],[40.85365854  9.14634146] ; [26.14634146  5.85365854],0
v4,1,0.524824,0.404403,[309   8] ; [75  3],[308.1721519   8.8278481] ; [75.8278481  2.1721519],0
a7,1,0.594507,0.283361,[235  84] ; [59 18],[236.83333333  82.16666667] ; [57.16666667 19.83333333],0
u2,1,0.605807,0.266326,[39 25] ; [18  9],[40.08791209 23.91208791] ; [16.91208791 10.08791209],0
s3,1,0.61168,0.257736,[279  38] ; [67 11],[277.67594937  39.32405063] ; [68.32405063  9.67594937],0
p9,1,0.664482,0.188125,[303  16] ; [75  3],[303.73299748  15.26700252] ; [74.26700252  3.73299748],0
s5,1,0.680117,0.169994,[150 154] ; [39 36],[151.59894459 152.40105541] ; [37.40105541 37.59894459],0
