Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,25.562924,[28 26] ; [43  1],[39.12244898 14.87755102] ; [31.87755102 12.12244898],1
v4,1,2.7e-05,17.641017,[31 22] ; [42  2],[39.88659794 13.11340206] ; [33.11340206 10.88659794],1
r2,1,0.000136,14.558427,[29 23] ; [40  4],[37.375 14.625] ; [31.625 12.375],1
s6,1,0.002943,8.842642,[17 37] ; [26 16],[24.1875 29.8125] ; [18.8125 23.1875],0
p9,1,0.004059,8.25736,[29 22] ; [37  7],[35.43157895 15.56842105] ; [30.56842105 13.43157895],0
s5,1,0.005141,7.829099,[ 6 48] ; [14 26],[11.4893617 42.5106383] ; [ 8.5106383 31.4893617],0
p10,1,0.005723,7.63559,[22 30] ; [31 13],[28.70833333 23.29166667] ; [24.29166667 19.70833333],0
n6,1,0.015947,5.808701,[32 22] ; [36  8],[37.46938776 16.53061224] ; [30.53061224 13.46938776],0
p8,1,0.032266,4.584307,[14 39] ; [20 22],[18.96842105 34.03157895] ; [15.03157895 26.96842105],0
n2,1,0.046588,3.960221,[14 11] ; [16  3],[17.04545455  7.95454545] ; [12.95454545  6.04545455],0
d5,1,0.052189,3.769685,[25 29] ; [29 15],[29.75510204 24.24489796] ; [24.24489796 19.75510204],0
p7,1,0.053582,3.725659,[22 32] ; [26 17],[26.72164948 27.27835052] ; [21.27835052 21.72164948],0
s3,1,0.064512,3.417426,[18 34] ; [23 20],[22.44210526 29.55789474] ; [18.55789474 24.44210526],0
p5,1,0.074063,3.190591,[ 2 52] ; [ 6 38],[ 4.40816327 49.59183673] ; [ 3.59183673 40.40816327],0
b1,1,0.0769,3.129231,[33 21] ; [19 25],[28.65306122 25.34693878] ; [23.34693878 20.65306122],0
a4,1,0.0799,3.066927,[15 38] ; [20 24],[19.12371134 33.87628866] ; [15.87628866 28.12371134],0
p3,1,0.082704,3.010945,[14 39] ; [19 25],[18.03092784 34.96907216] ; [14.96907216 29.03092784],0
v3,1,0.098518,2.729379,[ 9 45] ; [13 29],[12.375 41.625] ; [ 9.625 32.375],0
p1,1,0.105573,2.619268,[ 4 50] ; [ 8 36],[ 6.6122449 47.3877551] ; [ 5.3877551 38.6122449],0
d4,1,0.113436,2.505682,[27 27] ; [29 15],[30.85714286 23.14285714] ; [25.14285714 18.85714286],0
p2,1,0.138638,2.193007,[29 23] ; [31 13],[32.5 19.5] ; [27.5 16.5],0
d1,1,0.171268,1.871809,[15 39] ; [18 26],[18.18367347 35.81632653] ; [14.81632653 29.18367347],0
d3,1,0.171268,1.871809,[15 39] ; [18 26],[18.18367347 35.81632653] ; [14.81632653 29.18367347],0
s8,1,0.190853,1.711023,[12 42] ; [15 29],[14.87755102 39.12244898] ; [12.12244898 31.87755102],0
p11,1,0.201963,1.628123,[30 24] ; [30 14],[33.06122449 20.93877551] ; [26.93877551 17.06122449],0
p6,1,0.202831,1.621869,[11 40] ; [14 28],[13.70967742 37.29032258] ; [11.29032258 30.70967742],0
b4,1,0.207294,1.590226,[25 29] ; [26 18],[28.10204082 25.89795918] ; [22.89795918 21.10204082],0
v2,1,0.225273,1.470459,[16 36] ; [18 24],[18.80851064 33.19148936] ; [15.19148936 26.80851064],0
a8,1,0.22625,1.464281,[ 2 51] ; [ 4 36],[ 3.41935484 49.58064516] ; [ 2.58064516 37.41935484],0
n3,1,0.227098,1.458947,[14 11] ; [14  5],[15.90909091  9.09090909] ; [12.09090909  6.90909091],0
b2,1,0.295004,1.096642,[13 25] ; [ 6 21],[11.10769231 26.89230769] ; [ 7.89230769 19.10769231],0
b3,1,0.295004,1.096642,[13 25] ; [ 6 21],[11.10769231 26.89230769] ; [ 7.89230769 19.10769231],0
s7,1,0.302131,1.064764,[15 36] ; [17 26],[17.36170213 33.63829787] ; [14.63829787 28.36170213],0
s2,1,0.317155,1.000644,[18 36] ; [19 25],[20.3877551 33.6122449] ; [16.6122449 27.3877551],0
a3,1,0.323852,0.973328,[26 27] ; [26 18],[28.41237113 24.58762887] ; [23.58762887 20.41237113],0
p4,1,0.345185,0.891079,[22 31] ; [22 21],[24.29166667 28.70833333] ; [19.70833333 23.29166667],0
u2,1,0.398898,0.711646,[ 9 19] ; [ 8 10],[10.34782609 17.65217391] ; [ 6.65217391 11.34782609],0
u1,1,0.441345,0.592782,[ 1 53] ; [ 2 42],[ 1.65306122 52.34693878] ; [ 1.34693878 42.65306122],0
s1,1,0.441345,0.592782,[ 1 53] ; [ 2 42],[ 1.65306122 52.34693878] ; [ 1.34693878 42.65306122],0
p12,1,0.451456,0.566993,[ 1 52] ; [ 2 42],[ 1.63917526 51.36082474] ; [ 1.36082474 42.63917526],0
a6,1,0.499402,0.456207,[22 32] ; [15 29],[20.3877551 33.6122449] ; [16.6122449 27.3877551],0
b5,1,0.528612,0.397059,[26 28] ; [24 20],[27.55102041 26.44897959] ; [22.44897959 21.55102041],0
a5,1,0.556082,0.346533,[25 29] ; [23 21],[26.44897959 27.55102041] ; [21.55102041 22.44897959],0
s4,1,0.630039,0.232008,[ 9 45] ; [ 9 35],[ 9.91836735 44.08163265] ; [ 8.08163265 35.91836735],0
a1,1,0.660671,0.19271,[ 5 49] ; [ 3 41],[ 4.40816327 49.59183673] ; [ 3.59183673 40.40816327],0
n5,1,0.689958,0.159131,[40 14] ; [31 13],[39.12244898 14.87755102] ; [31.87755102 12.12244898],0
u3,1,0.73193,0.117347,[ 8 20] ; [ 6 12],[ 8.52173913 19.47826087] ; [ 5.47826087 12.52173913],0
n1,1,0.737506,0.112331,[11 14] ; [ 7 11],[10.46511628 14.53488372] ; [ 7.53488372 10.46511628],0
a2,1,0.795386,0.067249,[ 3 51] ; [ 3 41],[ 3.30612245 50.69387755] ; [ 2.69387755 41.30612245],0
v1,1,0.884836,0.020979,[17 35] ; [15 29],[17.33333333 34.66666667] ; [14.66666667 29.33333333],0
n4,1,0.903612,0.014665,[35 19] ; [28 16],[34.71428571 19.28571429] ; [28.28571429 15.71428571],0
d2,1,0.914407,0.011552,[24 29] ; [19 24],[23.73958333 29.26041667] ; [19.26041667 23.73958333],0
