Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.523318,[33 16] ; [28 78],[19.28387097 29.71612903] ; [41.71612903 64.28387097],1
s8,1,0.000103,15.076395,[28 22] ; [27 83],[17.1875 32.8125] ; [37.8125 72.1875],1
r1,1,0.000406,12.503627,[40 10] ; [56 55],[29.8136646 20.1863354] ; [66.1863354 44.8136646],1
a5,1,0.000583,11.828643,[34 16] ; [43 68],[23.91304348 26.08695652] ; [53.08695652 57.91304348],1
d5,1,0.000917,10.987304,[33 17] ; [42 69],[23.29192547 26.70807453] ; [51.70807453 59.29192547],1
s2,1,0.001496,10.083813,[29 21] ; [35 76],[19.8757764 30.1242236] ; [44.1242236 66.8757764],0
a3,1,0.001799,9.7439,[36 14] ; [50 60],[26.875 23.125] ; [59.125 50.875],0
s7,1,0.002311,9.284336,[29 20] ; [36 72],[20.2866242 28.7133758] ; [44.7133758 63.2866242],0
r4,1,0.004108,8.235477,[42  8] ; [68 43],[34.16149068 15.83850932] ; [75.83850932 35.16149068],0
p3,1,0.010642,6.524121,[26 24] ; [34 76],[18.75 31.25] ; [41.25 68.75],0
v1,1,0.017917,5.604268,[29 19] ; [44 66],[22.17721519 25.82278481] ; [50.82278481 59.17721519],0
n4,1,0.019219,5.481507,[40 10] ; [68 43],[33.54037267 16.45962733] ; [74.45962733 36.54037267],0
s6,1,0.021491,5.28652,[32 16] ; [50 57],[25.39354839 22.60645161] ; [56.60645161 50.39354839],0
s3,1,0.03369,4.510347,[32 18] ; [50 59],[25.78616352 24.21383648] ; [56.21383648 52.78616352],0
r2,1,0.043088,4.091932,[45  5] ; [84 26],[40.3125  9.6875] ; [88.6875 21.3125],0
r3,1,0.04563,3.995217,[45  5] ; [85 26],[40.37267081  9.62732919] ; [89.62732919 21.37267081],0
d4,1,0.046482,3.964032,[31 19] ; [50 61],[25.1552795 24.8447205] ; [55.8447205 55.1552795],0
n5,1,0.064818,3.409595,[41  9] ; [74 35],[36.16352201 13.83647799] ; [78.83647799 30.16352201],0
n6,1,0.082058,3.023653,[41  9] ; [75 34],[36.47798742 13.52201258] ; [79.52201258 29.47798742],0
b1,1,0.083232,3.000635,[17 33] ; [54 57],[22.04968944 27.95031056] ; [48.95031056 62.04968944],0
n2,1,0.107782,2.58644,[13  1] ; [31 12],[10.80701754  3.19298246] ; [33.19298246  9.80701754],0
b3,1,0.122679,2.382783,[18 17] ; [25 45],[14.33333333 20.66666667] ; [28.66666667 41.33333333],0
b2,1,0.122679,2.382783,[18 17] ; [25 45],[14.33333333 20.66666667] ; [28.66666667 41.33333333],0
p10,1,0.150344,2.068752,[36 14] ; [65 43],[31.96202532 18.03797468] ; [69.03797468 38.96202532],0
s4,1,0.154724,2.025052,[ 5 45] ; [21 90],[ 8.07453416 41.92546584] ; [17.92546584 93.07453416],0
u1,1,0.178442,1.810554,[ 2 48] ; [  1 110],[ 0.93167702 49.06832298] ; [  2.06832298 108.93167702],0
p4,1,0.211843,1.558784,[25 25] ; [43 66],[21.3836478 28.6163522] ; [46.6163522 62.3836478],0
p8,1,0.322324,0.979492,[22 28] ; [39 70],[19.18238994 30.81761006] ; [41.81761006 67.18238994],0
p7,1,0.328129,0.956269,[31 19] ; [58 50],[28.16455696 21.83544304] ; [60.83544304 47.16455696],0
n1,1,0.343212,0.898396,[7 7] ; [15 27],[5.5 8.5] ; [16.5 25.5],0
n3,1,0.345652,0.889355,[10  3] ; [27 16],[8.58928571 4.41071429] ; [28.41071429 14.58928571],0
p6,1,0.374029,0.790236,[15 35] ; [25 82],[12.7388535 37.2611465] ; [27.2611465 79.7388535],0
v4,1,0.382383,0.763026,[44  6] ; [90 19],[42.13836478  7.86163522] ; [91.86163522 17.13836478],0
a4,1,0.452353,0.56475,[10 40] ; [28 82],[11.875 38.125] ; [26.125 83.875],0
p2,1,0.455865,0.556028,[36 14] ; [72 37],[33.96226415 16.03773585] ; [74.03773585 34.96226415],0
p1,1,0.507151,0.439941,[ 3 47] ; [ 10 100],[ 4.0625 45.9375] ; [  8.9375 101.0625],0
a8,1,0.52015,0.413595,[ 7 42] ; [11 92],[ 5.80263158 43.19736842] ; [12.19736842 90.80263158],0
b5,1,0.54491,0.366515,[24 26] ; [59 52],[25.77639752 24.22360248] ; [57.22360248 53.77639752],0
p5,1,0.569705,0.323177,[ 5 45] ; [  8 101],[ 4.08805031 45.91194969] ; [  8.91194969 100.08805031],0
u2,1,0.616028,0.25149,[7 7] ; [26 35],[6.16 7.84] ; [26.84 34.16],0
d2,1,0.669815,0.181818,[ 9 41] ; [23 87],[10. 40.] ; [22. 88.],0
a1,1,0.693476,0.155348,[ 4 46] ; [  7 104],[ 3.41614907 46.58385093] ; [  7.58385093 103.41614907],0
s5,1,0.753446,0.098658,[14 35] ; [28 79],[13.19230769 35.80769231] ; [28.80769231 78.19230769],0
