Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,93.204064,[317  41] ; [28 44],[287.23255814  70.76744186] ; [57.76744186 14.23255814],1
s7,1,0.000125,14.718199,[198 139] ; [24 47],[183.36764706 153.63235294] ; [38.63235294 32.36764706],1
d2,1,0.000359,12.73249,[206 151] ; [25 47],[192.23076923 164.76923077] ; [38.76923077 33.23076923],1
a8,1,0.000449,12.318454,[ 58 257] ; [ 1 67],[ 48.52480418 266.47519582] ; [10.47519582 57.52480418],1
p3,1,0.000649,11.629208,[212 145] ; [27 45],[198.88811189 158.11188811] ; [40.11188811 31.88811189],1
s8,1,0.00106,10.719507,[188 166] ; [23 49],[175.33802817 178.66197183] ; [35.66197183 36.33802817],0
p4,1,0.001516,10.059199,[237 117] ; [34 38],[225.1971831 128.8028169] ; [45.8028169 26.1971831],0
a5,1,0.003804,8.375067,[289  69] ; [47 25],[279.73953488  78.26046512] ; [56.26046512 15.73953488],0
s4,1,0.005635,7.663613,[ 44 311] ; [18 54],[ 51.54566745 303.45433255] ; [10.45433255 61.54566745],0
v3,1,0.005989,7.553597,[214 139] ; [30 40],[203.62174941 149.37825059] ; [40.37825059 29.62174941],0
a4,1,0.008087,7.014045,[180 177] ; [24 48],[169.76223776 187.23776224] ; [34.23776224 37.76223776],0
d1,1,0.008151,7.000004,[243 116] ; [37 35],[233.225058 125.774942] ; [46.774942 25.225058],0
p6,1,0.013845,6.057833,[152 198] ; [20 52],[142.65402844 207.34597156] ; [29.34597156 42.65402844],0
n3,1,0.021296,5.302377,[46  9] ; [15 10],[41.9375 13.0625] ; [19.0625  5.9375],0
d5,1,0.022634,5.196382,[308  51] ; [54 18],[301.52668213  57.47331787] ; [60.47331787 11.52668213],0
n1,1,0.033642,4.512821,[21 33] ; [ 4 22],[16.875 37.125] ; [ 8.125 17.875],0
p10,1,0.035712,4.41079,[309  45] ; [56 16],[303.30985915  50.69014085] ; [61.69014085 10.30985915],0
r4,1,0.038497,4.282923,[335  24] ; [62 10],[330.67981439  28.32018561] ; [66.32018561  5.67981439],0
b1,1,0.048387,3.896499,[128 231] ; [17 55],[120.77726218 238.22273782] ; [24.22273782 47.77726218],0
p5,1,0.054627,3.693443,[ 49 308] ; [ 4 68],[ 44.1048951 312.8951049] ; [ 8.8951049 63.1048951],0
v1,1,0.056366,3.641208,[239 112] ; [40 31],[232.05924171 118.94075829] ; [46.94075829 24.05924171],0
p2,1,0.066607,3.364706,[308  49] ; [56 16],[302.90909091  54.09090909] ; [61.09090909 10.90909091],0
a1,1,0.069782,3.288137,[ 25 334] ; [ 1 71],[ 21.65661253 337.34338747] ; [ 4.34338747 67.65661253],0
u2,1,0.076999,3.127134,[44 39] ; [ 7 15],[40.31428571 42.68571429] ; [10.68571429 11.31428571],0
p9,1,0.084431,2.97747,[314  38] ; [59 13],[309.66037736  42.33962264] ; [63.33962264  8.66037736],0
p11,1,0.098076,2.736558,[303  56] ; [55 17],[298.19489559  60.80510441] ; [59.80510441 12.19489559],0
s2,1,0.098259,2.733572,[194 158] ; [32 40],[187.62264151 164.37735849] ; [38.37735849 33.62264151],0
a2,1,0.107366,2.592571,[103 256] ; [14 58],[ 97.45475638 261.54524362] ; [19.54524362 52.45475638],0
u1,1,0.117995,2.443734,[ 85 274] ; [11 61],[ 79.96287703 279.03712297] ; [16.03712297 55.96287703],0
p1,1,0.174951,1.840003,[ 32 325] ; [ 3 69],[ 29.12587413 327.87412587] ; [ 5.87412587 66.12587413],0
v4,1,0.175678,1.833809,[340  18] ; [70  1],[342.14452214  15.85547786] ; [67.85547786  3.14452214],0
p8,1,0.17613,1.82998,[200 149] ; [35 37],[194.80997625 154.19002375] ; [40.19002375 31.80997625],0
a3,1,0.188377,1.730268,[274  83] ; [50 22],[269.62237762  87.37762238] ; [54.37762238 17.62237762],0
p7,1,0.206192,1.597963,[243 106] ; [44 27],[238.48333333 110.51666667] ; [48.51666667 22.48333333],0
b2,1,0.216419,1.52796,[ 95 146] ; [ 9 23],[ 91.80952381 149.19047619] ; [12.19047619 19.80952381],0
b3,1,0.216419,1.52796,[ 95 146] ; [ 9 23],[ 91.80952381 149.19047619] ; [12.19047619 19.80952381],0
d4,1,0.275107,1.191104,[310  47] ; [59 13],[307.06993007  49.93006993] ; [61.93006993 10.06993007],0
a7,1,0.314547,1.011488,[267  89] ; [58 14],[270.3271028  85.6728972] ; [54.6728972 17.3271028],0
a6,1,0.345328,0.890552,[253 104] ; [47 25],[249.65034965 107.34965035] ; [50.34965035 21.65034965],0
p12,1,0.369639,0.804876,[ 37 319] ; [ 5 67],[ 34.93457944 321.06542056] ; [ 7.06542056 64.93457944],0
s3,1,0.490316,0.475833,[198 152] ; [37 34],[195.36817102 154.63182898] ; [39.63182898 31.36817102],0
u4,1,0.492825,0.470352,[ 10 349] ; [ 1 71],[  9.16241299 349.83758701] ; [ 1.83758701 70.16241299],0
s6,1,0.548658,0.359727,[245 106] ; [47 24],[242.87203791 108.12796209] ; [49.12796209 21.87203791],0
r1,1,0.603883,0.269178,[303  56] ; [59 13],[301.52668213  57.47331787] ; [60.47331787 11.52668213],0
b4,1,0.614923,0.253068,[218 141] ; [46 26],[219.89791183 139.10208817] ; [44.10208817 27.89791183],0
u3,1,0.675925,0.174749,[46 39] ; [13  9],[46.86915888 38.13084112] ; [12.13084112  9.86915888],0
d3,1,0.719252,0.129211,[261  97] ; [51 21],[259.75813953  98.24186047] ; [52.24186047 19.75813953],0
b5,1,0.745513,0.105341,[212 147] ; [44 28],[213.23433875 145.76566125] ; [42.76566125 29.23433875],0
s1,1,0.79133,0.070005,[  8 346] ; [ 2 70],[  8.30985915 345.69014085] ; [ 1.69014085 70.30985915],0
n2,1,0.860915,0.030698,[42 12] ; [19  6],[41.69620253 12.30379747] ; [19.30379747  5.69620253],0
s5,1,0.968251,0.001584,[128 214] ; [26 43],[128.1459854 213.8540146] ; [25.8540146 43.1459854],0
r3,1,0.991257,0.00012,[347  10] ; [70  2],[347.01398601   9.98601399] ; [69.98601399  2.01398601],0
r2,1,0.996363,2.1e-05,[339  15] ; [68  3],[339.00705882  14.99294118] ; [67.99294118  3.00705882],0
