Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,157.9356,[238  72] ; [109 271],[155.89855072 154.10144928] ; [191.10144928 188.89855072],1
s2,1,0.0,109.233506,[236  83] ; [137 258],[166.64845938 152.35154062] ; [206.35154062 188.64845938],1
s3,1,0.0,72.699581,[242  75] ; [175 217],[186.44428773 130.55571227] ; [230.55571227 161.44428773],1
s6,1,0.0,68.434218,[267  50] ; [213 174],[216.13636364 100.86363636] ; [263.86363636 123.13636364],1
s5,1,0.0,30.27467,[141 165] ; [101 287],[106.70317003 199.29682997] ; [135.29682997 252.70317003],1
p3,1,1e-06,25.14653,[202 120] ; [174 222],[168.62395543 153.37604457] ; [207.37604457 188.62395543],1
p6,1,1e-06,23.397798,[157 162] ; [122 267],[125.70762712 193.29237288] ; [153.29237288 235.70762712],1
a3,1,3e-06,21.763868,[260  61] ; [258 137],[232.23184358  88.76815642] ; [285.76815642 109.23184358],1
d1,1,4e-06,21.465372,[222 100] ; [206 191],[191.67732962 130.32267038] ; [236.32267038 160.67732962],1
v3,1,2e-05,18.200679,[150 160] ; [125 260],[122.6618705 187.3381295] ; [152.3381295 232.6618705],1
p4,1,2e-05,18.157194,[230  91] ; [222 173],[202.6424581 118.3575419] ; [249.3575419 145.6424581],1
d2,1,4.5e-05,16.656322,[183 139] ; [164 231],[155.83542538 166.16457462] ; [191.16457462 203.83542538],1
v1,1,0.000108,14.997717,[200 112] ; [192 196],[174.72 137.28] ; [217.28 170.72],1
p7,1,0.000119,14.807564,[238  75] ; [243 146],[214.46296296  98.53703704] ; [266.53703704 122.46296296],1
p5,1,0.000121,14.775517,[ 53 268] ; [ 29 367],[ 36.71129707 284.28870293] ; [ 45.28870293 350.71129707],1
p8,1,0.000181,14.014821,[205 112] ; [197 192],[180.50141643 136.49858357] ; [221.49858357 167.50141643],1
b2,1,0.00031,13.009091,[ 98 114] ; [ 62 150],[ 80. 132.] ; [ 80. 132.],1
b3,1,0.00031,13.009091,[ 98 114] ; [ 62 150],[ 80. 132.] ; [ 80. 132.],1
u1,1,0.000531,12.004868,[ 76 246] ; [ 54 343],[ 58.21974965 263.78025035] ; [ 71.78025035 325.21974965],1
a5,1,0.000568,11.878548,[258  64] ; [273 124],[237.80528512  84.19471488] ; [293.19471488 103.80528512],1
p9,1,0.000961,10.900606,[294  26] ; [326  64],[279.43661972  40.56338028] ; [340.56338028  49.43661972],1
p12,1,0.001288,10.360104,[ 35 285] ; [ 18 375],[ 23.78681627 296.21318373] ; [ 29.21318373 363.78681627],0
n5,1,0.001681,9.868654,[260  59] ; [282 113],[242.15406162  76.84593838] ; [299.84593838  95.15406162],0
u4,1,0.00187,9.672969,[ 12 310] ; [  2 395],[  6.26981919 315.73018081] ; [  7.73018081 389.26981919],0
p10,1,0.001947,9.598733,[283  36] ; [315  78],[267.9241573  51.0758427] ; [330.0758427  62.9241573],0
n4,1,0.003312,8.627271,[266  54] ; [293 103],[249.83240223  70.16759777] ; [309.16759777  86.83240223],0
v2,1,0.008147,7.00096,[193 117] ; [199 182],[175.86107091 134.13892909] ; [216.13892909 164.86107091],0
r4,1,0.009013,6.820268,[311  11] ; [365  32],[302.74269819  19.25730181] ; [373.25730181  23.74269819],0
n6,1,0.014988,5.917897,[284  35] ; [327  69],[272.6  46.4] ; [338.4  57.6],0
a8,1,0.019551,5.451561,[ 52 239] ; [ 41 318],[ 41.63538462 249.36461538] ; [ 51.36461538 307.63538462],0
r1,1,0.021374,5.296022,[276  43] ; [316  79],[264.4929972  54.5070028] ; [327.5070028  67.4929972],0
d4,1,0.026411,4.928877,[277  44] ; [316  79],[265.85614525  55.14385475] ; [327.14385475  67.85614525],0
a2,1,0.034481,4.470708,[ 90 232] ; [ 84 313],[ 77.92489569 244.07510431] ; [ 96.07510431 300.92489569],0
d5,1,0.036796,4.359835,[276  45] ; [317  79],[265.48535565  55.51464435] ; [327.51464435  68.48535565],0
u3,1,0.041733,4.146006,[43 19] ; [74 63],[36.45226131 25.54773869] ; [80.54773869 56.45226131],0
v4,1,0.050751,3.816472,[317   4] ; [381  14],[312.9301676   8.0698324] ; [385.0698324   9.9301676],0
a1,1,0.056037,3.650942,[ 18 304] ; [ 11 386],[ 12.98748261 309.01251739] ; [ 16.01251739 380.98748261],0
a4,1,0.082794,3.00918,[155 167] ; [165 231],[143.5097493 178.4902507] ; [176.4902507 219.5097493],0
s1,1,0.093007,2.82155,[ 11 305] ; [  6 385],[  7.59830269 308.40169731] ; [  9.40169731 381.59830269],0
n1,1,0.122899,2.379976,[27 34] ; [27 58],[22.56164384 38.43835616] ; [31.43835616 53.56164384],0
p1,1,0.126812,2.331108,[ 34 287] ; [ 29 366],[ 28.24441341 292.75558659] ; [ 34.75558659 360.24441341],0
b4,1,0.154494,2.027313,[181 141] ; [244 153],[190.33379694 131.66620306] ; [234.66620306 162.33379694],0
