Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.798324,[47 59] ; [188  26],[77.84375 28.15625] ; [157.15625  56.84375],1
r2,1,0.0,32.982734,[74 29] ; [201  11],[89.92063492 13.07936508] ; [185.07936508  26.92063492],1
r3,1,0.0,28.348919,[75 30] ; [198  14],[90.42586751 14.57413249] ; [182.57413249  29.42586751],1
v4,1,1e-06,24.715051,[74 32] ; [192  18],[89.2278481 16.7721519] ; [176.7721519  33.2278481],1
a5,1,2.9e-05,17.483526,[46 60] ; [145  69],[63.26875 42.73125] ; [127.73125  86.26875],1
v2,1,0.000625,11.699565,[31 73] ; [102 101],[45.05537459 58.94462541] ; [ 87.94462541 115.05537459],1
p11,1,0.000797,11.249205,[54 52] ; [150  64],[67.575 38.425] ; [136.425  77.575],1
d4,1,0.000839,11.15188,[69 37] ; [173  38],[80.92113565 25.07886435] ; [161.07886435  49.92113565],1
a2,1,0.001241,10.428647,[ 9 97] ; [ 50 164],[19.54375 86.45625] ; [ 39.45625 174.54375],0
s6,1,0.002774,8.950661,[35 71] ; [108 105],[47.51724138 58.48275862] ; [ 95.48275862 117.51724138],0
s3,1,0.003182,8.699827,[32 73] ; [101 110],[44.19303797 60.80696203] ; [ 88.80696203 122.19303797],0
p2,1,0.004068,8.253114,[59 46] ; [154  59],[70.33018868 34.66981132] ; [142.66981132  70.33018868],0
u3,1,0.00477,7.964693,[13 29] ; [42 30],[20.26315789 21.73684211] ; [34.73684211 37.26315789],0
s2,1,0.005913,7.57665,[23 83] ; [ 78 133],[33.77287066 72.22712934] ; [ 67.22712934 143.77287066],0
d1,1,0.006851,7.311691,[38 68] ; [111 103],[49.35625 56.64375] ; [ 99.64375 114.35625],0
u1,1,0.007036,7.263846,[  5 101] ; [ 32 182],[12.25625 93.74375] ; [ 24.74375 189.25625],0
a7,1,0.007746,7.091339,[57 48] ; [148  65],[67.68867925 37.31132075] ; [137.31132075  75.68867925],0
v3,1,0.007829,7.072209,[18 87] ; [ 64 141],[27.77419355 77.22580645] ; [ 54.22580645 150.77419355],0
d3,1,0.008501,6.924694,[55 49] ; [145  68],[65.61514196 38.38485804] ; [134.38485804  78.61514196],0
a6,1,0.009392,6.74669,[58 48] ; [148  65],[68.45141066 37.54858934] ; [137.54858934  75.45141066],0
b1,1,0.01041,6.56328,[54 52] ; [ 77 137],[43.39375 62.60625] ; [ 87.60625 126.39375],0
a4,1,0.010421,6.561446,[33 72] ; [ 99 114],[43.58490566 61.41509434] ; [ 88.41509434 124.58490566],0
v1,1,0.014729,5.948606,[30 73] ; [ 92 120],[39.89206349 63.10793651] ; [ 82.10793651 129.89206349],0
d5,1,0.018176,5.579123,[66 39] ; [161  52],[74.95283019 30.04716981] ; [152.04716981  60.95283019],0
p10,1,0.036978,4.351445,[54 50] ; [136  76],[62.53164557 41.46835443] ; [127.46835443  84.53164557],0
p7,1,0.040303,4.20507,[30 75] ; [ 84 124],[38.2428115 66.7571885] ; [ 75.7571885 132.2428115],0
s7,1,0.058684,3.574179,[16 83] ; [ 53 152],[22.47039474 76.52960526] ; [ 46.52960526 158.47039474],0
s1,1,0.066097,3.377393,[  2 104] ; [ 14 195],[  5.38412698 100.61587302] ; [ 10.61587302 198.38412698],0
u2,1,0.07156,3.246868,[15 26] ; [38 32],[19.57657658 21.42342342] ; [33.42342342 36.57657658],0
n4,1,0.098823,2.724444,[64 42] ; [149  65],[70.55625 35.44375] ; [142.44375  71.55625],0
n6,1,0.113088,2.510526,[70 36] ; [158  54],[76. 30.] ; [152.  60.],0
a1,1,0.173796,1.849891,[ 9 97] ; [ 10 204],[ 6.29375 99.70625] ; [ 12.70625 201.29375],0
p1,1,0.21343,1.548003,[ 8 98] ; [  9 204],[  5.64890282 100.35109718] ; [ 11.35109718 201.64890282],0
n3,1,0.226037,1.465628,[26 16] ; [51 19],[28.875 13.125] ; [48.125 21.875],0
p4,1,0.24318,1.362063,[32 74] ; [ 78 134],[36.66666667 69.33333333] ; [ 73.33333333 138.66666667],0
b3,1,0.259295,1.272519,[25 35] ; [38 77],[21.6 38.4] ; [41.4 73.6],0
b2,1,0.259295,1.272519,[25 35] ; [38 77],[21.6 38.4] ; [41.4 73.6],0
s4,1,0.283905,1.148303,[20 86] ; [ 30 181],[16.7192429 89.2807571] ; [ 33.2807571 177.7192429],0
s5,1,0.305276,1.051002,[18 85] ; [ 47 162],[21.45833333 81.54166667] ; [ 43.54166667 165.45833333],0
a3,1,0.358101,0.844543,[64 41] ; [141  72],[67.68867925 37.31132075] ; [137.31132075  75.68867925],0
