Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,33.384467,[18 61] ; [179 123],[40.84776903 38.15223097] ; [156.15223097 145.84776903],1
a4,1,0.0,25.681877,[17 62] ; [162 141],[37.01832461 41.98167539] ; [141.98167539 161.01832461],1
u1,1,1e-06,24.819516,[ 3 76] ; [ 95 209],[20.21409922 58.78590078] ; [ 77.78590078 226.21409922],1
d1,1,1e-06,23.433697,[35 44] ; [222  82],[53.01044386 25.98955614] ; [203.98955614 100.01044386],1
a3,1,2.7e-05,17.596433,[45 34] ; [242  61],[59.35340314 19.64659686] ; [227.64659686  75.35340314],1
a6,1,4.1e-05,16.824419,[50 29] ; [254  48],[63.03412073 15.96587927] ; [240.96587927  61.03412073],1
p4,1,5.4e-05,16.30123,[34 44] ; [205  95],[49.31746032 28.68253968] ; [189.68253968 110.31746032],1
r1,1,0.000257,13.362958,[58 21] ; [270  32],[68.01049869 10.98950131] ; [259.98950131  42.01049869],1
n4,1,0.001511,10.065036,[50 28] ; [246  58],[60.43979058 17.56020942] ; [235.56020942  68.43979058],0
p10,1,0.005539,7.694551,[56 20] ; [261  40],[63.90450928 12.09549072] ; [253.09549072  47.90450928],0
s5,1,0.00786,7.065047,[16 59] ; [110 182],[25.7493188 49.2506812] ; [100.2506812 191.7493188],0
s7,1,0.009036,6.815722,[30 46] ; [161 125],[40.09944751 35.90055249] ; [150.90055249 135.09944751],0
s2,1,0.009126,6.797926,[30 48] ; [164 134],[40.24468085 37.75531915] ; [153.75531915 144.24468085],0
p9,1,0.011335,6.412002,[60 17] ; [265  33],[66.73333333 10.26666667] ; [258.26666667  39.73333333],0
d5,1,0.013662,6.08125,[60 19] ; [264  39],[67.0052356 11.9947644] ; [256.9947644  46.0052356],0
d3,1,0.017496,5.64597,[57 22] ; [254  49],[64.31675393 14.68324607] ; [246.68324607  56.31675393],0
p3,1,0.063663,3.439289,[35 44] ; [168 132],[42.31398417 36.68601583] ; [160.68601583 139.31398417],0
u3,1,0.068832,3.31065,[16 18] ; [41 21],[20.1875 13.8125] ; [36.8125 25.1875],0
p8,1,0.072208,3.232099,[35 42] ; [169 128],[42. 35.] ; [162. 135.],0
n2,1,0.082408,3.01675,[11  7] ; [47 11],[13.73684211  4.26315789] ; [44.26315789 13.73684211],0
v1,1,0.085423,2.958586,[42 34] ; [197 102],[48.43733333 27.56266667] ; [190.56266667 108.43733333],0
d4,1,0.098153,2.735295,[64 15] ; [267  36],[68.45287958 10.54712042] ; [262.54712042  40.45287958],0
