Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,37.535875,[ 44 115] ; [53 23],[65.62978723 93.37021277] ; [31.37021277 44.62978723],1
p7,1,5e-06,20.930115,[65 88] ; [56 19],[81.19736842 71.80263158] ; [39.80263158 35.19736842],1
p8,1,4e-05,16.871922,[ 51 107] ; [46 30],[65.4957265 92.5042735] ; [31.5042735 44.4957265],1
p1,1,0.000301,13.06252,[  3 157] ; [10 64],[  8.88888889 151.11111111] ; [ 4.11111111 69.88888889],1
s6,1,0.000548,11.945368,[76 81] ; [55 21],[88.27038627 68.72961373] ; [42.72961373 33.27038627],1
a5,1,0.00072,11.435749,[74 86] ; [53 23],[86.10169492 73.89830508] ; [40.89830508 35.10169492],1
s8,1,0.002085,9.473411,[ 36 123] ; [32 44],[ 46.00851064 112.99148936] ; [21.99148936 54.00851064],0
p6,1,0.003406,8.576056,[ 27 132] ; [25 48],[ 35.63793103 123.36206897] ; [16.36206897 56.63793103],0
v1,1,0.013307,6.12784,[ 54 104] ; [37 35],[62.51304348 95.48695652] ; [28.48695652 43.51304348],0
s5,1,0.015608,5.846548,[ 35 120] ; [28 46],[ 42.6419214 112.3580786] ; [20.3580786 53.6419214],0
p2,1,0.017459,5.649609,[106  54] ; [61 14],[113.70212766  46.29787234] ; [53.29787234 21.70212766],0
s7,1,0.034331,4.478157,[ 40 114] ; [28 42],[ 46.75 107.25] ; [21.25 48.75],0
r4,1,0.042799,4.10334,[118  42] ; [65 11],[124.06779661  35.93220339] ; [58.93220339 17.06779661],0
d5,1,0.053153,3.739106,[106  53] ; [60 16],[112.31489362  46.68510638] ; [53.68510638 22.31489362],0
r2,1,0.080872,3.047295,[136  23] ; [71  5],[140.05531915  18.94468085] ; [66.94468085  9.05531915],0
d1,1,0.145969,2.113882,[66 94] ; [39 37],[71.18644068 88.81355932] ; [33.81355932 42.18644068],0
s2,1,0.159327,1.9806,[62 97] ; [37 39],[66.98297872 92.01702128] ; [32.01702128 43.98297872],0
s3,1,0.183072,1.772511,[70 89] ; [40 35],[74.74358974 84.25641026] ; [35.25641026 39.74358974],0
p9,1,0.189966,1.717878,[107  48] ; [58 17],[111.19565217  43.80434783] ; [53.80434783 21.19565217],0
p12,1,0.200826,1.636359,[  1 158] ; [ 2 74],[  2.02978723 156.97021277] ; [ 0.97021277 75.02978723],0
r3,1,0.203436,1.617532,[140  19] ; [71  5],[142.76170213  16.23829787] ; [68.23829787  7.76170213],0
b1,1,0.250071,1.322905,[ 55 105] ; [32 44],[ 58.98305085 101.01694915] ; [28.01694915 47.98305085],0
a3,1,0.256575,1.287144,[88 71] ; [48 28],[92.01702128 66.98297872] ; [43.98297872 32.01702128],0
u3,1,0.269208,1.220776,[39 31] ; [19  9],[41.42857143 28.57142857] ; [16.57142857 11.42857143],0
