Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,134.036031,[ 22 136] ; [136  40],[74.74251497 83.25748503] ; [83.25748503 92.74251497],1
s6,1,0.0,64.320485,[67 88] ; [147  25],[101.43730887  53.56269113] ; [112.56269113  59.43730887],1
s7,1,0.0,46.10227,[ 40 113] ; [108  61],[70.32298137 82.67701863] ; [77.67701863 91.32298137],1
s8,1,0.0,41.029346,[ 33 125] ; [97 79],[61.49700599 96.50299401] ; [ 68.50299401 107.49700599],1
s5,1,9e-06,19.64014,[ 32 124] ; [74 96],[ 50.72392638 105.27607362] ; [ 55.27607362 114.72392638],1
n4,1,0.000148,14.399384,[107  53] ; [148  27],[121.79104478  38.20895522] ; [133.20895522  41.79104478],1
p4,1,0.000551,11.934229,[76 83] ; [117  59],[91.60298507 67.39701493] ; [101.39701493  74.60298507],1
r1,1,0.001919,9.625761,[101  58] ; [138  37],[113.7754491  45.2245509] ; [125.2245509  49.7754491],0
p2,1,0.003367,8.597243,[118  41] ; [152  23],[128.53293413  30.46706587] ; [141.46706587  33.53293413],0
a2,1,0.005132,7.832168,[ 20 140] ; [ 43 133],[ 30. 130.] ; [ 33. 143.],0
r4,1,0.005976,7.557638,[130  30] ; [161  15],[138.57142857  21.42857143] ; [152.42857143  23.57142857],0
n5,1,0.006075,7.527817,[114  45] ; [148  28],[124.35223881  34.64776119] ; [137.64776119  38.35223881],0
r2,1,0.009176,6.788251,[139  20] ; [165   8],[145.59036145  13.40963855] ; [158.40963855  14.59036145],0
a4,1,0.009266,6.77081,[ 54 105] ; [84 91],[65.69461078 93.30538922] ; [ 72.30538922 102.69461078],0
u1,1,0.009905,6.651885,[ 15 145] ; [ 34 142],[ 23.33333333 136.66666667] ; [ 25.66666667 150.33333333],0
d2,1,0.010849,6.489948,[ 58 100] ; [89 87],[69.53892216 88.46107784] ; [77.46107784 98.53892216],0
d1,1,0.012866,6.187407,[71 89] ; [102  74],[82.38095238 77.61904762] ; [90.61904762 85.38095238],0
s4,1,0.016727,5.72479,[ 24 133] ; [ 45 128],[ 32.82727273 124.17272727] ; [ 36.17272727 136.82727273],0
a3,1,0.024438,5.063248,[94 65] ; [124  51],[103.77844311  55.22155689] ; [114.22155689  60.77844311],0
p5,1,0.025366,4.998735,[ 13 146] ; [ 28 144],[ 19.69486405 139.30513595] ; [ 21.30513595 150.69486405],0
v4,1,0.04004,4.216176,[146  14] ; [169   6],[150.44776119   9.55223881] ; [164.55223881  10.44776119],0
s1,1,0.045207,4.010918,[  3 155] ; [ 11 163],[  6.6626506 151.3373494] ; [  7.3373494 166.6626506],0
p3,1,0.049013,3.874894,[62 97] ; [87 88],[70.93113772 88.06886228] ; [78.06886228 96.93113772],0
d3,1,0.049789,3.848558,[91 68] ; [119  57],[99.67164179 59.32835821] ; [110.32835821  65.67164179],0
p10,1,0.054879,3.685758,[113  44] ; [140  33],[120.36666667  36.63333333] ; [132.63333333  40.36666667],0
p9,1,0.056825,3.627705,[117  38] ; [146  28],[123.90577508  31.09422492] ; [139.09422492  34.90577508],0
r3,1,0.058712,3.573402,[142  17] ; [166   9],[146.62275449  12.37724551] ; [161.37724551  13.62275449],0
p7,1,0.059359,3.555214,[83 75] ; [108  64],[91.44848485 66.55151515] ; [99.55151515 72.44848485],0
n1,1,0.067969,3.331405,[16 32] ; [22 20],[20.26666667 27.73333333] ; [17.73333333 24.26666667],0
d5,1,0.075303,3.163469,[115  44] ; [141  34],[121.86826347  37.13173653] ; [134.13173653  40.86826347],0
a8,1,0.077995,3.106194,[ 13 135] ; [ 25 138],[ 18.08360129 129.91639871] ; [ 19.91639871 143.08360129],0
p6,1,0.113569,2.503837,[ 48 110] ; [ 68 108],[ 54.8742515 103.1257485] ; [ 61.1257485 114.8742515],0
v1,1,0.116316,2.466232,[ 52 106] ; [ 71 101],[58.89090909 99.10909091] ; [ 64.10909091 107.89090909],0
b5,1,0.161364,1.961393,[102  58] ; [99 77],[95.71428571 64.28571429] ; [105.28571429  70.71428571],0
u4,1,0.212813,1.552189,[  1 159] ; [  4 172],[  2.38095238 157.61904762] ; [  2.61904762 173.38095238],0
p12,1,0.244386,1.355114,[  7 152] ; [ 13 162],[  9.52095808 149.47904192] ; [ 10.47904192 164.52095808],0
p11,1,0.378624,0.775164,[117  43] ; [136  40],[120.47619048  39.52380952] ; [132.52380952  43.47619048],0
n2,1,0.38481,0.75528,[34 16] ; [32 10],[35.86956522 14.13043478] ; [30.13043478 11.86956522],0
b1,1,0.402495,0.700861,[61 99] ; [ 75 101],[64.76190476 95.23809524] ; [ 71.23809524 104.76190476],0
d4,1,0.473964,0.512719,[119  41] ; [136  39],[121.79104478  38.20895522] ; [133.20895522  41.79104478],0
n3,1,0.488151,0.480598,[31 17] ; [30 12],[32.53333333 15.46666667] ; [28.46666667 13.53333333],0
u3,1,0.513725,0.426473,[33 32] ; [29 22],[34.74137931 30.25862069] ; [27.25862069 23.74137931],0
