Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.6e-05,15.656122,[ 9 47] ; [50 55],[20.52173913 35.47826087] ; [38.47826087 66.52173913],1
p9,1,0.000105,15.052632,[22 30] ; [77 27],[33. 19.] ; [66. 38.],1
a6,1,0.000282,13.185203,[23 33] ; [74 31],[33.73913043 22.26086957] ; [63.26086957 41.73913043],1
a7,1,0.000397,12.545616,[29 27] ; [82 22],[38.85 17.15] ; [72.15 31.85],1
v4,1,0.000483,12.180698,[43 13] ; [98  5],[49.66037736  6.33962264] ; [91.33962264 11.66037736],1
p11,1,0.001739,9.806854,[23 33] ; [70 35],[32.34782609 23.65217391] ; [60.65217391 44.34782609],0
p10,1,0.00218,9.391773,[21 33] ; [67 37],[30.07594937 23.92405063] ; [57.92405063 46.07594937],0
p4,1,0.009373,6.750317,[12 44] ; [44 61],[19.47826087 36.52173913] ; [36.52173913 68.47826087],0
p3,1,0.012231,6.277089,[ 9 46] ; [37 68],[15.8125 39.1875] ; [30.1875 74.8125],0
d3,1,0.018494,5.548737,[30 26] ; [75 29],[36.75 19.25] ; [68.25 35.75],0
n1,1,0.070812,3.264089,[10 16] ; [ 6 28],[ 6.93333333 19.06666667] ; [ 9.06666667 24.93333333],0
s1,1,0.091315,2.851042,[ 5 51] ; [  3 102],[ 2.7826087 53.2173913] ; [ 5.2173913 99.7826087],0
b1,1,0.094551,2.795139,[29 27] ; [40 65],[24. 32.] ; [45. 60.],0
s4,1,0.104258,2.639176,[17 39] ; [20 85],[12.86956522 43.13043478] ; [24.13043478 80.86956522],0
n6,1,0.109066,2.56771,[29 27] ; [68 37],[33.73913043 22.26086957] ; [63.26086957 41.73913043],0
d2,1,0.14524,2.121548,[28 28] ; [40 65],[23.65217391 32.34782609] ; [44.34782609 60.65217391],0
n3,1,0.155822,2.014312,[15  9] ; [27  7],[17.37931034  6.62068966] ; [24.62068966  9.37931034],0
s7,1,0.173907,1.848939,[20 31] ; [28 71],[16.32 34.68] ; [31.68 67.32],0
r2,1,0.196189,1.670521,[45  9] ; [94 10],[47.50632911  6.49367089] ; [91.49367089 12.50632911],0
r3,1,0.210894,1.565278,[49  7] ; [98  7],[51.13043478  4.86956522] ; [95.86956522  9.13043478],0
r4,1,0.218233,1.515955,[40 16] ; [84 21],[43.13043478 12.86956522] ; [80.86956522 24.13043478],0
r1,1,0.247102,1.339613,[36 20] ; [76 28],[39.2 16.8] ; [72.8 31.2],0
p6,1,0.251776,1.313425,[ 8 47] ; [23 81],[10.72327044 44.27672956] ; [20.27672956 83.72327044],0
a4,1,0.30585,1.048511,[26 30] ; [40 65],[22.95652174 33.04347826] ; [43.04347826 61.95652174],0
u1,1,0.326324,0.963431,[ 5 51] ; [15 90],[ 6.95652174 49.04347826] ; [13.04347826 91.95652174],0
a5,1,0.365505,0.81889,[30 26] ; [64 41],[32.69565217 23.30434783] ; [61.30434783 43.69565217],0
a8,1,0.384819,0.75525,[ 3 53] ; [ 9 88],[ 4.39215686 51.60784314] ; [ 7.60784314 89.39215686],0
u3,1,0.391694,0.733677,[11  8] ; [25 11],[12.43636364  6.56363636] ; [23.56363636 12.43636364],0
s8,1,0.430709,0.620912,[14 41] ; [33 72],[16.15625 38.84375] ; [30.84375 74.15625],0
d5,1,0.443396,0.587479,[43 13] ; [74 30],[40.95 15.05] ; [76.05 27.95],0
n4,1,0.510368,0.433313,[21 35] ; [45 60],[22.95652174 33.04347826] ; [43.04347826 61.95652174],0
s3,1,0.516296,0.421286,[24 31] ; [51 53],[25.94339623 29.05660377] ; [49.05660377 54.94339623],0
v3,1,0.532135,0.390313,[13 38] ; [21 79],[11.48344371 39.51655629] ; [22.51655629 77.48344371],0
d4,1,0.537747,0.379731,[48  8] ; [86 19],[46.60869565  9.39130435] ; [87.39130435 17.60869565],0
a2,1,0.537747,0.379731,[ 8 48] ; [19 86],[ 9.39130435 46.60869565] ; [17.60869565 87.39130435],0
d1,1,0.614474,0.253711,[29 27] ; [50 55],[27.47826087 28.52173913] ; [51.52173913 53.47826087],0
n2,1,0.642097,0.21601,[15 11] ; [21 12],[15.86440678 10.13559322] ; [20.13559322 12.86440678],0
a1,1,0.646505,0.210335,[ 3 53] ; [  4 101],[ 2.43478261 53.56521739] ; [  4.56521739 100.43478261],0
s5,1,0.66786,0.184116,[14 36] ; [25 76],[12.91390728 37.08609272] ; [26.08609272 74.91390728],0
u2,1,0.720929,0.127605,[11  8] ; [22 13],[11.61111111  7.38888889] ; [21.38888889 13.61111111],0
b2,1,0.815958,0.054171,[11 21] ; [21 36],[11.50561798 20.49438202] ; [20.49438202 36.50561798],0
b3,1,0.815958,0.054171,[11 21] ; [21 36],[11.50561798 20.49438202] ; [20.49438202 36.50561798],0
s2,1,0.837349,0.042142,[22 34] ; [43 62],[22.60869565 33.39130435] ; [42.39130435 62.60869565],0
b5,1,0.847586,0.036941,[35 21] ; [64 41],[34.43478261 21.56521739] ; [64.56521739 40.43478261],0
