Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,58.76947,[101  11] ; [ 6 22],[85.6 26.4] ; [21.4  6.6],1
p11,1,4e-06,21.313004,[94 19] ; [12 17],[84.35211268 28.64788732] ; [21.64788732  7.35211268],1
p2,1,0.00032,12.949454,[95 16] ; [16 13],[88.00714286 22.99285714] ; [22.99285714  6.00714286],1
d1,1,0.001097,10.656931,[73 40] ; [ 9 20],[65.25352113 47.74647887] ; [16.74647887 12.25352113],0
v2,1,0.001757,9.787317,[90 20] ; [15 13],[83.69565217 26.30434783] ; [21.30434783  6.69565217],0
r4,1,0.003689,8.430919,[104   9] ; [21  8],[99.47183099 13.52816901] ; [25.52816901  3.47183099],0
p6,1,0.011455,6.39329,[33 78] ; [ 2 27],[27.75 83.25] ; [ 7.25 21.75],0
p8,1,0.011885,6.328018,[63 47] ; [ 9 20],[56.97841727 53.02158273] ; [15.02158273 13.97841727],0
r3,1,0.013182,6.144538,[108   5] ; [23  5],[104.9858156   8.0141844] ; [26.0141844  1.9858156],0
a7,1,0.020315,5.384615,[88 24] ; [16 12],[83.2 28.8] ; [20.8  7.2],0
p7,1,0.022601,5.198878,[70 41] ; [11 17],[64.68345324 46.31654676] ; [16.31654676 11.68345324],0
v1,1,0.027507,4.858732,[71 40] ; [12 17],[65.80714286 45.19285714] ; [17.19285714 11.80714286],0
a5,1,0.033562,4.516868,[85 28] ; [16 13],[80.37323944 32.62676056] ; [20.62676056  8.37323944],0
d5,1,0.06448,3.418241,[92 21] ; [19 10],[88.33098592 24.66901408] ; [22.66901408  6.33098592],0
d3,1,0.064747,3.411421,[79 34] ; [15 14],[74.8028169 38.1971831] ; [19.1971831  9.8028169],0
a4,1,0.073052,3.213074,[52 61] ; [ 8 21],[47.74647887 65.25352113] ; [12.25352113 16.74647887],0
s8,1,0.078184,3.102249,[29 84] ; [ 3 26],[25.46478873 87.53521127] ; [ 6.53521127 22.46478873],0
