Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,96.379483,[106  41] ; [ 15 107],[66.12267658 80.87732342] ; [54.87732342 67.12267658],1
d3,1,0.0,69.77734,[130  17] ; [49 73],[97.81784387 49.18215613] ; [81.18215613 40.81784387],1
d5,1,0.0,69.32668,[144   3] ; [69 53],[116.39776952  30.60223048] ; [96.60223048 25.39776952],1
d4,1,0.0,57.342725,[143   4] ; [74 48],[118.58364312  28.41635688] ; [98.41635688 23.58364312],1
a4,1,0.0,31.601711,[77 70] ; [23 98],[54.85074627 92.14925373] ; [45.14925373 75.85074627],1
a2,1,0.0,29.866268,[ 44 103] ; [  5 117],[ 26.77695167 120.22304833] ; [22.22304833 99.77695167],1
a3,1,0.0,29.338286,[116  31] ; [57 64],[94.89179104 52.10820896] ; [78.10820896 42.89179104],1
a5,1,0.0,28.421439,[126  21] ; [69 53],[106.56133829  40.43866171] ; [88.43866171 33.56133829],1
u1,1,0.0,27.164922,[ 37 110] ; [  3 119],[ 21.85873606 125.14126394] ; [ 18.14126394 103.85873606],1
r1,1,2e-06,22.83478,[130  16] ; [79 43],[113.85820896  32.14179104] ; [95.14179104 26.85820896],1
r2,1,6e-06,20.542754,[145   1] ; [101  18],[135.53207547  10.46792453] ; [110.46792453   8.53207547],1
r4,1,3.8e-05,16.965902,[140   7] ; [96 26],[128.96654275  18.03345725] ; [107.03345725  14.96654275],1
p6,1,0.001393,10.215491,[81 65] ; [43 77],[68.06015038 77.93984962] ; [55.93984962 64.06015038],0
s8,1,0.002618,9.056326,[75 72] ; [40 82],[62.84386617 84.15613383] ; [52.15613383 69.84386617],0
n4,1,0.006472,7.413826,[118  29] ; [80 42],[108.20074349  38.79925651] ; [89.79925651 32.20074349],0
s2,1,0.013965,6.042548,[78 69] ; [46 75],[68.01492537 78.98507463] ; [55.98507463 65.01492537],0
p4,1,0.01815,5.581569,[109  38] ; [74 48],[100.00371747  46.99628253] ; [82.99628253 39.00371747],0
p3,1,0.033489,4.520628,[93 53] ; [62 60],[84.44029851 61.55970149] ; [70.55970149 51.44029851],0
v4,1,0.033498,4.520155,[144   3] ; [112   9],[140.41791045   6.58208955] ; [115.58208955   5.41791045],0
n6,1,0.047232,3.937103,[129  17] ; [97 25],[123.11940299  22.88059701] ; [102.88059701  19.11940299],0
s5,1,0.05871,3.573453,[52 90] ; [30 87],[44.95752896 97.04247104] ; [37.04247104 79.95752896],0
v1,1,0.082478,3.015385,[73 71] ; [48 72],[66. 78.] ; [55. 65.],0
a7,1,0.104622,2.63363,[113  34] ; [83 39],[107.10780669  39.89219331] ; [88.89219331 33.10780669],0
b3,1,0.107467,2.591085,[33 56] ; [17 51],[28.34394904 60.65605096] ; [21.65605096 46.34394904],0
b2,1,0.107467,2.591085,[33 56] ; [17 51],[28.34394904 60.65605096] ; [21.65605096 46.34394904],0
b4,1,0.126494,2.335015,[86 61] ; [60 62],[79.78438662 67.21561338] ; [66.21561338 55.78438662],0
n5,1,0.13501,2.233932,[115  32] ; [85 36],[109.70149254  37.29850746] ; [90.29850746 30.70149254],0
s3,1,0.170139,1.881718,[81 66] ; [56 64],[75.42696629 71.57303371] ; [61.57303371 58.42696629],0
p11,1,0.171962,1.86576,[120  27] ; [107  15],[124.04832714  22.95167286] ; [102.95167286  19.04832714],0
a6,1,0.173235,1.854722,[102  45] ; [75 47],[96.72490706 50.27509294] ; [80.27509294 41.72490706],0
b1,1,0.263114,1.252298,[54 93] ; [53 69],[58.47211896 88.52788104] ; [48.52788104 73.47211896],0
u3,1,0.29325,1.104641,[20 11] ; [34 30],[17.62105263 13.37894737] ; [36.37894737 27.62105263],0
a1,1,0.32266,0.978132,[  3 144] ; [  5 117],[  4.37174721 142.62825279] ; [  3.62825279 118.37174721],0
s1,1,0.348766,0.877942,[  4 142] ; [  6 116],[  5.44776119 140.55223881] ; [  4.55223881 117.44776119],0
s7,1,0.358244,0.844041,[69 72] ; [51 67],[65.32818533 75.67181467] ; [54.67181467 63.32818533],0
v2,1,0.373454,0.79214,[59 85] ; [42 76],[55.51145038 88.48854962] ; [45.48854962 72.51145038],0
r3,1,0.374216,0.789618,[139   7] ; [113   9],[137.28358209   8.71641791] ; [114.71641791   7.28358209],0
s6,1,0.490656,0.475088,[102  43] ; [79 40],[99.41287879 45.58712121] ; [81.58712121 37.41287879],0
s4,1,0.520479,0.412945,[ 32 112] ; [23 98],[ 29.88679245 114.11320755] ; [25.11320755 95.88679245],0
n2,1,0.534561,0.385714,[19  8] ; [21  6],[20.  7.] ; [20.  7.],0
p7,1,0.542718,0.370526,[116  28] ; [93 27],[114.  30.] ; [95. 25.],0
p9,1,0.560051,0.339616,[123  23] ; [105  16],[124.6741573  21.3258427] ; [103.3258427  17.6741573],0
n3,1,0.630039,0.232008,[18  8] ; [17 10],[17.16981132  8.83018868] ; [17.83018868  9.16981132],0
a8,1,0.631552,0.229962,[ 21 114] ; [15 97],[ 19.67611336 115.32388664] ; [16.32388664 95.67611336],0
b5,1,0.680002,0.170124,[88 59] ; [70 52],[86.34200743 60.65799257] ; [71.65799257 50.34200743],0
u2,1,0.708996,0.139282,[17 14] ; [33 32],[16.14583333 14.85416667] ; [33.85416667 31.14583333],0
p5,1,0.718297,0.13013,[ 16 131] ; [ 15 107],[ 16.94052045 130.05947955] ; [ 14.05947955 107.94052045],0
n1,1,0.784918,0.074483,[13 14] ; [12 15],[12.5 14.5] ; [12.5 14.5],0
p12,1,0.896585,0.016894,[  9 137] ; [  7 114],[  8.74906367 137.25093633] ; [  7.25093633 113.74906367],0
p10,1,0.913155,0.011894,[123  24] ; [101  19],[123.3258427  23.6741573] ; [100.6741573  19.3258427],0
p2,1,0.952005,0.003623,[131  16] ; [109  13],[131.15241636  15.84758364] ; [108.84758364  13.15241636],0
p1,1,0.97604,0.000902,[ 12 135] ; [ 10 111],[ 12.06716418 134.93283582] ; [  9.93283582 111.06716418],0
