Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-05,19.526875,[121  41] ; [34 41],[105.94936709  56.05063291] ; [49.05063291 25.94936709],1
p11,1,0.000127,14.680427,[142  20] ; [50 25],[131.24050633  30.75949367] ; [60.75949367 14.24050633],1
p3,1,0.018342,5.563172,[104  58] ; [36 39],[95.69620253 66.30379747] ; [44.30379747 30.69620253],0
p6,1,0.032977,4.546975,[81 79] ; [26 47],[73.47639485 86.52360515] ; [33.52360515 39.47639485],0
p10,1,0.033062,4.542551,[141  21] ; [57 18],[135.34177215  26.65822785] ; [62.65822785 12.34177215],0
a5,1,0.033807,4.504462,[125  37] ; [48 27],[118.25316456  43.74683544] ; [54.74683544 20.25316456],0
p1,1,0.039039,4.259151,[ 17 145] ; [ 2 73],[ 12.98734177 149.01265823] ; [ 6.01265823 68.98734177],0
d1,1,0.046038,3.980207,[98 64] ; [35 40],[90.91139241 71.08860759] ; [42.08860759 32.91139241],0
n4,1,0.055252,3.674479,[125  37] ; [49 26],[118.93670886  43.06329114] ; [55.06329114 19.93670886],0
p9,1,0.061094,3.507425,[140  21] ; [58 17],[135.07627119  25.92372881] ; [62.92372881 12.07627119],0
p5,1,0.09171,2.844107,[ 26 136] ; [ 6 69],[ 21.87341772 140.12658228] ; [10.12658228 64.87341772],0
r4,1,0.114936,2.485011,[149  13] ; [64 11],[145.59493671  16.40506329] ; [67.40506329  7.59493671],0
a7,1,0.119562,2.423052,[123  39] ; [49 25],[118.06779661  43.93220339] ; [53.93220339 20.06779661],0
d3,1,0.127018,2.328578,[114  48] ; [44 29],[108.91914894  53.08085106] ; [49.08085106 23.91914894],0
b1,1,0.163141,1.944866,[ 56 106] ; [33 42],[ 60.83544304 101.16455696] ; [28.16455696 46.83544304],0
v1,1,0.166645,1.912869,[96 65] ; [37 37],[91.11914894 69.88085106] ; [41.88085106 32.11914894],0
n5,1,0.178368,1.811173,[121  41] ; [49 25],[116.69491525  45.30508475] ; [53.30508475 20.69491525],0
p12,1,0.194746,1.681342,[ 11 151] ; [ 2 73],[  8.88607595 153.11392405] ; [ 4.11392405 70.88607595],0
d5,1,0.201128,1.634164,[136  26] ; [57 17],[132.48305085  29.51694915] ; [60.51694915 13.48305085],0
n2,1,0.267996,1.226977,[23  9] ; [12  9],[21.13207547 10.86792453] ; [13.86792453  7.13207547],0
n1,1,0.291979,1.110472,[10 21] ; [ 4 17],[ 8.34615385 22.65384615] ; [ 5.65384615 15.34615385],0
a2,1,0.33093,0.945254,[ 32 130] ; [19 56],[ 34.86075949 127.13924051] ; [16.13924051 58.86075949],0
s6,1,0.383953,0.758006,[78 80] ; [32 42],[74.9137931 83.0862069] ; [35.0862069 38.9137931],0
n6,1,0.38876,0.742816,[138  23] ; [61 14],[135.75847458  25.24152542] ; [63.24152542 11.75847458],0
s5,1,0.463244,0.538044,[ 44 116] ; [17 57],[ 41.70940171 118.29059829] ; [19.29059829 54.70940171],0
r1,1,0.469958,0.522076,[127  34] ; [56 19],[124.84322034  36.15677966] ; [58.15677966 16.84322034],0
b2,1,0.471938,0.517434,[32 65] ; [18 28],[33.91608392 63.08391608] ; [16.08391608 29.91608392],0
b3,1,0.471938,0.517434,[32 65] ; [18 28],[33.91608392 63.08391608] ; [16.08391608 29.91608392],0
r2,1,0.524328,0.405372,[147  13] ; [67  8],[145.70212766  14.29787234] ; [68.29787234  6.70212766],0
u2,1,0.529903,0.394577,[28 24] ; [13  8],[29.20547945 22.79452055] ; [11.79452055  9.20547945],0
s8,1,0.530481,0.393469,[ 50 111] ; [20 54],[ 47.95744681 113.04255319] ; [22.04255319 51.95744681],0
b5,1,0.580989,0.304639,[99 63] ; [43 32],[97.06329114 64.93670886] ; [44.93670886 30.06329114],0
a8,1,0.583792,0.300144,[ 18 125] ; [10 55],[ 19.25 123.75] ; [ 8.75 56.25],0
b4,1,0.622714,0.242072,[83 79] ; [41 34],[84.75949367 77.24050633] ; [39.24050633 35.75949367],0
v3,1,0.635163,0.225124,[61 98] ; [26 48],[59.36909871 99.63090129] ; [27.63090129 46.36909871],0
u1,1,0.710634,0.137645,[ 25 137] ; [13 62],[ 25.97468354 136.02531646] ; [12.02531646 62.97468354],0
a1,1,0.717204,0.131188,[  5 157] ; [ 3 72],[  5.46835443 156.53164557] ; [ 2.53164557 72.46835443],0
v4,1,0.73044,0.118708,[155   7] ; [71  4],[154.48101266   7.51898734] ; [71.51898734  3.48101266],0
s1,1,0.76898,0.086265,[  3 158] ; [ 1 74],[  2.72881356 158.27118644] ; [ 1.27118644 73.72881356],0
s4,1,0.774354,0.082188,[ 19 140] ; [ 8 67],[ 18.34615385 140.65384615] ; [ 8.65384615 66.34615385],0
d4,1,0.778209,0.079329,[127  35] ; [60 15],[127.82278481  34.17721519] ; [59.17721519 15.82278481],0
d2,1,0.809109,0.058359,[74 88] ; [33 42],[73.13924051 88.86075949] ; [33.86075949 41.13924051],0
p2,1,0.813944,0.055386,[144  18] ; [65  9],[143.46610169  18.53389831] ; [65.53389831  8.46610169],0
n3,1,0.825435,0.048647,[23  8] ; [15  6],[22.65384615  8.34615385] ; [15.34615385  5.65384615],0
u3,1,0.86215,0.03015,[26 26] ; [11 12],[25.65333333 26.34666667] ; [11.34666667 11.65333333],0
a3,1,0.87621,0.024266,[110  51] ; [52 23],[110.51694915  50.48305085] ; [51.48305085 23.51694915],0
r3,1,0.88454,0.021088,[152  10] ; [70  5],[151.74683544  10.25316456] ; [70.25316456  4.74683544],0
s2,1,0.897565,0.016573,[ 27 135] ; [12 63],[ 26.65822785 135.34177215] ; [12.34177215 62.65822785],0
v2,1,0.956032,0.00304,[93 66] ; [43 31],[92.80686695 66.19313305] ; [43.19313305 30.80686695],0
a4,1,0.967397,0.001671,[67 94] ; [31 44],[66.8559322 94.1440678] ; [31.1440678 43.8559322],0
