Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-05,19.520199,[49 10] ; [14 22],[39.12631579 19.87368421] ; [23.87368421 12.12631579],1
n6,1,0.003141,8.723881,[44 15] ; [16 20],[37.26315789 21.73684211] ; [22.73684211 13.26315789],0
d1,1,0.003229,8.673106,[33 26] ; [ 9 27],[26.08421053 32.91578947] ; [15.91578947 20.08421053],0
d5,1,0.006781,7.330026,[46 12] ; [19 17],[40.10638298 17.89361702] ; [24.89361702 11.10638298],0
p6,1,0.011368,6.406874,[23 36] ; [ 5 30],[17.57446809 41.42553191] ; [10.42553191 24.57446809],0
s6,1,0.01242,6.249945,[47 12] ; [20 16],[41.61052632 17.38947368] ; [25.38947368 10.61052632],0
b1,1,0.032347,4.580038,[33 26] ; [12 24],[27.94736842 31.05263158] ; [17.05263158 18.94736842],0
s8,1,0.045378,4.004525,[25 34] ; [ 8 28],[20.49473684 38.50526316] ; [12.50526316 23.49473684],0
d2,1,0.050031,3.840411,[33 25] ; [13 23],[28.38297872 29.61702128] ; [17.61702128 18.38297872],0
a8,1,0.074406,3.183043,[11 44] ; [ 2 31],[ 8.125 46.875] ; [ 4.875 28.125],0
s7,1,0.10183,2.676647,[34 24] ; [13 19],[30.28888889 27.71111111] ; [16.71111111 15.28888889],0
v4,1,0.12635,2.336787,[53  5] ; [29  7],[50.59574468  7.40425532] ; [31.40425532  4.59574468],0
a4,1,0.176158,1.829738,[28 31] ; [12 24],[24.84210526 34.15789474] ; [15.15789474 20.84210526],0
u1,1,0.177847,1.815522,[13 46] ; [ 4 32],[10.55789474 48.44210526] ; [ 6.44210526 29.55789474],0
p9,1,0.186764,1.742961,[28 30] ; [12 23],[24.94623656 33.05376344] ; [15.05376344 19.94623656],0
p11,1,0.196019,1.671793,[31 28] ; [14 22],[27.94736842 31.05263158] ; [17.05263158 18.94736842],0
s2,1,0.196364,1.669215,[39 20] ; [19 17],[36.02105263 22.97894737] ; [21.97894737 14.02105263],0
p4,1,0.2345,1.413359,[32 27] ; [15 21],[29.18947368 29.81052632] ; [17.81052632 18.18947368],0
a1,1,0.268127,1.226305,[ 5 54] ; [ 1 35],[ 3.72631579 55.27368421] ; [ 2.27368421 33.72631579],0
p8,1,0.29132,1.11351,[24 34] ; [11 25],[21.59574468 36.40425532] ; [13.40425532 22.59574468],0
a5,1,0.303992,1.0566,[39 20] ; [20 16],[36.64210526 22.35789474] ; [22.35789474 13.64210526],0
a2,1,0.328659,0.954175,[11 48] ; [ 4 32],[ 9.31578947 49.68421053] ; [ 5.68421053 30.31578947],0
n1,1,0.332216,0.940241,[11 10] ; [5 9],[ 9.6 11.4] ; [6.4 7.6],0
d3,1,0.426803,0.631506,[37 21] ; [20 16],[35.17021277 22.82978723] ; [21.82978723 14.17021277],0
s4,1,0.430106,0.622538,[12 46] ; [10 26],[13.57446809 44.42553191] ; [ 8.42553191 27.57446809],0
r3,1,0.439952,0.596407,[51  8] ; [33  3],[52.16842105  6.83157895] ; [31.83157895  4.16842105],0
b5,1,0.44637,0.579853,[39 20] ; [21 15],[37.26315789 21.73684211] ; [22.73684211 13.26315789],0
d4,1,0.457272,0.552564,[45 12] ; [26 10],[43.51612903 13.48387097] ; [27.48387097  8.51612903],0
p2,1,0.457885,0.551059,[42 17] ; [23 13],[40.36842105 18.63157895] ; [24.63157895 11.36842105],0
v1,1,0.45946,0.547211,[22 36] ; [16 19],[23.69892473 34.30107527] ; [14.30107527 20.69892473],0
r1,1,0.463528,0.537362,[45 14] ; [25 11],[43.47368421 15.52631579] ; [26.52631579  9.47368421],0
u3,1,0.468981,0.524376,[13  8] ; [8 8],[11.91891892  9.08108108] ; [9.08108108 6.91891892],0
a3,1,0.483694,0.490524,[38 21] ; [20 15],[36.40425532 22.59574468] ; [21.59574468 13.40425532],0
b4,1,0.489745,0.477087,[37 22] ; [20 16],[35.4 23.6] ; [21.6 14.4],0
p7,1,0.514116,0.42568,[33 25] ; [18 18],[31.46808511 26.53191489] ; [19.53191489 16.46808511],0
v3,1,0.522376,0.4092,[17 40] ; [12 21],[18.36666667 38.63333333] ; [10.63333333 22.36666667],0
v2,1,0.525271,0.403531,[25 32] ; [13 22],[23.54347826 33.45652174] ; [14.45652174 20.54347826],0
r4,1,0.595334,0.282091,[47 12] ; [27  9],[45.95789474 13.04210526] ; [28.04210526  7.95789474],0
r2,1,0.603321,0.270016,[52  6] ; [31  5],[51.21276596  6.78723404] ; [31.78723404  4.21276596],0
p1,1,0.689962,0.159127,[ 5 53] ; [ 4 32],[ 5.55319149 52.44680851] ; [ 3.44680851 32.55319149],0
p12,1,0.705809,0.142499,[ 1 58] ; [ 1 34],[ 1.25531915 57.74468085] ; [ 0.74468085 34.25531915],0
u2,1,0.735317,0.114286,[10 11] ; [8 7],[10.5 10.5] ; [7.5 7.5],0
s5,1,0.766424,0.088242,[16 40] ; [ 9 26],[15.38461538 40.61538462] ; [ 9.61538462 25.38461538],0
b2,1,0.77264,0.083477,[13 26] ; [ 5 12],[12.53571429 26.46428571] ; [ 5.46428571 11.53571429],0
b3,1,0.77264,0.083477,[13 26] ; [ 5 12],[12.53571429 26.46428571] ; [ 5.46428571 11.53571429],0
