Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.695732,[79 21] ; [ 1 20],[66.11570248 33.88429752] ; [13.88429752  7.11570248],1
r1,1,1e-05,19.55896,[70 29] ; [ 4 17],[61.05 37.95] ; [12.95  8.05],1
r3,1,0.000306,13.033768,[83 16] ; [10 11],[76.725 22.275] ; [16.275  4.725],1
v4,1,0.008726,6.878105,[83 17] ; [12  9],[78.51239669 21.48760331] ; [16.48760331  4.51239669],0
u3,1,0.010409,6.563593,[21 18] ; [ 2 12],[16.9245283 22.0754717] ; [6.0754717 7.9245283],0
a5,1,0.031759,4.611444,[59 41] ; [ 7 14],[54.54545455 45.45454545] ; [11.45454545  9.54545455],0
a3,1,0.032192,4.588235,[61 39] ; [ 7 13],[56.66666667 43.33333333] ; [11.33333333  8.66666667],0
v1,1,0.052921,3.746427,[36 64] ; [ 3 18],[32.23140496 67.76859504] ; [ 6.76859504 14.23140496],0
n1,1,0.055482,3.667535,[17 23] ; [1 9],[14.4 25.6] ; [3.6 6.4],0
d3,1,0.065874,3.382961,[60 40] ; [ 8 13],[56.19834711 43.80165289] ; [11.80165289  9.19834711],0
d4,1,0.066676,3.363006,[72 27] ; [11 10],[68.475 30.525] ; [14.525  6.475],0
d2,1,0.073875,3.194744,[49 49] ; [ 6 15],[45.29411765 52.70588235] ; [ 9.70588235 11.29411765],0
a4,1,0.080567,3.053423,[44 55] ; [ 5 16],[40.425 58.575] ; [ 8.575 12.425],0
d1,1,0.087418,2.921286,[49 51] ; [ 6 15],[45.45454545 54.54545455] ; [ 9.54545455 11.45454545],0
d5,1,0.096982,2.75449,[71 29] ; [11 10],[67.76859504 32.23140496] ; [14.23140496  6.76859504],0
v3,1,0.103657,2.648363,[25 71] ; [ 2 19],[22.15384615 73.84615385] ; [ 4.84615385 16.15384615],0
p11,1,0.119761,2.420441,[52 48] ; [ 7 14],[48.76033058 51.23966942] ; [10.23966942 10.76033058],0
p7,1,0.133284,2.25383,[36 64] ; [ 4 17],[33.05785124 66.94214876] ; [ 6.94214876 14.05785124],0
n2,1,0.148915,2.083333,[26 14] ; [4 6],[24. 16.] ; [6. 4.],0
p9,1,0.156294,2.009722,[30 68] ; [ 3 17],[27.40677966 70.59322034] ; [ 5.59322034 14.40677966],0
s4,1,0.199165,1.648485,[ 6 92] ; [ 3 18],[ 7.41176471 90.58823529] ; [ 1.58823529 19.41176471],0
p12,1,0.218998,1.510926,[ 1 99] ; [ 1 20],[ 1.65289256 98.34710744] ; [ 0.34710744 20.65289256],0
a7,1,0.235898,1.404942,[61 38] ; [10 11],[58.575 40.425] ; [12.425  8.575],0
n4,1,0.257603,1.281594,[61 39] ; [10 11],[58.67768595 41.32231405] ; [12.32231405  8.67768595],0
a8,1,0.264133,1.246964,[ 7 84] ; [ 3 16],[ 8.27272727 82.72727273] ; [ 1.72727273 17.27272727],0
v2,1,0.295695,1.093508,[40 58] ; [ 6 15],[37.88235294 60.11764706] ; [ 8.11764706 12.88235294],0
b4,1,0.326199,0.963931,[55 45] ; [14  7],[57.02479339 42.97520661] ; [11.97520661  9.02479339],0
b1,1,0.362768,0.82829,[51 49] ; [13  8],[52.89256198 47.10743802] ; [11.10743802  9.89256198],0
p3,1,0.397769,0.715059,[28 72] ; [ 4 17],[26.44628099 73.55371901] ; [ 5.55371901 15.44628099],0
a6,1,0.412713,0.670972,[62 38] ; [11 10],[60.33057851 39.66942149] ; [12.66942149  8.33057851],0
a2,1,0.427332,0.630064,[22 78] ; [ 3 18],[20.66115702 79.33884298] ; [ 4.33884298 16.66115702],0
p4,1,0.458949,0.548456,[32 68] ; [ 5 16],[30.5785124 69.4214876] ; [ 6.4214876 14.5785124],0
b3,1,0.466934,0.529222,[19 48] ; [5 8],[20.1 46.9] ; [3.9 9.1],0
b2,1,0.466934,0.529222,[19 48] ; [5 8],[20.1 46.9] ; [3.9 9.1],0
n6,1,0.516908,0.420058,[64 35] ; [12  9],[62.7 36.3] ; [13.3  7.7],0
p8,1,0.546309,0.363971,[25 74] ; [ 4 17],[23.925 75.075] ; [ 5.075 15.925],0
p6,1,0.564823,0.331422,[20 77] ; [ 3 17],[19.06837607 77.93162393] ; [ 3.93162393 16.06837607],0
s5,1,0.703469,0.144888,[12 84] ; [ 2 19],[11.48717949 84.51282051] ; [ 2.51282051 18.48717949],0
s6,1,0.706758,0.141537,[27 70] ; [ 5 16],[26.30508475 70.69491525] ; [ 5.69491525 15.30508475],0
s7,1,0.756358,0.096265,[13 81] ; [ 2 16],[12.58928571 81.41071429] ; [ 2.41071429 15.58928571],0
n5,1,0.778167,0.07936,[51 49] ; [10 11],[50.41322314 49.58677686] ; [10.58677686 10.41322314],0
p1,1,0.817593,0.053196,[ 6 93] ; [ 1 20],[ 5.775 93.225] ; [ 1.225 19.775],0
a1,1,0.817662,0.053155,[ 8 92] ; [ 2 19],[ 8.26446281 91.73553719] ; [ 1.73553719 19.26446281],0
u2,1,0.888677,0.019594,[14 23] ; [5 9],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
b5,1,0.924787,0.008912,[63 37] ; [13  8],[62.80991736 37.19008264] ; [13.19008264  7.80991736],0
s2,1,0.925149,0.008827,[10 88] ; [ 2 19],[ 9.88235294 88.11764706] ; [ 2.11764706 18.88235294],0
n3,1,0.929018,0.007935,[24 15] ; [6 4],[23.87755102 15.12244898] ; [6.12244898 3.87755102],0
p2,1,0.958795,0.002669,[53 47] ; [11 10],[52.89256198 47.10743802] ; [11.10743802  9.89256198],0
