Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,56.312394,[ 37 153] ; [91 64],[ 70.49275362 119.50724638] ; [57.50724638 97.49275362],1
p2,1,0.0,28.947579,[111  79] ; [131  23],[133.6627907  56.3372093] ; [108.3372093  45.6627907],1
p6,1,1e-06,23.428057,[ 28 162] ; [57 95],[ 47.22222222 142.77777778] ; [ 37.77777778 114.22222222],1
s6,1,1.8e-05,18.43067,[99 91] ; [115  39],[118.19767442  71.80232558] ; [95.80232558 58.19767442],1
p9,1,4.3e-05,16.752587,[125  63] ; [132  22],[141.2748538  46.7251462] ; [115.7251462  38.2748538],1
s2,1,7.6e-05,15.662345,[ 73 116] ; [92 61],[91.18421053 97.81578947] ; [73.81578947 79.18421053],1
r3,1,0.000106,15.029123,[158  30] ; [150   5],[168.81632653  19.18367347] ; [139.18367347  15.81632653],1
n6,1,0.000156,14.294325,[139  50] ; [139  16],[152.73837209  36.26162791] ; [125.26162791  29.73837209],1
r4,1,0.000212,13.720383,[143  48] ; [140  15],[156.22254335  34.77745665] ; [126.77745665  28.22254335],1
u1,1,0.000242,13.476835,[ 25 166] ; [ 45 110],[ 38.6416185 152.3583815] ; [ 31.3583815 123.6416185],1
d5,1,0.000338,12.849643,[140  50] ; [138  17],[153.10144928  36.89855072] ; [124.89855072  30.10144928],1
p10,1,0.000353,12.763918,[121  69] ; [125  29],[135.87209302  54.12790698] ; [110.12790698  43.87209302],1
s7,1,0.000922,10.977131,[ 70 112] ; [84 64],[84.93333333 97.06666667] ; [69.06666667 78.93333333],1
d1,1,0.001699,9.849563,[ 91 100] ; [100  55],[105.43641618  85.56358382] ; [85.56358382 69.43641618],0
a2,1,0.001777,9.767014,[ 37 154] ; [ 53 102],[ 49.68208092 141.31791908] ; [ 40.31791908 114.68208092],0
v4,1,0.003138,8.725402,[157  32] ; [145  10],[165.9244186  23.0755814] ; [136.0755814  18.9244186],0
p5,1,0.003286,8.641617,[  4 186] ; [ 14 137],[ 10.02932551 179.97067449] ; [  7.97067449 143.02932551],0
d3,1,0.003341,8.611235,[111  79] ; [114  41],[123.91304348  66.08695652] ; [101.08695652  53.91304348],0
