Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.34757,[138  20] ; [1 5],[133.91463415  24.08536585] ; [5.08536585 0.91463415],1
v4,1,0.00247,9.162896,[149   7] ; [4 2],[147.33333333   8.66666667] ; [5.66666667 0.33333333],0
a7,1,0.010494,6.548997,[123  34] ; [2 4],[120.39877301  36.60122699] ; [4.60122699 1.39877301],0
p9,1,0.013918,6.048534,[119  35] ; [2 4],[116.4625  37.5375] ; [4.5375 1.4625],0
r2,1,0.014333,5.996646,[144  10] ; [4 2],[142.45  11.55] ; [5.55 0.45],0
a3,1,0.016057,5.796569,[102  55] ; [1 5],[99.20858896 57.79141104] ; [3.79141104 2.20858896],0
r1,1,0.044882,4.023081,[113  45] ; [2 4],[110.79268293  47.20731707] ; [4.20731707 1.79268293],0
d4,1,0.054871,3.68599,[129  29] ; [3 3],[127.17073171  30.82926829] ; [4.82926829 1.17073171],0
n2,1,0.083825,2.989132,[30 14] ; [1 3],[28.41666667 15.58333333] ; [2.58333333 1.41666667],0
d1,1,0.084511,2.975939,[83 75] ; [1 5],[80.92682927 77.07317073] ; [3.07317073 2.92682927],0
p3,1,0.110512,2.546878,[ 55 103] ; [4 2],[ 56.84146341 101.15853659] ; [2.15853659 3.84146341],0
a5,1,0.147186,2.10118,[99 59] ; [2 4],[97.30487805 60.69512195] ; [3.69512195 2.30487805],0
d5,1,0.152938,2.042705,[119  38] ; [3 3],[117.50920245  39.49079755] ; [4.49079755 1.50920245],0
a6,1,0.157317,1.999831,[98 60] ; [2 4],[96.34146341 61.65853659] ; [3.65853659 2.34146341],0
n1,1,0.168185,1.899043,[ 9 36] ; [2 2],[10.10204082 34.89795918] ; [0.89795918 3.10204082],0
p1,1,0.176632,1.825737,[  7 149] ; [1 5],[  7.7037037 148.2962963] ; [0.2962963 5.7037037],0
n3,1,0.178277,1.811928,[35  9] ; [2 2],[33.91666667 10.08333333] ; [3.08333333 0.91666667],0
p8,1,0.183217,1.771336,[62 95] ; [4 2],[63.57055215 93.42944785] ; [2.42944785 3.57055215],0
s6,1,0.229711,1.442652,[90 65] ; [2 4],[88.57142857 66.42857143] ; [3.42857143 2.57142857],0
d2,1,0.230204,1.439599,[65 93] ; [1 5],[63.58536585 94.41463415] ; [2.41463415 3.58536585],0
p11,1,0.238851,1.387364,[114  44] ; [3 3],[112.7195122  45.2804878] ; [4.2804878 1.7195122],0
s3,1,0.242482,1.366104,[72 83] ; [1 4],[70.71875 84.28125] ; [2.28125 2.71875],0
p4,1,0.244749,1.35303,[67 90] ; [4 2],[68.38650307 88.61349693] ; [2.61349693 3.38650307],0
v1,1,0.321785,0.981676,[55 96] ; [1 5],[53.85987261 97.14012739] ; [2.14012739 3.85987261],0
p10,1,0.331486,0.943083,[106  48] ; [3 3],[104.9125  49.0875] ; [4.0875 1.9125],0
p2,1,0.532647,0.389339,[121  35] ; [4 2],[120.37037037  35.62962963] ; [4.62962963 1.37037037],0
v3,1,0.563527,0.333634,[ 41 109] ; [1 5],[ 40.38461538 109.61538462] ; [1.61538462 4.38461538],0
u2,1,0.640429,0.218182,[28 27] ; [2 3],[27.5 27.5] ; [2.5 2.5],0
n4,1,0.658631,0.195191,[67 91] ; [2 4],[66.47560976 91.52439024] ; [2.52439024 3.47560976],0
p7,1,0.662039,0.191056,[90 66] ; [4 2],[90.51851852 65.48148148] ; [3.48148148 2.51851852],0
s2,1,0.671281,0.180108,[66 91] ; [2 4],[65.49693252 91.50306748] ; [2.50306748 3.49693252],0
u3,1,0.696932,0.151684,[28 27] ; [3 2],[28.41666667 26.58333333] ; [2.58333333 2.41666667],0
b5,1,0.747857,0.10334,[95 63] ; [4 2],[95.37804878 62.62195122] ; [3.62195122 2.37804878],0
b4,1,0.794317,0.067969,[97 61] ; [4 2],[97.30487805 60.69512195] ; [3.69512195 2.30487805],0
d3,1,0.804227,0.061445,[112  45] ; [4 2],[111.73006135  45.26993865] ; [4.26993865 1.73006135],0
s4,1,0.829703,0.04626,[ 32 126] ; [1 5],[ 31.79268293 126.20731707] ; [1.20731707 4.79268293],0
b1,1,0.850574,0.035489,[ 47 111] ; [2 4],[ 47.20731707 110.79268293] ; [1.79268293 4.20731707],0
