Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,21.633485,[16 61] ; [51 40],[30.70833333 46.29166667] ; [36.29166667 54.70833333],1
r1,1,0.000754,11.350912,[46 32] ; [75 16],[55.84615385 22.15384615] ; [65.15384615 25.84615385],1
p10,1,0.000937,10.9486,[50 27] ; [78 12],[59.01796407 17.98203593] ; [68.98203593 21.01796407],1
v1,1,0.002716,8.989382,[30 47] ; [56 34],[39.65269461 37.34730539] ; [46.34730539 43.65269461],0
r3,1,0.004138,8.222237,[69  9] ; [90  1],[73.38461538  4.61538462] ; [85.61538462  5.38461538],0
r2,1,0.005778,7.6184,[65 12] ; [87  3],[70.08383234  6.91616766] ; [81.91616766  8.08383234],0
a3,1,0.006709,7.349253,[38 40] ; [63 28],[46.61538462 31.38461538] ; [54.38461538 36.61538462],0
n5,1,0.01087,6.486445,[50 27] ; [74 16],[57.17365269 19.82634731] ; [66.82634731 23.17365269],0
n4,1,0.016931,5.703495,[54 24] ; [77 14],[60.46153846 17.53846154] ; [70.53846154 20.46153846],0
p11,1,0.024723,5.04321,[57 21] ; [79 12],[62.76923077 15.23076923] ; [73.23076923 17.76923077],0
r4,1,0.026268,4.938312,[63 15] ; [84  7],[67.84615385 10.15384615] ; [79.15384615 11.84615385],0
a5,1,0.060346,3.527857,[44 34] ; [64 27],[49.84615385 28.15384615] ; [58.15384615 32.84615385],0
b3,1,0.077808,3.110107,[12 34] ; [24 32],[16.23529412 29.76470588] ; [19.76470588 36.23529412],0
b2,1,0.077808,3.110107,[12 34] ; [24 32],[16.23529412 29.76470588] ; [19.76470588 36.23529412],0
s4,1,0.083419,2.997003,[17 60] ; [11 80],[12.83333333 64.16666667] ; [15.16666667 75.83333333],0
p12,1,0.12724,2.325864,[ 3 75] ; [ 9 82],[ 5.53846154 72.46153846] ; [ 6.46153846 84.53846154],0
p9,1,0.130982,2.280822,[58 19] ; [77 14],[61.875 15.125] ; [73.125 17.875],0
n3,1,0.141442,2.162206,[9 3] ; [16  1],[10.34482759  1.65517241] ; [14.65517241  2.34482759],0
s8,1,0.145892,2.114685,[23 54] ; [37 54],[27.5 49.5] ; [32.5 58.5],0
p6,1,0.155943,2.013137,[28 48] ; [43 47],[32.5060241 43.4939759] ; [38.4939759 51.5060241],0
s7,1,0.164473,1.932608,[31 43] ; [46 41],[35.39130435 38.60869565] ; [41.60869565 45.39130435],0
b5,1,0.196386,1.669051,[48 30] ; [47 44],[43.84615385 34.15384615] ; [51.15384615 39.84615385],0
n6,1,0.201603,1.630723,[62 16] ; [79 12],[65.07692308 12.92307692] ; [75.92307692 15.07692308],0
a6,1,0.204559,1.609524,[52 26] ; [52 39],[48. 30.] ; [56. 35.],0
s5,1,0.204812,1.607725,[20 54] ; [32 56],[23.75308642 50.24691358] ; [28.24691358 59.75308642],0
a7,1,0.242398,1.366592,[47 31] ; [62 28],[50.60714286 27.39285714] ; [58.39285714 31.60714286],0
b1,1,0.273818,1.197522,[40 38] ; [39 52],[36.46153846 41.53846154] ; [42.53846154 48.46153846],0
p8,1,0.297915,1.083506,[43 34] ; [58 33],[46.29166667 30.70833333] ; [54.70833333 36.29166667],0
n2,1,0.330931,0.945251,[8 4] ; [14  3],[9.10344828 2.89655172] ; [12.89655172  4.10344828],0
p2,1,0.424799,0.637001,[67 11] ; [74 17],[65.07692308 12.92307692] ; [75.92307692 15.07692308],0
p4,1,0.439306,0.598095,[59 19] ; [64 27],[56.76923077 21.23076923] ; [66.23076923 24.76923077],0
u3,1,0.466245,0.530862,[23 16] ; [14 14],[21.53731343 17.46268657] ; [15.46268657 12.53731343],0
d4,1,0.48556,0.48635,[43 35] ; [55 36],[45.23076923 32.76923077] ; [52.76923077 38.23076923],0
a2,1,0.500546,0.453778,[ 4 74] ; [ 7 84],[ 5.07692308 72.92307692] ; [ 5.92307692 85.07692308],0
a4,1,0.51308,0.42778,[18 60] ; [25 66],[19.84615385 58.15384615] ; [23.15384615 67.84615385],0
s1,1,0.531455,0.391608,[ 2 75] ; [ 4 87],[ 2.75 74.25] ; [ 3.25 87.75],0
p1,1,0.547709,0.361437,[10 68] ; [ 9 82],[ 8.76923077 69.23076923] ; [10.23076923 80.76923077],0
d3,1,0.565288,0.33063,[25 53] ; [33 58],[26.76923077 51.23076923] ; [31.23076923 59.76923077],0
p5,1,0.57094,0.321112,[12 66] ; [17 74],[13.38461538 64.61538462] ; [15.61538462 75.38461538],0
a1,1,0.614936,0.25305,[ 3 75] ; [ 5 86],[ 3.69230769 74.30769231] ; [ 4.30769231 86.69230769],0
p7,1,0.663125,0.18975,[57 20] ; [70 21],[58.20833333 18.79166667] ; [68.79166667 22.20833333],0
n1,1,0.668129,0.183799,[4 8] ; [ 7 10],[4.55172414 7.44827586] ; [ 6.44827586 10.55172414],0
d5,1,0.734074,0.115403,[46 32] ; [56 35],[47.07692308 30.92307692] ; [54.92307692 36.07692308],0
