Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,3e-06,21.850947,[ 1 16] ; [48 22],[9.57471264 7.42528736] ; [39.42528736 30.57471264],1
d3,1,0.000158,14.277722,[ 5 12] ; [54 16],[11.52873563  5.47126437] ; [47.47126437 22.52873563],1
d5,1,0.000285,13.165147,[9 8] ; [63  7],[14.06896552  2.93103448] ; [57.93103448 12.06896552],1
a7,1,0.002995,8.810272,[ 5 12] ; [48 22],[10.35632184  6.64367816] ; [42.64367816 27.35632184],0
b1,1,0.004917,7.909837,[13  4] ; [27 43],[7.81609195 9.18390805] ; [32.18390805 37.81609195],0
v3,1,0.007726,7.095901,[ 3 14] ; [37 32],[7.90697674 9.09302326] ; [32.09302326 36.90697674],0
s6,1,0.010764,6.503882,[ 5 10] ; [46 21],[9.32926829 5.67073171] ; [41.67073171 25.32926829],0
n6,1,0.020088,5.404256,[10  7] ; [59 11],[13.48275862  3.51724138] ; [55.51724138 14.48275862],0
d2,1,0.020701,5.351755,[ 3 14] ; [34 36],[7.22988506 9.77011494] ; [29.77011494 40.22988506],0
a4,1,0.028021,4.826749,[ 2 15] ; [28 42],[ 5.86206897 11.13793103] ; [24.13793103 45.86206897],0
a5,1,0.039214,4.251559,[ 6 11] ; [44 26],[9.77011494 7.22988506] ; [40.22988506 29.77011494],0
a3,1,0.055886,3.655462,[8 9] ; [50 20],[11.33333333  5.66666667] ; [46.66666667 23.33333333],0
p11,1,0.067216,3.349733,[10  7] ; [56 14],[12.89655172  4.10344828] ; [53.10344828 16.89655172],0
r4,1,0.103513,2.650568,[ 7 10] ; [44 26],[9.96551724 7.03448276] ; [41.03448276 28.96551724],0
s5,1,0.11739,2.451796,[ 2 14] ; [20 42],[ 4.51282051 11.48717949] ; [17.48717949 44.51282051],0
b5,1,0.123468,2.372769,[8 9] ; [47 23],[10.74712644  6.25287356] ; [44.25287356 25.74712644],0
n4,1,0.124454,2.360356,[10  7] ; [54 16],[12.50574713  4.49425287] ; [51.49425287 18.50574713],0
b2,1,0.14546,2.119222,[1 7] ; [18 28],[2.81481481 5.18518519] ; [16.18518519 29.81481481],0
b3,1,0.14546,2.119222,[1 7] ; [18 28],[2.81481481 5.18518519] ; [16.18518519 29.81481481],0
r3,1,0.17881,1.807487,[14  3] ; [65  5],[15.43678161  1.56321839] ; [63.56321839  6.43678161],0
p6,1,0.196351,1.669312,[ 5 12] ; [30 34],[7.34567901 9.65432099] ; [27.65432099 36.34567901],0
s7,1,0.224089,1.477993,[ 4 10] ; [31 36],[6.04938272 7.95061728] ; [28.95061728 38.04938272],0
p3,1,0.277243,1.180556,[ 6 11] ; [34 34],[8. 9.] ; [32. 36.],0
p2,1,0.305515,1.049964,[11  6] ; [53 16],[12.65116279  4.34883721] ; [51.34883721 17.65116279],0
b4,1,0.327256,0.959725,[9 8] ; [46 24],[10.74712644  6.25287356] ; [44.25287356 25.74712644],0
p4,1,0.327326,0.959448,[11  6] ; [35 33],[9.2 7.8] ; [36.8 31.2],0
p7,1,0.340559,0.908326,[12  5] ; [40 29],[10.27906977  6.72093023] ; [41.72093023 27.27906977],0
a2,1,0.349709,0.874512,[ 1 16] ; [10 60],[ 2.14942529 14.85057471] ; [ 8.85057471 61.14942529],0
p8,1,0.387784,0.745879,[ 6 11] ; [31 35],[7.57831325 9.42168675] ; [29.42168675 36.57831325],0
p9,1,0.416777,0.659386,[12  5] ; [55 14],[13.24418605  3.75581395] ; [53.75581395 15.24418605],0
p5,1,0.418654,0.65409,[ 1 16] ; [ 9 61],[ 1.95402299 15.04597701] ; [ 8.04597701 61.95402299],0
n2,1,0.428539,0.626779,[6 1] ; [17  7],[5.19354839 1.80645161] ; [17.80645161  6.19354839],0
a6,1,0.453303,0.562379,[8 9] ; [40 30],[9.37931034 7.62068966] ; [38.62068966 31.37931034],0
n5,1,0.455862,0.556036,[13  4] ; [47 23],[11.72413793  5.27586207] ; [48.27586207 21.72413793],0
s2,1,0.583763,0.30019,[ 7 10] ; [34 36],[8.01149425 8.98850575] ; [32.98850575 37.01149425],0
u3,1,0.598702,0.276958,[5 4] ; [ 9 11],[4.34482759 4.65517241] ; [ 9.65517241 10.34482759],0
r2,1,0.618187,0.248424,[12  4] ; [54 13],[12.72289157  3.27710843] ; [53.27710843 13.72289157],0
a8,1,0.648706,0.207536,[ 1 16] ; [ 6 58],[ 1.4691358 15.5308642] ; [ 5.5308642 58.4691358],0
v4,1,0.652886,0.202281,[13  3] ; [60 10],[13.58139535  2.41860465] ; [59.41860465 10.58139535],0
v1,1,0.682771,0.167024,[10  7] ; [43 24],[10.72619048  6.27380952] ; [42.27380952 24.72619048],0
n1,1,0.723582,0.125086,[2 4] ; [ 6 17],[1.65517241 4.34482759] ; [ 6.34482759 16.65517241],0
s3,1,0.786568,0.073316,[9 8] ; [34 35],[8.5 8.5] ; [34.5 34.5],0
s1,1,0.787842,0.072422,[ 1 16] ; [ 3 66],[ 0.79069767 16.20930233] ; [ 3.20930233 65.79069767],0
u2,1,0.884799,0.020993,[4 5] ; [ 9 10],[4.17857143 4.82142857] ; [ 8.82142857 10.17857143],0
s8,1,0.887244,0.020105,[ 6 11] ; [26 44],[ 6.25287356 10.74712644] ; [25.74712644 44.25287356],0
s4,1,0.960628,0.002437,[ 3 14] ; [12 58],[ 2.93103448 14.06896552] ; [12.06896552 57.93103448],0
p10,1,1.0,0.0,[12  5] ; [48 20],[12.  5.] ; [48. 20.],0
