Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000317,12.968589,[ 59 222] ; [14 13],[ 66.60064935 214.39935065] ; [ 6.39935065 20.60064935],1
s6,1,0.001067,10.707109,[117 166] ; [20  7],[125.06774194 157.93225806] ; [11.93225806 15.06774194],0
p6,1,0.007676,7.107488,[ 82 200] ; [15 13],[ 88.23870968 193.76129032] ; [ 8.76129032 19.23870968],0
u2,1,0.010582,6.534272,[54 37] ; [1 7],[50.55555556 40.44444444] ; [4.44444444 3.55555556],0
p2,1,0.026891,4.897806,[233  52] ; [18 10],[228.54632588  56.45367412] ; [22.45367412  5.54632588],0
p10,1,0.035269,4.432116,[213  70] ; [26  2],[217.48231511  65.51768489] ; [21.51768489  6.48231511],0
a6,1,0.039932,4.220754,[207  80] ; [15 13],[202.26666667  84.73333333] ; [19.73333333  8.26666667],0
a4,1,0.079759,3.069806,[131 155] ; [ 8 20],[126.60509554 159.39490446] ; [12.39490446 15.60509554],0
n6,1,0.09152,2.847424,[228  58] ; [26  2],[231.35031847  54.64968153] ; [22.64968153  5.35031847],0
d3,1,0.098115,2.735926,[192  95] ; [23  5],[195.88888889  91.11111111] ; [19.11111111  8.88888889],0
a8,1,0.124737,2.356804,[ 36 217] ; [ 1 26],[ 33.43214286 219.56785714] ; [ 3.56785714 23.43214286],0
p11,1,0.133266,2.254036,[221  66] ; [18 10],[217.75555556  69.24444444] ; [21.24444444  6.75555556],0
p9,1,0.13453,2.239439,[218  65] ; [25  3],[221.1221865  61.8778135] ; [21.8778135  6.1221865],0
b1,1,0.153547,2.036656,[111 176] ; [ 7 21],[107.51111111 179.48888889] ; [10.48888889 17.51111111],0
s7,1,0.185163,1.755693,[ 74 196] ; [11 17],[ 77.01342282 192.98657718] ; [ 7.98657718 20.01342282],0
a5,1,0.242872,1.363843,[218  69] ; [24  4],[220.48888889  66.51111111] ; [21.51111111  6.48888889],0
d2,1,0.273918,1.197019,[133 153] ; [10 18],[130.24840764 155.75159236] ; [12.75159236 15.24840764],0
p4,1,0.290859,1.115639,[153 131] ; [18 10],[155.65384615 128.34615385] ; [15.34615385 12.65384615],0
