Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2e-06,22.303945,[98  8] ; [42 24],[86.27906977 19.72093023] ; [53.72093023 12.27906977],1
s6,1,9e-06,19.768138,[70 35] ; [21 45],[55.87719298 49.12280702] ; [35.12280702 30.87719298],1
r4,1,0.000136,14.549922,[82 24] ; [33 34],[70.46242775 35.53757225] ; [44.53757225 22.46242775],1
s8,1,0.000207,13.763092,[38 68] ; [ 7 60],[27.57225434 78.42774566] ; [17.42774566 49.57225434],1
r3,1,0.000358,12.740709,[89 17] ; [40 27],[79.04046243 26.95953757] ; [49.95953757 17.04046243],1
p10,1,0.001146,10.57482,[56 46] ; [19 46],[45.80838323 56.19161677] ; [29.19161677 35.80838323],0
p2,1,0.002525,9.12248,[67 38] ; [27 40],[57.38372093 47.61627907] ; [36.61627907 30.38372093],0
n5,1,0.004803,7.952083,[69 37] ; [29 38],[60.04624277 45.95375723] ; [37.95375723 29.04624277],0
s7,1,0.006678,7.357659,[38 61] ; [11 50],[30.31875 68.68125] ; [18.68125 42.31875],0
p4,1,0.006889,7.301671,[46 58] ; [16 51],[37.70760234 66.29239766] ; [24.29239766 42.70760234],0
b5,1,0.008331,6.960958,[72 34] ; [32 35],[63.72254335 42.27745665] ; [40.27745665 26.72254335],0
n2,1,0.014723,5.949293,[32 11] ; [15 17],[26.94666667 16.05333333] ; [20.05333333 11.94666667],0
n4,1,0.023465,5.133775,[67 38] ; [31 36],[59.8255814 45.1744186] ; [38.1744186 28.8255814],0
d5,1,0.02451,5.058195,[84 22] ; [42 24],[77.65116279 28.34883721] ; [48.34883721 17.65116279],0
s5,1,0.024768,5.04,[31 74] ; [ 9 54],[25. 80.] ; [15. 48.],0
p9,1,0.028242,4.813232,[59 41] ; [27 38],[52.12121212 47.87878788] ; [33.87878788 31.12121212],0
s2,1,0.035033,4.443544,[47 59] ; [19 48],[40.43930636 65.56069364] ; [25.56069364 41.43930636],0
v2,1,0.051099,3.805038,[42 61] ; [16 46],[36.20606061 66.79393939] ; [21.79393939 40.20606061],0
s4,1,0.057569,3.606073,[25 81] ; [ 8 59],[20.21965318 85.78034682] ; [12.78034682 54.21965318],0
u1,1,0.060238,3.530818,[14 92] ; [ 3 64],[10.41618497 95.58381503] ; [ 6.58381503 60.41618497],0
a1,1,0.079162,3.08203,[  5 101] ; [ 8 59],[ 7.96531792 98.03468208] ; [ 5.03468208 61.96531792],0
p5,1,0.081828,3.028211,[ 8 97] ; [ 1 65],[ 5.52631579 99.47368421] ; [ 3.47368421 62.52631579],0
p7,1,0.091751,2.843374,[41 63] ; [18 49],[35.88304094 68.11695906] ; [23.11695906 43.88304094],0
r2,1,0.096055,2.76985,[93 11] ; [53 13],[89.31764706 14.68235294] ; [56.68235294  9.31764706],0
u2,1,0.097732,2.742165,[11 28] ; [13 14],[14.18181818 24.81818182] ; [ 9.81818182 17.18181818],0
