Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,35.67305,[47 75] ; [164  66],[73.13068182 48.86931818] ; [137.86931818  92.13068182],1
d3,1,0.0,31.674472,[48 74] ; [161  68],[72.64387464 49.35612536] ; [136.35612536  92.64387464],1
d5,1,8e-06,19.852537,[69 53] ; [182  48],[86.99431818 35.00568182] ; [164.00568182  65.99431818],1
r4,1,4.1e-05,16.846542,[81 41] ; [196  34],[96.00568182 25.99431818] ; [180.99431818  49.00568182],1
d4,1,0.000575,11.856683,[77 45] ; [184  46],[90.46022727 31.53977273] ; [170.53977273  59.46022727],1
r3,1,0.001342,10.284193,[95 27] ; [206  22],[104.92  17.08] ; [196.08  31.92],0
a2,1,0.002043,9.510179,[ 11 111] ; [ 51 179],[ 21.48863636 100.51136364] ; [ 40.51136364 189.48863636],0
d1,1,0.002393,9.220988,[44 78] ; [122 108],[57.53409091 64.46590909] ; [108.46590909 121.53409091],0
v4,1,0.003709,8.420958,[99 22] ; [212  18],[107.21082621  13.78917379] ; [203.78917379  26.21082621],0
u1,1,0.004274,8.163391,[  5 117] ; [ 32 198],[ 12.82386364 109.17613636] ; [ 24.17613636 205.82386364],0
r1,1,0.004436,8.096173,[70 52] ; [165  63],[81.91428571 40.08571429] ; [153.08571429  74.91428571],0
r2,1,0.007183,7.226505,[99 22] ; [207  19],[106.70317003  14.29682997] ; [199.29682997  26.70317003],0
p2,1,0.007534,7.14109,[85 36] ; [190  40],[94.8005698 26.1994302] ; [180.1994302  49.8005698],0
u3,1,0.01191,6.324228,[20 33] ; [48 32],[27.09774436 25.90225564] ; [40.90225564 39.09774436],0
b1,1,0.014485,5.978052,[61 61] ; [ 84 146],[50.25568182 71.74431818] ; [ 94.74431818 135.25568182],0
p10,1,0.015546,5.853456,[75 46] ; [169  58],[84.83908046 36.16091954] ; [159.16091954  67.83908046],0
p8,1,0.020604,5.359952,[46 76] ; [115 112],[56.28080229 65.71919771] ; [104.71919771 122.28080229],0
p4,1,0.023924,5.100144,[52 69] ; [128 102],[62.05128205 58.94871795] ; [117.94871795 112.05128205],0
b5,1,0.03138,4.632036,[63 59] ; [146  84],[72.4375 49.5625] ; [136.5625  93.4375],0
n3,1,0.036326,4.38174,[25 24] ; [45 19],[30.3539823 18.6460177] ; [39.6460177 24.3539823],0
p9,1,0.041584,4.15207,[82 38] ; [177  49],[89.8265896 30.1734104] ; [169.1734104  56.8265896],0
a5,1,0.090174,2.871268,[70 52] ; [153  77],[77.28977273 44.71022727] ; [145.71022727  84.28977273],0
s2,1,0.10386,2.645248,[43 78] ; [102 127],[50.12857143 70.87142857] ; [ 94.87142857 134.12857143],0
n1,1,0.124564,2.358974,[16 34] ; [30 35],[20. 30.] ; [26. 39.],0
a3,1,0.148153,2.09117,[69 52] ; [148  80],[75.23495702 45.76504298] ; [141.76504298  86.23495702],0
p1,1,0.155718,2.015327,[ 14 108] ; [ 16 212],[ 10.45714286 111.54285714] ; [ 19.54285714 208.45714286],0
n5,1,0.223358,1.482665,[89 32] ; [154  75],[84.00857143 36.99142857] ; [158.99142857  70.00857143],0
s5,1,0.224567,1.474943,[39 79] ; [ 60 164],[34.15789474 83.84210526] ; [ 64.84210526 159.15789474],0
p7,1,0.244817,1.352642,[61 60] ; [127  96],[66.12790698 54.87209302] ; [121.87209302 101.12790698],0
u2,1,0.272606,1.203588,[23 30] ; [43 38],[26.10447761 26.89552239] ; [39.89552239 41.10447761],0
s6,1,0.283804,1.148782,[62 55] ; [134  93],[66.6627907 50.3372093] ; [129.3372093  97.6627907],0
s7,1,0.340802,0.907414,[49 69] ; [ 79 139],[44.95238095 73.04761905] ; [ 83.04761905 134.95238095],0
n4,1,0.371689,0.798009,[79 43] ; [159  70],[82.72364672 39.27635328] ; [155.27635328  73.72364672],0
a8,1,0.376603,0.781761,[ 12 103] ; [ 30 187],[ 14.54819277 100.45180723] ; [ 27.45180723 189.54819277],0
p3,1,0.405767,0.69117,[44 78] ; [ 93 136],[47.61823362 74.38176638] ; [ 89.38176638 139.61823362],0
n6,1,0.424468,0.637912,[90 31] ; [179  50],[92.99714286 28.00285714] ; [176.00285714  52.99714286],0
b2,1,0.425485,0.635116,[30 49] ; [42 87],[27.34615385 51.65384615] ; [44.65384615 84.34615385],0
b3,1,0.425485,0.635116,[30 49] ; [42 87],[27.34615385 51.65384615] ; [44.65384615 84.34615385],0
a1,1,0.43415,0.611696,[  7 115] ; [  9 221],[  5.54545455 116.45454545] ; [ 10.45454545 219.54545455],0
p12,1,0.434668,0.610319,[  7 114] ; [  9 219],[  5.54727794 115.45272206] ; [ 10.45272206 217.54727794],0
s4,1,0.481868,0.494634,[28 93] ; [ 45 181],[25.45533141 95.54466859] ; [ 47.54466859 178.45533141],0
a4,1,0.510434,0.433177,[51 69] ; [ 89 140],[48.13753582 71.86246418] ; [ 91.86246418 137.13753582],0
v1,1,0.545682,0.365109,[36 84] ; [ 75 151],[38.49710983 81.50289017] ; [ 72.50289017 153.49710983],0
s8,1,0.615618,0.252075,[38 83] ; [ 78 151],[40.10285714 80.89714286] ; [ 75.89714286 153.10285714],0
n2,1,0.644774,0.212553,[31 19] ; [43 22],[32.17391304 17.82608696] ; [41.82608696 23.17391304],0
p6,1,0.655701,0.198787,[35 84] ; [ 73 157],[36.8252149 82.1747851] ; [ 71.1747851 158.8252149],0
b4,1,0.655983,0.19844,[67 55] ; [132  98],[68.97159091 53.02840909] ; [130.02840909  99.97159091],0
u4,1,0.683076,0.166684,[  1 121] ; [  3 227],[  1.38636364 120.61363636] ; [  2.61363636 227.38636364],0
d2,1,0.774444,0.08212,[52 68] ; [ 96 134],[50.74285714 69.25714286] ; [ 97.25714286 132.74285714],0
p11,1,0.81473,0.05491,[85 37] ; [163  67],[85.95454545 36.04545455] ; [162.04545455  67.95454545],0
p5,1,0.872123,0.025909,[ 10 111] ; [ 20 208],[ 10.40114613 110.59885387] ; [ 19.59885387 208.40114613],0
s3,1,0.901797,0.015226,[61 59] ; [118 111],[61.54727794 58.45272206] ; [117.45272206 111.54727794],0
