Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,56.425678,[65  1] ; [15 30],[47.56756757 18.43243243] ; [32.43243243 12.56756757],1
r1,1,0.0,43.648633,[60  7] ; [13 32],[43.66964286 23.33035714] ; [29.33035714 15.66964286],1
v4,1,0.0,34.076477,[62  3] ; [21 24],[49.04545455 15.95454545] ; [33.95454545 11.04545455],1
r2,1,3e-06,21.638127,[64  3] ; [26 17],[54.81818182 12.18181818] ; [35.18181818  7.81818182],1
p11,1,0.000239,13.492649,[40 27] ; [11 34],[30.50892857 36.49107143] ; [20.49107143 24.50892857],1
u3,1,0.000273,13.244358,[17  6] ; [ 3 15],[11.2195122 11.7804878] ; [8.7804878 9.2195122],1
p2,1,0.000991,10.844674,[45 22] ; [16 29],[36.49107143 30.50892857] ; [24.50892857 20.49107143],1
b5,1,0.003227,8.674673,[47 20] ; [19 26],[39.48214286 27.51785714] ; [26.51785714 18.48214286],0
s6,1,0.007994,7.034922,[31 35] ; [10 35],[24.37837838 41.62162162] ; [16.62162162 28.37837838],0
p8,1,0.011827,6.336693,[21 44] ; [ 5 39],[15.50458716 49.49541284] ; [10.49541284 33.50458716],0
s8,1,0.012398,6.253009,[19 48] ; [ 4 41],[13.75892857 53.24107143] ; [ 9.24107143 35.75892857],0
a1,1,0.016431,5.756114,[ 2 65] ; [ 7 38],[ 5.38392857 61.61607143] ; [ 3.61607143 41.38392857],0
d4,1,0.021881,5.255206,[52 13] ; [27 18],[46.68181818 18.31818182] ; [32.31818182 12.68181818],0
s2,1,0.024129,5.08531,[27 40] ; [ 9 36],[21.53571429 45.46428571] ; [14.46428571 30.53571429],0
p9,1,0.031894,4.60419,[41 23] ; [19 25],[35.55555556 28.44444444] ; [24.44444444 19.55555556],0
s3,1,0.035859,4.403818,[38 29] ; [16 28],[32.59459459 34.40540541] ; [21.40540541 22.59459459],0
b3,1,0.038667,4.275419,[ 6 26] ; [11 14],[ 9.54385965 22.45614035] ; [ 7.45614035 17.54385965],0
b2,1,0.038667,4.275419,[ 6 26] ; [11 14],[ 9.54385965 22.45614035] ; [ 7.45614035 17.54385965],0
b1,1,0.040786,4.184869,[27 40] ; [27 18],[32.30357143 34.69642857] ; [21.69642857 23.30357143],0
n3,1,0.050072,3.839031,[15  5] ; [11 13],[11.81818182  8.18181818] ; [14.18181818  9.81818182],0
d5,1,0.06121,3.504293,[48 18] ; [25 20],[43.40540541 22.59459459] ; [29.59459459 15.40540541],0
a5,1,0.069309,3.299317,[40 27] ; [19 26],[35.29464286 31.70535714] ; [23.70535714 21.29464286],0
a6,1,0.069893,3.285527,[45 21] ; [23 22],[40.43243243 25.56756757] ; [27.56756757 17.43243243],0
n5,1,0.093836,2.807297,[25 42] ; [24 21],[29.3125 37.6875] ; [19.6875 25.3125],0
p3,1,0.097693,2.7428,[18 49] ; [ 6 38],[14.48648649 52.51351351] ; [ 9.51351351 34.48648649],0
d3,1,0.098449,2.730496,[42 24] ; [21 23],[37.8 28.2] ; [25.2 18.8],0
u2,1,0.130826,2.282673,[15  7] ; [ 8 10],[12.65  9.35] ; [10.35  7.65],0
v1,1,0.134475,2.240073,[30 35] ; [14 30],[26.23853211 38.76146789] ; [17.76146789 26.23853211],0
p10,1,0.138354,2.196172,[34 30] ; [17 27],[30.22222222 33.77777778] ; [20.77777778 23.22222222],0
d2,1,0.156846,2.004378,[22 44] ; [21 24],[25.56756757 40.43243243] ; [17.43243243 27.56756757],0
n2,1,0.192657,1.697185,[16  6] ; [13 11],[13.86956522  8.13043478] ; [15.13043478  8.86956522],0
v2,1,0.204713,1.608429,[25 35] ; [13 31],[21.92307692 38.07692308] ; [16.07692308 27.92307692],0
s7,1,0.20784,1.586406,[20 41] ; [ 9 33],[17.17475728 43.82524272] ; [11.82524272 30.17475728],0
a8,1,0.214193,1.542857,[ 9 54] ; [ 3 42],[ 7. 56.] ; [ 5. 40.],0
v3,1,0.283076,1.152263,[16 44] ; [ 8 37],[13.71428571 46.28571429] ; [10.28571429 34.71428571],0
n1,1,0.33849,0.916141,[ 9 12] ; [ 7 17],[ 7.46666667 13.53333333] ; [ 8.53333333 15.46666667],0
p1,1,0.338521,0.916023,[ 4 62] ; [ 5 40],[ 5.35135135 60.64864865] ; [ 3.64864865 41.35135135],0
a7,1,0.345791,0.888841,[46 21] ; [27 18],[43.66964286 23.33035714] ; [29.33035714 15.66964286],0
s1,1,0.366649,0.814989,[ 3 62] ; [ 4 41],[ 4.13636364 60.86363636] ; [ 2.86363636 42.13636364],0
n4,1,0.512888,0.42817,[33 34] ; [25 20],[34.69642857 32.30357143] ; [23.30357143 21.69642857],0
s5,1,0.570318,0.32215,[11 51] ; [ 6 38],[ 9.94339623 52.05660377] ; [ 7.05660377 36.94339623],0
b4,1,0.610097,0.260033,[39 28] ; [24 21],[37.6875 29.3125] ; [25.3125 19.6875],0
p7,1,0.614295,0.253967,[22 41] ; [13 30],[20.80188679 42.19811321] ; [14.19811321 28.80188679],0
a3,1,0.643776,0.213838,[44 23] ; [27 17],[42.85585586 24.14414414] ; [28.14414414 15.85585586],0
d1,1,0.788859,0.071713,[27 40] ; [17 28],[26.32142857 40.67857143] ; [17.67857143 27.32142857],0
p5,1,0.791858,0.069642,[ 1 64] ; [ 1 44],[ 1.18181818 63.81818182] ; [ 0.81818182 44.18181818],0
a2,1,0.827006,0.047761,[ 8 59] ; [ 6 39],[ 8.375 58.625] ; [ 5.625 39.375],0
s4,1,0.850886,0.03534,[11 56] ; [ 8 37],[11.36607143 55.63392857] ; [ 7.63392857 37.36607143],0
p6,1,0.887422,0.020041,[ 8 55] ; [ 6 38],[ 8.24299065 54.75700935] ; [ 5.75700935 38.24299065],0
a4,1,0.913172,0.011889,[23 44] ; [15 30],[22.73214286 44.26785714] ; [15.26785714 29.73214286],0
