Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.280082,[63 25] ; [18 40],[48.82191781 39.17808219] ; [32.17808219 25.82191781],1
d4,1,0.000333,12.877294,[71 17] ; [30 27],[61.29655172 26.70344828] ; [39.70344828 17.29655172],1
a2,1,0.000922,10.978542,[21 67] ; [ 2 56],[13.8630137 74.1369863] ; [ 9.1369863 48.8630137],1
r3,1,0.00134,10.286938,[75 13] ; [36 22],[66.90410959 21.09589041] ; [44.09589041 13.90410959],0
a6,1,0.002184,9.38785,[59 29] ; [24 34],[50.02739726 37.97260274] ; [32.97260274 25.02739726],0
r4,1,0.002748,8.96788,[64 24] ; [28 30],[55.45205479 32.54794521] ; [36.54794521 21.45205479],0
d5,1,0.00373,8.410733,[66 22] ; [30 28],[57.8630137 30.1369863] ; [38.1369863 19.8630137],0
b5,1,0.004435,8.096608,[56 32] ; [23 35],[47.61643836 40.38356164] ; [31.38356164 26.61643836],0
d1,1,0.004754,7.970808,[45 43] ; [16 42],[36.76712329 51.23287671] ; [24.23287671 33.76712329],0
v4,1,0.00637,7.442517,[74 14] ; [36 20],[67.22222222 20.77777778] ; [42.77777778 13.22222222],0
a3,1,0.011528,6.381977,[56 31] ; [25 33],[48.6 38.4] ; [32.4 25.6],0
r1,1,0.012576,6.227818,[66 22] ; [32 26],[59.06849315 28.93150685] ; [38.93150685 19.06849315],0
a5,1,0.025008,5.02332,[56 32] ; [26 32],[49.42465753 38.57534247] ; [32.57534247 25.42465753],0
u1,1,0.027433,4.863348,[13 75] ; [ 2 56],[ 9.04109589 78.95890411] ; [ 5.95890411 52.04109589],0
r2,1,0.048745,3.884116,[76 12] ; [41 15],[71.5 16.5] ; [45.5 10.5],0
p4,1,0.064555,3.416304,[36 51] ; [15 42],[30.8125 56.1875] ; [20.1875 36.8125],0
p2,1,0.067873,3.33373,[50 38] ; [24 34],[44.60273973 43.39726027] ; [29.39726027 28.60273973],0
v2,1,0.075355,3.16235,[36 51] ; [15 41],[31.02797203 55.97202797] ; [19.97202797 36.02797203],0
s5,1,0.123228,2.37581,[10 78] ; [12 46],[13.26027397 74.73972603] ; [ 8.73972603 49.26027397],0
s4,1,0.130523,2.286277,[10 77] ; [12 46],[13.2 73.8] ; [ 8.8 49.2],0
s6,1,0.1307,2.284174,[35 53] ; [16 42],[30.73972603 57.26027397] ; [20.26027397 37.73972603],0
u3,1,0.174119,1.847122,[17 15] ; [12 21],[14.27692308 17.72307692] ; [14.72307692 18.27692308],0
p10,1,0.184318,1.762456,[20 67] ; [ 8 49],[16.91666667 70.08333333] ; [11.08333333 45.91666667],0
n4,1,0.191713,1.704405,[58 30] ; [32 26],[54.24657534 33.75342466] ; [35.75342466 22.24657534],0
n6,1,0.240705,1.376462,[55 32] ; [31 27],[51.6 35.4] ; [34.4 23.6],0
p6,1,0.271512,1.20909,[17 70] ; [ 7 49],[14.6013986 72.3986014] ; [ 9.3986014 46.6013986],0
a8,1,0.275548,1.188915,[ 9 73] ; [ 3 51],[ 7.23529412 74.76470588] ; [ 4.76470588 49.23529412],0
p8,1,0.366313,0.816135,[27 60] ; [14 44],[24.6 62.4] ; [16.4 41.6],0
v3,1,0.407603,0.68578,[24 63] ; [12 44],[21.9020979 65.0979021] ; [14.0979021 41.9020979],0
v1,1,0.407725,0.685426,[30 58] ; [16 42],[27.7260274 60.2739726] ; [18.2739726 39.7260274],0
n3,1,0.42561,0.634773,[20 13] ; [12 12],[18.52631579 14.47368421] ; [13.47368421 10.52631579],0
s1,1,0.428598,0.626619,[ 6 82] ; [ 6 51],[ 7.28275862 80.71724138] ; [ 4.71724138 52.28275862],0
a4,1,0.429025,0.625461,[34 54] ; [18 38],[31.77777778 56.22222222] ; [20.22222222 35.77777778],0
s7,1,0.502274,0.450127,[18 65] ; [ 9 44],[16.47794118 66.52205882] ; [10.52205882 42.47794118],0
s3,1,0.533065,0.388545,[31 57] ; [23 34],[32.77241379 55.22758621] ; [21.22758621 35.77241379],0
p5,1,0.534601,0.385638,[ 3 84] ; [ 1 57],[ 2.4 84.6] ; [ 1.6 56.4],0
b2,1,0.581186,0.304321,[17 34] ; [10 26],[15.82758621 35.17241379] ; [11.17241379 24.82758621],0
b3,1,0.581186,0.304321,[17 34] ; [10 26],[15.82758621 35.17241379] ; [11.17241379 24.82758621],0
b4,1,0.672452,0.178747,[50 38] ; [35 23],[51.23287671 36.76712329] ; [33.76712329 24.23287671],0
a1,1,0.685776,0.163696,[ 6 82] ; [ 3 55],[ 5.42465753 82.57534247] ; [ 3.57534247 54.42465753],0
b1,1,0.6866,0.16279,[47 41] ; [29 29],[45.80821918 42.19178082] ; [30.19178082 27.80821918],0
d2,1,0.70194,0.146461,[43 45] ; [26 31],[41.87586207 46.12413793] ; [27.12413793 29.87586207],0
n1,1,0.729159,0.119885,[12 21] ; [ 8 17],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
p3,1,0.731852,0.117418,[26 60] ; [16 42],[25.08333333 60.91666667] ; [16.91666667 41.08333333],0
n5,1,0.788041,0.072283,[46 42] ; [29 29],[45.20547945 42.79452055] ; [29.79452055 28.20547945],0
p7,1,0.852121,0.03475,[38 49] ; [24 33],[37.45833333 49.54166667] ; [24.54166667 32.45833333],0
p1,1,0.905535,0.014083,[ 8 79] ; [ 5 53],[ 7.8 79.2] ; [ 5.2 52.8],0
n2,1,0.912165,0.012168,[18 15] ; [14 11],[18.20689655 14.79310345] ; [13.79310345 11.20689655],0
u2,1,0.915879,0.011157,[13 18] ; [13 19],[12.79365079 18.20634921] ; [13.20634921 18.79365079],0
s2,1,0.923596,0.009198,[21 67] ; [14 43],[21.24137931 66.75862069] ; [13.75862069 43.24137931],0
p11,1,0.940626,0.005548,[40 48] ; [26 32],[39.78082192 48.21917808] ; [26.21917808 31.78082192],0
