Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.335011,[19 44] ; [68 14],[37.8 25.2] ; [49.2 32.8],1
r3,1,0.000412,12.475878,[56  7] ; [51 30],[46.8125 16.1875] ; [60.1875 20.8125],1
s4,1,0.001072,10.698463,[22 41] ; [10 72],[13.90344828 49.09655172] ; [18.09655172 63.90344828],0
n6,1,0.005143,7.828601,[31 32] ; [59 23],[39.10344828 23.89655172] ; [50.89655172 31.10344828],0
a8,1,0.006705,7.350441,[ 1 60] ; [11 62],[ 5.46268657 55.53731343] ; [ 6.53731343 66.46268657],0
n1,1,0.007149,7.235129,[ 5 21] ; [20 18],[10.15625 15.84375] ; [14.84375 23.15625],0
b3,1,0.013605,6.088667,[ 6 27] ; [21 26],[11.1375 21.8625] ; [15.8625 31.1375],0
b2,1,0.013605,6.088667,[ 6 27] ; [21 26],[11.1375 21.8625] ; [15.8625 31.1375],0
a1,1,0.027003,4.890613,[ 1 62] ; [ 9 73],[ 4.34482759 58.65517241] ; [ 5.65517241 76.34482759],0
a4,1,0.036076,4.393521,[18 45] ; [37 44],[24.0625 38.9375] ; [30.9375 50.0625],0
v2,1,0.080423,3.056341,[25 36] ; [21 57],[20.18705036 40.81294964] ; [25.81294964 52.18705036],0
d4,1,0.082807,3.008924,[50 13] ; [53 27],[45.37762238 17.62237762] ; [57.62237762 22.37762238],0
u1,1,0.106058,2.612002,[ 5 58] ; [14 68],[ 8.25517241 54.74482759] ; [10.74482759 71.25517241],0
a2,1,0.108326,2.578472,[ 8 55] ; [19 63],[11.73103448 51.26896552] ; [15.26896552 66.73103448],0
p6,1,0.127369,2.324284,[11 51] ; [23 57],[14.84507042 47.15492958] ; [19.15492958 60.84507042],0
a3,1,0.137184,2.209269,[36 27] ; [56 25],[40.25 22.75] ; [51.75 29.25],0
n3,1,0.157819,1.995,[17  8] ; [19 19],[14.28571429 10.71428571] ; [21.71428571 16.28571429],0
s7,1,0.160743,1.967218,[15 43] ; [28 47],[18.7518797 39.2481203] ; [24.2481203 50.7518797],0
r4,1,0.169908,1.883754,[46 17] ; [51 31],[42.14482759 20.85517241] ; [54.85517241 27.14482759],0
d5,1,0.184278,1.762784,[49 13] ; [56 25],[45.52447552 16.47552448] ; [59.47552448 21.52447552],0
s8,1,0.209284,1.576372,[12 51] ; [23 59],[15.20689655 47.79310345] ; [19.79310345 62.20689655],0
u3,1,0.210158,1.570338,[13 12] ; [ 9 17],[10.78431373 14.21568627] ; [11.21568627 14.78431373],0
p9,1,0.218531,1.51399,[28 33] ; [44 34],[31.5971223 29.4028777] ; [40.4028777 37.5971223],0
d3,1,0.252552,1.309132,[40 22] ; [44 36],[36.67605634 25.32394366] ; [47.32394366 32.67605634],0
p1,1,0.260232,1.267522,[ 3 60] ; [ 8 74],[ 4.77931034 58.22068966] ; [ 6.22068966 75.77931034],0
u2,1,0.261536,1.260606,[13 13] ; [ 9 17],[11. 15.] ; [11. 15.],0
b4,1,0.274855,1.192356,[38 25] ; [42 40],[34.75862069 28.24137931] ; [45.24137931 36.75862069],0
v4,1,0.339575,0.912034,[53 10] ; [63 18],[50.75 12.25] ; [65.25 15.75],0
s2,1,0.379129,0.773525,[26 37] ; [28 54],[23.46206897 39.53793103] ; [30.53793103 51.46206897],0
