Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.460061,[25 11] ; [14 53],[13.63106796 22.36893204] ; [25.36893204 41.63106796],1
s4,1,7.8e-05,15.605217,[16 20] ; [ 7 60],[ 8.03883495 27.96116505] ; [14.96116505 52.03883495],1
s6,1,0.003644,8.453168,[30  6] ; [36 30],[23.29411765 12.70588235] ; [42.70588235 23.29411765],0
s2,1,0.008975,6.827858,[22 14] ; [23 44],[15.72815534 20.27184466] ; [29.27184466 37.72815534],0
s5,1,0.012697,6.210859,[16 18] ; [15 51],[10.54 23.46] ; [20.46 45.54],0
s3,1,0.017968,5.599223,[23 13] ; [26 40],[17.29411765 18.70588235] ; [31.70588235 34.29411765],0
n5,1,0.029045,4.764916,[18 18] ; [19 48],[12.93203883 23.06796117] ; [24.06796117 42.93203883],0
n2,1,0.029096,4.761905,[13  1] ; [8 6],[10.5  3.5] ; [10.5  3.5],0
p4,1,0.035082,4.441194,[26 10] ; [34 33],[20.97087379 15.02912621] ; [39.02912621 27.97087379],0
u2,1,0.055234,3.675,[11  3] ; [17 18],[8. 6.] ; [20. 15.],0
p10,1,0.065515,3.391972,[31  5] ; [46 20],[27.17647059  8.82352941] ; [49.82352941 16.17647059],0
p7,1,0.073718,3.198227,[29  5] ; [44 20],[25.32653061  8.67346939] ; [47.67346939 16.32653061],0
v1,1,0.077408,3.118507,[19 16] ; [23 41],[14.84848485 20.15151515] ; [27.15151515 36.84848485],0
a2,1,0.080418,3.056444,[ 6 30] ; [ 4 63],[ 3.49514563 32.50485437] ; [ 6.50485437 60.49514563],0
p2,1,0.089353,2.885986,[33  3] ; [51 14],[29.94059406  6.05940594] ; [54.05940594 10.94059406],0
d5,1,0.109929,2.555247,[22 14] ; [51 16],[25.51456311 10.48543689] ; [47.48543689 19.51456311],0
v4,1,0.11186,2.527751,[35  1] ; [58  8],[32.82352941  3.17647059] ; [60.17647059  5.82352941],0
p9,1,0.131586,2.273687,[31  5] ; [49 18],[27.96116505  8.03883495] ; [52.03883495 14.96116505],0
p6,1,0.138369,2.195999,[17 19] ; [21 44],[13.54455446 22.45544554] ; [24.45544554 40.54455446],0
d3,1,0.149628,2.076038,[29  7] ; [45 22],[25.86407767 10.13592233] ; [48.13592233 18.86407767],0
n6,1,0.169197,1.890043,[26  9] ; [40 26],[22.87128713 12.12871287] ; [43.12871287 22.87128713],0
a3,1,0.195813,1.673331,[22 14] ; [32 35],[18.87378641 17.12621359] ; [35.12621359 31.87378641],0
u1,1,0.202148,1.626787,[ 4 32] ; [ 3 64],[ 2.44660194 33.55339806] ; [ 4.55339806 62.44660194],0
p1,1,0.202787,1.622187,[ 4 31] ; [ 3 62],[ 2.45 32.55] ; [ 4.55 60.45],0
v3,1,0.286854,1.134327,[12 23] ; [15 47],[ 9.74226804 25.25773196] ; [17.25773196 44.74226804],0
u3,1,0.366592,0.815185,[9 5] ; [17 17],[7.58333333 6.41666667] ; [18.41666667 15.58333333],0
b1,1,0.391733,0.733555,[12 24] ; [17 50],[10.13592233 25.86407767] ; [18.86407767 48.13592233],0
a7,1,0.402224,0.701668,[29  7] ; [49 18],[27.26213592  8.73786408] ; [50.73786408 16.26213592],0
r1,1,0.408411,0.683423,[27  9] ; [45 22],[25.16504854 10.83495146] ; [46.83495146 20.16504854],0
r3,1,0.531832,0.39089,[32  4] ; [62  5],[32.85436893  3.14563107] ; [61.14563107  5.85436893],0
a6,1,0.55975,0.340137,[21 15] ; [43 24],[22.36893204 13.63106796] ; [41.63106796 25.36893204],0
r4,1,0.597858,0.278239,[28  8] ; [55 12],[29.00970874  6.99029126] ; [53.99029126 13.00970874],0
d2,1,0.599663,0.275504,[12 24] ; [19 48],[10.83495146 25.16504854] ; [20.16504854 46.83495146],0
b3,1,0.60293,0.270599,[ 8 13] ; [ 9 20],[ 7.14 13.86] ; [ 9.86 19.14],0
b2,1,0.60293,0.270599,[ 8 13] ; [ 9 20],[ 7.14 13.86] ; [ 9.86 19.14],0
p3,1,0.612326,0.256801,[18 18] ; [30 37],[16.77669903 19.22330097] ; [31.22330097 35.77669903],0
p12,1,0.649555,0.206462,[ 3 33] ; [ 4 63],[ 2.44660194 33.55339806] ; [ 4.55339806 62.44660194],0
b4,1,0.666289,0.185974,[22 14] ; [38 29],[20.97087379 15.02912621] ; [39.02912621 27.97087379],0
n1,1,0.685734,0.163743,[5 9] ; [ 4 10],[4.5 9.5] ; [4.5 9.5],0
n3,1,0.698791,0.149733,[9 5] ; [8 6],[8.5 5.5] ; [8.5 5.5],0
d4,1,0.728168,0.120801,[29  7] ; [52 15],[28.31067961  7.68932039] ; [52.68932039 14.31067961],0
b5,1,0.758318,0.094673,[22 14] ; [43 24],[22.7184466 13.2815534] ; [42.2815534 24.7184466],0
a5,1,0.800686,0.063736,[24 12] ; [43 24],[23.41747573 12.58252427] ; [43.58252427 23.41747573],0
d1,1,0.812152,0.056478,[17 19] ; [30 37],[16.42718447 19.57281553] ; [30.57281553 36.42718447],0
p11,1,0.84944,0.036036,[28  8] ; [51 16],[27.61165049  8.38834951] ; [51.38834951 15.61165049],0
p5,1,0.891821,0.018496,[ 3 33] ; [ 5 61],[ 2.82352941 33.17647059] ; [ 5.17647059 60.82352941],0
a4,1,0.899455,0.015964,[ 9 27] ; [16 51],[ 8.73786408 27.26213592] ; [16.26213592 50.73786408],0
r2,1,0.900469,0.015642,[32  4] ; [59  8],[31.80582524  4.19417476] ; [59.19417476  7.80582524],0
a8,1,0.934819,0.006688,[ 1 31] ; [ 2 56],[ 1.06666667 30.93333333] ; [ 1.93333333 56.06666667],0
v2,1,0.949838,0.003958,[18 17] ; [33 32],[17.85 17.15] ; [33.15 31.85],0
a1,1,0.952431,0.003559,[ 1 35] ; [ 2 65],[ 1.04854369 34.95145631] ; [ 1.95145631 65.04854369],0
