Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,56.15262,[ 27 488] ; [24 54],[ 44.29173693 470.70826307] ; [ 6.70826307 71.29173693],1
p12,1,0.0,42.239416,[ 36 480] ; [24 54],[ 52.12121212 463.87878788] ; [ 7.87878788 70.12121212],1
s5,1,0.0,32.163419,[172 333] ; [49 22],[193.75868056 311.24131944] ; [27.24131944 43.75868056],1
p6,1,0.0,26.738457,[181 331] ; [51 26],[201.67062818 310.32937182] ; [30.32937182 46.67062818],1
p3,1,0.0,25.279561,[258 259] ; [62 15],[278.51851852 238.48148148] ; [41.48148148 35.51851852],1
p4,1,3e-06,21.612587,[315 200] ; [68  9],[333.18412162 181.81587838] ; [49.81587838 27.18412162],1
p8,1,1.7e-05,18.511386,[281 230] ; [63 15],[298.44482173 212.55517827] ; [45.55517827 32.44482173],1
s7,1,0.000174,14.094641,[253 243] ; [55 19],[268.01403509 227.98596491] ; [39.98596491 34.01403509],1
v3,1,0.000269,13.2747,[202 299] ; [47 28],[216.578125 284.421875] ; [32.421875 42.578125],1
u4,1,0.000482,12.183432,[  5 513] ; [ 5 73],[  8.69127517 509.30872483] ; [ 1.30872483 76.69127517],1
s8,1,0.002103,9.457062,[242 274] ; [50 26],[254.51351351 261.48648649] ; [37.48648649 38.51351351],0
p7,1,0.004161,8.211991,[342 163] ; [63 12],[352.62931034 152.37068966] ; [52.37068966 22.62931034],0
a1,1,0.004175,8.205929,[ 17 501] ; [ 8 70],[ 21.72818792 496.27181208] ; [ 3.27181208 74.72818792],0
v1,1,0.011254,6.424715,[281 224] ; [54 22],[291.17900172 213.82099828] ; [43.82099828 32.17900172],0
b5,1,0.012525,6.235048,[310 208] ; [35 43],[299.84899329 218.15100671] ; [45.15100671 32.84899329],0
n5,1,0.013978,6.040892,[399 115] ; [70  8],[407.20608108 106.79391892] ; [61.79391892 16.20608108],0
r3,1,0.014254,6.006436,[503  13] ; [71  6],[499.46711636  16.53288364] ; [74.53288364  2.46711636],0
s6,1,0.019042,5.497621,[360 154] ; [60 12],[368.39590444 145.60409556] ; [51.60409556 20.39590444],0
a3,1,0.021127,5.316316,[381 135] ; [67 11],[389.17171717 126.82828283] ; [58.82828283 19.17171717],0
n4,1,0.030012,4.708592,[411 107] ; [70  8],[418.05033557  99.94966443] ; [62.94966443 15.05033557],0
d2,1,0.047514,3.927084,[253 264] ; [47 30],[261.11111111 255.88888889] ; [38.88888889 38.11111111],0
p9,1,0.058103,3.59071,[482  35] ; [77  1],[485.71932773  31.28067227] ; [73.28067227  4.71932773],0
s1,1,0.065237,3.398972,[ 13 497] ; [ 5 73],[ 15.6122449 494.3877551] ; [ 2.3877551 75.6122449],0
p11,1,0.077265,3.121508,[431  87] ; [71  7],[436.30201342  81.69798658] ; [65.69798658 12.30201342],0
v4,1,0.079746,3.070063,[505  10] ; [73  4],[502.82094595  12.17905405] ; [75.17905405  1.82094595],0
r4,1,0.098354,2.732039,[499  19] ; [72  6],[496.27181208  21.72818792] ; [74.72818792  3.27181208],0
b2,1,0.099136,2.719396,[107 188] ; [29 32],[112.69662921 182.30337079] ; [23.30337079 37.69662921],0
b3,1,0.099136,2.719396,[107 188] ; [29 32],[112.69662921 182.30337079] ; [23.30337079 37.69662921],0
n6,1,0.101709,2.678538,[447  67] ; [72  5],[451.38071066  62.61928934] ; [67.61928934  9.38071066],0
n2,1,0.145157,2.122421,[71 25] ; [12  1],[73.10091743 22.89908257] ; [9.89908257 3.10091743],0
n1,1,0.147621,2.096666,[32 64] ; [7 6],[34.34862385 61.65137615] ; [4.65137615 8.34862385],0
n3,1,0.271471,1.2093,[72 23] ; [8 5],[70.37037037 24.62962963] ; [9.62962963 3.37037037],0
s3,1,0.279248,1.170744,[296 215] ; [49 27],[300.33219761 210.66780239] ; [44.66780239 31.33219761],0
p2,1,0.297479,1.085461,[448  68] ; [71  7],[450.84848485  65.15151515] ; [68.15151515  9.84848485],0
r2,1,0.305564,1.049752,[497  15] ; [74  4],[495.51186441  16.48813559] ; [75.48813559  2.51186441],0
a5,1,0.316297,1.004197,[406 112] ; [65 13],[409.3590604 108.6409396] ; [61.6409396 16.3590604],0
b1,1,0.381597,0.765552,[186 332] ; [32 46],[189.46979866 328.53020134] ; [28.53020134 49.46979866],0
a6,1,0.382147,0.763783,[374 143] ; [52 25],[370.77777778 146.22222222] ; [55.22222222 21.77777778],0
d3,1,0.384277,0.756975,[381 137] ; [53 24],[377.83529412 140.16470588] ; [56.16470588 20.83529412],0
s2,1,0.408847,0.68215,[274 239] ; [45 32],[277.36779661 235.63220339] ; [41.63220339 35.36779661],0
a8,1,0.428716,0.6263,[ 64 406] ; [12 58],[ 66.14814815 403.85185185] ; [ 9.85185185 60.14814815],0
d1,1,0.54477,0.366771,[327 191] ; [52 26],[329.39932886 188.60067114] ; [49.60067114 28.39932886],0
b4,1,0.58195,0.303092,[295 223] ; [47 31],[297.24161074 220.75838926] ; [44.75838926 33.24161074],0
u1,1,0.596013,0.281052,[106 412] ; [18 60],[107.77181208 410.22818792] ; [16.22818792 61.77181208],0
u2,1,0.61461,0.253516,[84 51] ; [6 5],[83.21917808 51.78082192] ; [6.78082192 4.21917808],0
a2,1,0.644308,0.213153,[139 379] ; [19 59],[137.32214765 380.67785235] ; [20.67785235 57.32214765],0
v2,1,0.716634,0.131741,[306 189] ; [48 27],[307.42105263 187.57894737] ; [46.57894737 28.42105263],0
s4,1,0.736412,0.113305,[ 89 424] ; [12 64],[ 87.96774194 425.03225806] ; [13.03225806 62.96774194],0
