Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,59.402011,[145  89] ; [ 33 118],[108.18701299 125.81298701] ; [69.81298701 81.18701299],1
v1,1,0.0,37.090436,[173  61] ; [65 86],[144.65454545  89.34545455] ; [93.34545455 57.65454545],1
a3,1,5.4e-05,16.289844,[198  39] ; [100  52],[181.55784062  55.44215938] ; [116.44215938  35.55784062],1
s4,1,0.001008,10.812428,[ 30 206] ; [ 39 112],[ 42.07751938 193.92248062] ; [ 26.92248062 124.07751938],0
a5,1,0.001508,10.068444,[200  38] ; [108  45],[187.47826087  50.52173913] ; [120.52173913  32.47826087],0
r1,1,0.001679,9.870847,[205  32] ; [113  40],[193.24615385  43.75384615] ; [124.75384615  28.24615385],0
r4,1,0.008422,6.941546,[226  12] ; [134  19],[219.13043478  18.86956522] ; [140.86956522  12.13043478],0
a2,1,0.009061,6.81076,[ 77 161] ; [ 31 122],[ 65.73913043 172.26086957] ; [ 42.26086957 110.73913043],0
n5,1,0.009431,6.739377,[198  38] ; [111  41],[187.94845361  48.05154639] ; [121.05154639  30.94845361],0
p10,1,0.00963,6.702089,[215  21] ; [125  27],[206.80412371  29.19587629] ; [133.19587629  18.80412371],0
d5,1,0.010623,6.527239,[213  25] ; [122  30],[204.43589744  33.56410256] ; [130.56410256  21.43589744],0
d1,1,0.010709,6.513057,[164  74] ; [86 67],[152.17391304  85.82608696] ; [97.82608696 55.17391304],0
n2,1,0.018122,5.584271,[26  5] ; [15 12],[21.9137931  9.0862069] ; [19.0862069  7.9137931],0
p11,1,0.023744,5.113222,[206  32] ; [119  34],[197.82608696  40.17391304] ; [127.17391304  25.82608696],0
n4,1,0.027109,4.883874,[206  31] ; [120  33],[198.10769231  38.89230769] ; [127.89230769  25.10769231],0
d2,1,0.034005,4.494435,[135 103] ; [70 83],[124.7826087 113.2173913] ; [80.2173913 72.7826087],0
u1,1,0.036361,4.380103,[ 62 176] ; [ 26 127],[ 53.56521739 184.43478261] ; [ 34.43478261 118.56521739],0
d4,1,0.042372,4.120268,[209  29] ; [122  30],[201.99487179  36.00512821] ; [129.00512821  22.99487179],0
b3,1,0.044991,4.018973,[70 88] ; [30 65],[62.45059289 95.54940711] ; [37.54940711 57.45059289],0
b2,1,0.044991,4.018973,[70 88] ; [30 65],[62.45059289 95.54940711] ; [37.54940711 57.45059289],0
s8,1,0.046611,3.959377,[131 104] ; [69 83],[121.44702842 113.55297158] ; [78.55297158 73.44702842],0
r2,1,0.049081,3.87258,[229   7] ; [140  11],[225.02325581  10.97674419] ; [143.97674419   7.02325581],0
a8,1,0.059549,3.549909,[ 33 180] ; [ 12 127],[ 27.23011364 185.76988636] ; [ 17.76988636 121.23011364],0
n3,1,0.06273,3.463689,[27  4] ; [18  9],[24.05172414  6.94827586] ; [20.94827586  6.05172414],0
p7,1,0.088074,2.909231,[195  41] ; [114  37],[188.43410853  47.56589147] ; [120.56589147  30.43410853],0
p12,1,0.088436,2.90261,[ 32 205] ; [ 12 140],[ 26.80719794 210.19280206] ; [ 17.19280206 134.80719794],0
d3,1,0.100118,2.703659,[177  61] ; [102  51],[169.82608696  68.17391304] ; [109.17391304  43.82608696],0
u4,1,0.118904,2.431698,[  7 231] ; [  1 152],[  4.86956522 233.13043478] ; [  3.13043478 149.86956522],0
a7,1,0.145942,2.114161,[180  57] ; [106  47],[173.8  63.2] ; [112.2  40.8],0
r3,1,0.15045,2.067684,[230   7] ; [143   9],[227.25192802   9.74807198] ; [145.74807198   6.25192802],0
n6,1,0.15055,2.06667,[212  24] ; [130  23],[207.48586118  28.51413882] ; [134.51413882  18.48586118],0
p9,1,0.158432,1.989131,[219  18] ; [134  18],[215.06683805  21.93316195] ; [137.93316195  14.06683805],0
b1,1,0.175687,1.833739,[ 97 141] ; [73 80],[103.47826087 134.52173913] ; [66.52173913 86.47826087],0
s7,1,0.180031,1.797366,[138  86] ; [78 65],[131.83651226  92.16348774] ; [84.16348774 58.83651226],0
b4,1,0.205159,1.605259,[143  95] ; [82 71],[136.95652174 101.04347826] ; [88.04347826 64.95652174],0
n1,1,0.245594,1.348197,[15 16] ; [ 9 18],[12.82758621 18.17241379] ; [11.17241379 15.82758621],0
a4,1,0.246755,1.341584,[118 119] ; [67 86],[112.42307692 124.57692308] ; [72.57692308 80.42307692],0
a6,1,0.331082,0.944663,[169  68] ; [102  51],[164.68461538  72.31538462] ; [106.31538462  46.68461538],0
v4,1,0.400635,0.706421,[230   7] ; [146   7],[228.49230769   8.50769231] ; [147.50769231   5.49230769],0
s5,1,0.423438,0.640754,[ 98 128] ; [58 90],[ 94.26737968 131.73262032] ; [61.73262032 86.26737968],0
s3,1,0.465501,0.532635,[135 100] ; [93 59],[138.4496124  96.5503876] ; [89.5503876 62.4496124],0
p8,1,0.530697,0.393056,[167  69] ; [103  49],[164.22680412  71.77319588] ; [105.77319588  46.22680412],0
b5,1,0.636028,0.223975,[138 100] ; [85 68],[135.73913043 102.26086957] ; [87.26086957 65.73913043],0
p1,1,0.667546,0.184486,[ 29 208] ; [ 21 132],[ 30.38461538 206.61538462] ; [ 19.61538462 133.38461538],0
