Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,43.623205,[ 6 40] ; [53 17],[23.39655172 22.60344828] ; [35.60344828 34.39655172],1
d5,1,0.0,29.803486,[26 20] ; [68  2],[37.27586207  8.72413793] ; [56.72413793 13.27586207],1
d3,1,0.0,27.329348,[21 25] ; [63  7],[33.31034483 12.68965517] ; [50.68965517 19.31034483],1
a5,1,1.1e-05,19.35755,[21 25] ; [59 11],[31.72413793 14.27586207] ; [48.27586207 21.72413793],1
a3,1,2.9e-05,17.513996,[22 24] ; [59 11],[32.12068966 13.87931034] ; [48.87931034 21.12068966],1
a2,1,0.000259,13.344616,[ 2 44] ; [23 47],[ 9.9137931 36.0862069] ; [15.0862069 54.9137931],1
p4,1,0.000362,12.716872,[19 27] ; [52 18],[28.15517241 17.84482759] ; [42.84482759 27.15517241],1
u1,1,0.000699,11.490831,[ 2 44] ; [21 49],[ 9.12068966 36.87931034] ; [13.87931034 56.12068966],1
s8,1,0.000791,11.261964,[17 29] ; [48 22],[25.77586207 20.22413793] ; [39.22413793 30.77586207],1
p6,1,0.00204,9.512934,[11 34] ; [37 32],[18.94736842 26.05263158] ; [29.05263158 39.94736842],0
a4,1,0.00299,8.813857,[14 32] ; [41 29],[21.81034483 24.18965517] ; [33.18965517 36.81034483],0
p10,1,0.009851,6.661591,[31 14] ; [61  8],[36.31578947  8.68421053] ; [55.68421053 13.31578947],0
p5,1,0.044918,4.021732,[ 1 45] ; [ 9 61],[ 3.96551724 42.03448276] ; [ 6.03448276 63.96551724],0
v2,1,0.058638,3.575504,[16 29] ; [36 31],[20.89285714 24.10714286] ; [31.10714286 35.89285714],0
r1,1,0.059267,3.557766,[32 14] ; [59 11],[36.0862069  9.9137931] ; [54.9137931 15.0862069],0
r2,1,0.061933,3.484848,[42  4] ; [68  1],[44.  2.] ; [66.  3.],0
b3,1,0.068315,3.323043,[ 2 21] ; [11 28],[ 4.82258065 18.17741935] ; [ 8.17741935 30.82258065],0
b2,1,0.068315,3.323043,[ 2 21] ; [11 28],[ 4.82258065 18.17741935] ; [ 8.17741935 30.82258065],0
a6,1,0.06848,3.319084,[26 20] ; [51 19],[30.53448276 15.46551724] ; [46.46551724 23.53448276],0
p3,1,0.080968,3.045369,[20 26] ; [42 28],[24.5862069 21.4137931] ; [37.4137931 32.5862069],0
n2,1,0.092011,2.838828,[12  1] ; [12  6],[10.06451613  2.93548387] ; [13.93548387  4.06451613],0
u3,1,0.127667,2.320642,[16  8] ; [10  1],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
s6,1,0.147938,2.093381,[37  6] ; [64  4],[39.12612613  3.87387387] ; [61.87387387  6.12612613],0
p12,1,0.15185,2.053571,[ 1 45] ; [ 6 63],[ 2.8 43.2] ; [ 4.2 64.8],0
r4,1,0.15374,2.034748,[38  8] ; [64  6],[40.44827586  5.55172414] ; [61.55172414  8.44827586],0
n1,1,0.154833,2.023979,[ 2 11] ; [ 7 11],[3.77419355 9.22580645] ; [ 5.22580645 12.77419355],0
n4,1,0.15559,2.016576,[27 19] ; [50 20],[30.53448276 15.46551724] ; [46.46551724 23.53448276],0
p9,1,0.198919,1.650293,[35  9] ; [61  8],[37.38053097  6.61946903] ; [58.61946903 10.38053097],0
u2,1,0.207196,1.590909,[12 12] ; [8 3],[13.71428571 10.28571429] ; [6.28571429 4.71428571],0
s5,1,0.25417,1.300237,[21 21] ; [38 24],[23.82692308 18.17307692] ; [35.17307692 26.82692308],0
v3,1,0.310574,1.028235,[11 34] ; [23 46],[13.42105263 31.57894737] ; [20.57894737 48.42105263],0
p8,1,0.337018,0.921742,[21 24] ; [38 30],[23.49557522 21.50442478] ; [35.50442478 32.49557522],0
n6,1,0.339399,0.912698,[34 11] ; [58 12],[36.  9.] ; [56. 14.],0
n3,1,0.35409,0.858745,[9 4] ; [15  3],[10.06451613  2.93548387] ; [13.93548387  4.06451613],0
v4,1,0.370146,0.803175,[44  1] ; [66  4],[43.04347826  1.95652174] ; [66.95652174  3.04347826],0
s7,1,0.386972,0.748436,[30 15] ; [49 17],[32.02702703 12.97297297] ; [46.97297297 19.02702703],0
s2,1,0.398774,0.71202,[39  7] ; [63  7],[40.44827586  5.55172414] ; [61.55172414  8.44827586],0
p2,1,0.409719,0.679615,[36 10] ; [59 11],[37.67241379  8.32758621] ; [57.32758621 12.67241379],0
a7,1,0.434846,0.609846,[29 17] ; [49 21],[30.93103448 15.06896552] ; [47.06896552 22.93103448],0
p7,1,0.490915,0.474521,[27 16] ; [47 21],[28.66666667 14.33333333] ; [45.33333333 22.66666667],0
v1,1,0.505004,0.444406,[19 26] ; [34 36],[20.73913043 24.26086957] ; [32.26086957 37.73913043],0
s1,1,0.554735,0.348902,[ 2 43] ; [ 5 65],[ 2.73913043 42.26086957] ; [ 4.26086957 65.73913043],0
a8,1,0.565646,0.330023,[ 3 39] ; [ 3 63],[ 2.33333333 39.66666667] ; [ 3.66666667 62.33333333],0
r3,1,0.587847,0.29372,[42  3] ; [66  3],[42.63157895  2.36842105] ; [65.36842105  3.63157895],0
p1,1,0.679403,0.170798,[ 5 41] ; [ 6 64],[ 4.36206897 41.63793103] ; [ 6.63793103 63.36206897],0
b5,1,0.768495,0.086639,[27 19] ; [43 27],[27.75862069 18.24137931] ; [42.24137931 27.75862069],0
a1,1,0.820587,0.051434,[ 1 45] ; [ 2 68],[ 1.18965517 44.81034483] ; [ 1.81034483 68.18965517],0
p11,1,0.895149,0.017369,[33 13] ; [51 19],[33.31034483 12.68965517] ; [50.68965517 19.31034483],0
n5,1,0.960197,0.002491,[32 14] ; [49 21],[32.12068966 13.87931034] ; [48.87931034 21.12068966],0
b4,1,0.989397,0.000177,[27 19] ; [41 29],[26.96551724 19.03448276] ; [41.03448276 28.96551724],0
b1,1,0.989397,0.000177,[19 27] ; [29 41],[19.03448276 26.96551724] ; [28.96551724 41.03448276],0
