Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,9e-06,19.794761,[82 21] ; [23 29],[69.77419355 33.22580645] ; [35.22580645 16.77419355],1
n6,1,0.739379,0.110673,[78 24] ; [41 11],[78.81818182 23.18181818] ; [40.18181818 11.81818182],0
a8,1,0.752321,0.099591,[ 9 91] ; [ 5 42],[ 9.52380952 90.47619048] ; [ 4.47619048 42.52380952],0
r4,1,0.781167,0.077172,[61 42] ; [32 20],[61.8 41.2] ; [31.2 20.8],0
v3,1,0.801614,0.063131,[31 68] ; [17 34],[31.68 67.32] ; [16.32 34.68],0
v2,1,0.814212,0.055223,[47 53] ; [25 26],[47.68211921 52.31788079] ; [24.31788079 26.68211921],0
b2,1,0.858199,0.031922,[26 38] ; [12 19],[25.6 38.4] ; [12.4 18.6],0
b3,1,0.858199,0.031922,[26 38] ; [12 19],[25.6 38.4] ; [12.4 18.6],0
p11,1,0.871473,0.026175,[74 29] ; [38 14],[74.42580645 28.57419355] ; [37.57419355 14.42580645],0
v1,1,0.871644,0.026105,[42 56] ; [23 29],[42.46666667 55.53333333] ; [22.53333333 29.46666667],0
d3,1,0.871719,0.026074,[68 35] ; [33 18],[67.55194805 35.44805195] ; [33.44805195 17.55194805],0
p8,1,0.884507,0.0211,[38 62] ; [20 31],[38.41059603 61.58940397] ; [19.58940397 31.41059603],0
b5,1,0.942337,0.005232,[64 39] ; [32 20],[63.79354839 39.20645161] ; [32.20645161 19.79354839],0
