Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,9e-06,19.794761,[82 21] ; [23 29],[69.77419355 33.22580645] ; [35.22580645 16.77419355],1
a4,1,1.3e-05,19.010484,[55 47] ; [ 9 43],[42.38961039 59.61038961] ; [21.61038961 30.38961039],1
d1,1,0.000187,13.954858,[70 33] ; [19 33],[59.14193548 43.85806452] ; [29.85806452 22.14193548],1
a6,1,0.001257,10.404371,[73 30] ; [23 29],[63.79354839 39.20645161] ; [32.20645161 19.79354839],0
d2,1,0.002607,9.064287,[57 44] ; [16 36],[48.18954248 52.81045752] ; [24.81045752 27.18954248],0
d4,1,0.00623,7.482645,[90 13] ; [36 16],[83.72903226 19.27096774] ; [42.27096774  9.72903226],0
n5,1,0.049919,3.844162,[73 29] ; [29 23],[67.55844156 34.44155844] ; [34.44155844 17.55844156],0
n4,1,0.057205,3.616612,[75 28] ; [30 22],[69.77419355 33.22580645] ; [35.22580645 16.77419355],0
s8,1,0.060432,3.525487,[37 66] ; [11 41],[31.89677419 71.10322581] ; [16.10322581 35.89677419],0
p2,1,0.071205,3.255013,[67 34] ; [41 10],[71.76315789 29.23684211] ; [36.23684211 14.76315789],0
p12,1,0.082157,3.0217,[  2 100] ; [ 4 48],[ 3.97402597 98.02597403] ; [ 2.02597403 49.97402597],0
s2,1,0.097518,2.745667,[48 55] ; [17 35],[43.19354839 59.80645161] ; [21.80645161 30.19354839],0
r2,1,0.118124,2.442025,[84 13] ; [39 12],[80.61486486 16.38513514] ; [42.38513514  8.61486486],0
a1,1,0.147298,2.100011,[11 92] ; [ 2 50],[ 8.63870968 94.36129032] ; [ 4.36129032 47.63870968],0
b4,1,0.149281,2.079583,[59 44] ; [36 16],[63.12903226 39.87096774] ; [31.87096774 20.12903226],0
u2,1,0.178531,1.809809,[ 9 12] ; [18 11],[11.34  9.66] ; [15.66 13.34],0
u1,1,0.197229,1.662774,[10 93] ; [ 2 50],[ 7.97419355 95.02580645] ; [ 4.02580645 47.97419355],0
b1,1,0.232423,1.425973,[48 55] ; [19 33],[44.52258065 58.47741935] ; [22.47741935 29.52258065],0
p4,1,0.233401,1.420016,[53 48] ; [22 30],[49.50980392 51.49019608] ; [25.49019608 26.50980392],0
p3,1,0.236519,1.40122,[49 52] ; [20 32],[45.54901961 55.45098039] ; [23.45098039 28.54901961],0
s6,1,0.24754,1.337137,[56 44] ; [23 27],[52.66666667 47.33333333] ; [26.33333333 23.66666667],0
s7,1,0.254337,1.299323,[40 56] ; [16 34],[36.82191781 59.17808219] ; [19.17808219 30.82191781],0
p9,1,0.256359,1.288313,[81 20] ; [36 14],[78.25827815 22.74172185] ; [38.74172185 11.25827815],0
s4,1,0.268833,1.222694,[18 85] ; [13 39],[20.6 82.4] ; [10.4 41.6],0
n2,1,0.300662,1.071255,[29 10] ; [9 6],[27.44444444 11.55555556] ; [10.55555556  4.44444444],0
p1,1,0.329756,0.949857,[11 92] ; [ 3 48],[ 9.36363636 93.63636364] ; [ 4.63636364 46.36363636],0
r3,1,0.334652,0.930814,[85 18] ; [46  6],[87.0516129 15.9483871] ; [43.9483871  8.0516129],0
s1,1,0.366282,0.816241,[ 5 97] ; [ 1 51],[ 3.97402597 98.02597403] ; [ 2.02597403 49.97402597],0
s5,1,0.368782,0.807764,[28 67] ; [11 38],[25.72916667 69.27083333] ; [13.27083333 35.72916667],0
p5,1,0.427729,0.628983,[ 8 94] ; [ 6 45],[ 9.33333333 92.66666667] ; [ 4.66666667 46.33333333],0
a7,1,0.44992,0.570852,[65 38] ; [36 16],[67.11612903 35.88387097] ; [33.88387097 18.11612903],0
v4,1,0.552538,0.35279,[85 18] ; [44  7],[86.27922078 16.72077922] ; [42.72077922  8.27922078],0
p7,1,0.606313,0.265579,[52 49] ; [24 27],[50.5 50.5] ; [25.5 25.5],0
n1,1,0.628402,0.234234,[15 22] ; [ 5 10],[14.23076923 22.76923077] ; [5.76923077 9.23076923],0
s3,1,0.646242,0.210671,[48 54] ; [22 29],[46.66666667 55.33333333] ; [23.33333333 27.66666667],0
p6,1,0.652919,0.20224,[35 63] ; [16 34],[33.77027027 64.22972973] ; [17.22972973 32.77027027],0
p10,1,0.7136,0.134708,[73 28] ; [34 15],[72.04666667 28.95333333] ; [34.95333333 14.04666667],0
u3,1,0.721408,0.127148,[10 10] ; [13 16],[ 9.3877551 10.6122449] ; [13.6122449 15.3877551],0
n3,1,0.726691,0.122172,[24 15] ; [10  5],[24.55555556 14.44444444] ; [9.44444444 5.55555556],0
