Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,29.964967,[30 17] ; [ 2 35],[17.9047619 29.0952381] ; [14.0952381 22.9047619],1
a3,1,0.000723,11.428637,[35 12] ; [14 23],[27.41666667 19.58333333] ; [21.58333333 15.41666667],1
p6,1,0.008066,7.018782,[ 1 46] ; [ 7 29],[ 4.53012048 42.46987952] ; [ 3.46987952 32.53012048],0
d1,1,0.019956,5.415742,[25 23] ; [10 27],[19.76470588 28.23529412] ; [15.23529412 21.76470588],0
a6,1,0.020811,5.342578,[29 19] ; [13 24],[23.71764706 24.28235294] ; [18.28235294 18.71764706],0
d5,1,0.022047,5.242092,[35 13] ; [18 19],[29.92941176 18.07058824] ; [23.07058824 13.92941176],0
p4,1,0.025371,4.998382,[15 32] ; [ 4 32],[10.75903614 36.24096386] ; [ 8.24096386 27.75903614],0
d3,1,0.045697,3.992722,[26 22] ; [12 25],[21.45882353 26.54117647] ; [16.54117647 20.45882353],0
d2,1,0.047926,3.912593,[28 19] ; [14 23],[23.5 23.5] ; [18.5 18.5],0
s5,1,0.061833,3.487522,[11 36] ; [ 3 34],[ 7.83333333 39.16666667] ; [ 6.16666667 30.83333333],0
b5,1,0.069032,3.305893,[19 29] ; [22 15],[23.15294118 24.84705882] ; [17.84705882 19.15294118],0
u3,1,0.082751,3.010033,[4 9] ; [14  9],[6.5 6.5] ; [11.5 11.5],0
d4,1,0.084216,2.981596,[38 10] ; [23 14],[34.44705882 13.55294118] ; [26.55294118 10.44705882],0
b4,1,0.104131,2.64111,[24 24] ; [25 12],[27.67058824 20.32941176] ; [21.32941176 15.67058824],0
n6,1,0.156337,2.009306,[24 22] ; [25 12],[27.15662651 18.84337349] ; [21.84337349 15.15662651],0
a1,1,0.172733,1.859067,[ 7 41] ; [ 2 35],[ 5.08235294 42.91764706] ; [ 3.91764706 33.08235294],0
r2,1,0.267289,1.230608,[39  7] ; [27  9],[37.02439024  8.97560976] ; [28.97560976  7.02439024],0
s6,1,0.267445,1.229805,[16 31] ; [17 20],[18.46428571 28.53571429] ; [14.53571429 22.46428571],0
p11,1,0.272818,1.202521,[14 34] ; [15 22],[16.37647059 31.62352941] ; [12.62352941 24.37647059],0
u2,1,0.288212,1.127956,[4 8] ; [12 11],[5.48571429 6.51428571] ; [10.51428571 12.48571429],0
p3,1,0.350435,0.87188,[13 34] ; [ 7 30],[11.19047619 35.80952381] ; [ 8.80952381 28.19047619],0
n2,1,0.361535,0.832555,[13 11] ; [5 8],[11.67567568 12.32432432] ; [6.32432432 6.67567568],0
b3,1,0.386825,0.748899,[13 18] ; [ 7 16],[11.48148148 19.51851852] ; [ 8.51851852 14.48148148],0
b2,1,0.386825,0.748899,[13 18] ; [ 7 16],[11.48148148 19.51851852] ; [ 8.51851852 14.48148148],0
n1,1,0.391504,0.734266,[10 12] ; [4 9],[ 8.8 13.2] ; [5.2 7.8],0
a7,1,0.393548,0.727952,[26 21] ; [17 20],[24.05952381 22.94047619] ; [18.94047619 18.05952381],0
p7,1,0.417269,0.657994,[11 36] ; [11 24],[12.6097561 34.3902439] ; [ 9.3902439 25.6097561],0
v1,1,0.431031,0.620044,[14 34] ; [ 8 29],[12.42352941 35.57647059] ; [ 9.57647059 27.42352941],0
p5,1,0.431685,0.618286,[ 3 44] ; [ 1 36],[ 2.23809524 44.76190476] ; [ 1.76190476 35.23809524],0
s4,1,0.441555,0.592237,[ 4 44] ; [ 5 32],[ 5.08235294 42.91764706] ; [ 3.91764706 33.08235294],0
n4,1,0.480284,0.498217,[29 18] ; [20 17],[27.41666667 19.58333333] ; [21.58333333 15.41666667],0
p8,1,0.491438,0.473376,[ 9 38] ; [ 5 32],[ 7.83333333 39.16666667] ; [ 6.16666667 30.83333333],0
s2,1,0.562696,0.335058,[13 35] ; [ 8 29],[11.85882353 36.14117647] ; [ 9.14117647 27.85882353],0
n5,1,0.565651,0.330015,[25 22] ; [22 15],[26.29761905 20.70238095] ; [20.70238095 16.29761905],0
v4,1,0.570835,0.321287,[32 15] ; [23 14],[30.77380952 16.22619048] ; [24.22619048 12.77380952],0
s8,1,0.581861,0.303236,[ 7 40] ; [ 4 33],[ 6.1547619 40.8452381] ; [ 4.8452381 32.1547619],0
p10,1,0.623112,0.241518,[ 7 40] ; [ 7 30],[ 7.83333333 39.16666667] ; [ 6.16666667 30.83333333],0
s3,1,0.639994,0.21875,[17 31] ; [11 25],[16. 32.] ; [12. 24.],0
v2,1,0.640805,0.21769,[18 29] ; [12 24],[16.98795181 30.01204819] ; [13.01204819 22.98795181],0
s1,1,0.653702,0.201265,[ 6 41] ; [ 6 31],[ 6.71428571 40.28571429] ; [ 5.28571429 31.71428571],0
a8,1,0.727142,0.121752,[ 3 43] ; [ 3 32],[ 3.40740741 42.59259259] ; [ 2.59259259 32.40740741],0
r3,1,0.75594,0.096607,[32 15] ; [24 13],[31.33333333 15.66666667] ; [24.66666667 12.33333333],0
s7,1,0.769515,0.085855,[10 34] ; [ 7 28],[ 9.46835443 34.53164557] ; [ 7.53164557 27.46835443],0
r4,1,0.811784,0.056704,[26 22] ; [21 16],[26.54117647 21.45882353] ; [20.45882353 16.54117647],0
b1,1,0.884042,0.021271,[28 20] ; [21 16],[27.67058824 20.32941176] ; [21.32941176 15.67058824],0
v3,1,0.892443,0.018283,[14 31] ; [11 26],[13.7195122 31.2804878] ; [11.2804878 25.7195122],0
n3,1,0.948139,0.004231,[ 9 11] ; [6 7],[ 9.09090909 10.90909091] ; [5.90909091 7.09090909],0
r1,1,0.96562,0.001858,[29 18] ; [23 14],[29.0952381 17.9047619] ; [22.9047619 14.0952381],0
p1,1,0.970126,0.001403,[ 4 44] ; [ 3 34],[ 3.95294118 44.04705882] ; [ 3.04705882 33.95294118],0
