Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,59.240829,[232  24] ; [25 28],[212.91909385  43.08090615] ; [44.08090615  8.91909385],1
n6,1,0.0,31.685469,[237  18] ; [34 18],[225.09771987  29.90228013] ; [45.90228013  6.09771987],1
p10,1,1e-05,19.531408,[231  24] ; [36 17],[221.05519481  33.94480519] ; [45.94480519  7.05519481],1
p9,1,1.1e-05,19.303383,[235  19] ; [38 15],[225.86970684  28.13029316] ; [47.13029316  5.86970684],1
v1,1,0.000321,12.94184,[188  65] ; [25 26],[177.26644737  75.73355263] ; [35.73355263 15.26644737],1
p11,1,0.000557,11.915745,[223  33] ; [36 17],[214.57605178  41.42394822] ; [44.42394822  8.57605178],1
s7,1,0.006219,7.485713,[146  93] ; [21 31],[137.1580756 101.8419244] ; [29.8419244 22.1580756],0
v3,1,0.008892,6.844416,[152  97] ; [21 30],[143.59 105.41] ; [29.41 21.59],0
p8,1,0.015058,5.909689,[178  76] ; [28 25],[170.43648208  83.56351792] ; [35.56351792 17.43648208],0
p2,1,0.018659,5.53316,[235  21] ; [43 10],[230.3171521  25.6828479] ; [47.6828479  5.3171521],0
a8,1,0.027706,4.84624,[ 35 186] ; [ 2 48],[ 30.17343173 190.82656827] ; [ 6.82656827 43.17343173],0
p7,1,0.029216,4.754839,[194  59] ; [33 20],[187.68300654  65.31699346] ; [39.31699346 13.68300654],0
p5,1,0.036519,4.372701,[ 50 206] ; [ 4 49],[ 44.73786408 211.26213592] ; [ 9.26213592 43.73786408],0
a4,1,0.044887,4.022888,[130 125] ; [19 34],[123.36038961 131.63961039] ; [25.63961039 27.36038961],0
p3,1,0.053884,3.716277,[184  72] ; [31 22],[178.12297735  77.87702265] ; [36.87702265 16.12297735],0
s8,1,0.057506,3.607888,[136 116] ; [21 32],[129.71803279 122.28196721] ; [27.28196721 25.71803279],0
s1,1,0.069916,3.284996,[  4 250] ; [ 3 50],[  5.79153094 248.20846906] ; [ 1.20846906 51.79153094],0
s6,1,0.074303,3.185304,[190  60] ; [34 19],[184.81848185  65.18151815] ; [39.18151815 13.81848185],0
p1,1,0.132144,2.267139,[ 22 234] ; [ 8 44],[ 24.93506494 231.06493506] ; [ 5.06493506 46.93506494],0
n2,1,0.157563,1.99746,[34  6] ; [8 4],[32.30769231  7.69230769] ; [9.69230769 2.30769231],0
a3,1,0.170359,1.87978,[201  55] ; [37 16],[197.17799353  58.82200647] ; [40.82200647 12.17799353],0
s5,1,0.170361,1.879766,[103 144] ; [16 35],[ 98.63422819 148.36577181] ; [20.36577181 30.63422819],0
u3,1,0.17943,1.802341,[31 24] ; [12  4],[33.30985915 21.69014085] ; [9.69014085 6.30985915],0
d3,1,0.231815,1.429692,[193  63] ; [44  9],[196.34951456  59.65048544] ; [40.65048544 12.34951456],0
a2,1,0.232217,1.427232,[ 79 177] ; [12 41],[ 75.39158576 180.60841424] ; [15.60841424 37.39158576],0
u1,1,0.313381,1.016371,[ 65 191] ; [10 43],[ 62.13592233 193.86407767] ; [12.86407767 40.13592233],0
s2,1,0.317268,1.000175,[142 109] ; [26 27],[138.71052632 112.28947368] ; [29.28947368 23.71052632],0
b1,1,0.323468,0.974872,[ 88 168] ; [22 31],[ 91.13268608 164.86731392] ; [18.86731392 34.13268608],0
n1,1,0.330879,0.945455,[18 21] ; [4 9],[16.5 22.5] ; [5.5 7.5],0
d2,1,0.370406,0.8023,[147 108] ; [27 26],[144.05844156 110.94155844] ; [29.94155844 23.05844156],0
v4,1,0.400353,0.707266,[242  12] ; [49  4],[240.76221498  13.23778502] ; [50.23778502  2.76221498],0
r4,1,0.401863,0.702746,[240  16] ; [48  5],[238.60194175  17.39805825] ; [49.39805825  3.60194175],0
b5,1,0.549277,0.358615,[148 108] ; [33 20],[149.95469256 106.04530744] ; [31.04530744 21.95469256],0
p6,1,0.558732,0.341904,[130 122] ; [25 28],[128.06557377 123.93442623] ; [26.93442623 26.06557377],0
n3,1,0.58262,0.302019,[31  9] ; [11  2],[31.69811321  8.30188679] ; [10.30188679  2.69811321],0
u2,1,0.622008,0.243056,[30 24] ; [10  6],[30.85714286 23.14285714] ; [9.14285714 6.85714286],0
b2,1,0.679221,0.171004,[ 65 105] ; [11 21],[ 63.96039604 106.03960396] ; [12.03960396 19.96039604],0
b3,1,0.679221,0.171004,[ 65 105] ; [11 21],[ 63.96039604 106.03960396] ; [12.03960396 19.96039604],0
p12,1,0.698766,0.149759,[ 34 222] ; [ 6 47],[ 33.13915858 222.86084142] ; [ 6.86084142 46.13915858],0
b4,1,0.73519,0.114399,[153 103] ; [33 20],[154.09708738 101.90291262] ; [31.90291262 21.09708738],0
s3,1,0.781163,0.077175,[142 108] ; [29 24],[141.08910891 108.91089109] ; [29.91089109 23.08910891],0
d4,1,0.785364,0.074166,[221  35] ; [45  8],[220.37540453  35.62459547] ; [45.62459547  7.37540453],0
s4,1,0.810276,0.057633,[ 35 218] ; [ 8 45],[ 35.55228758 217.44771242] ; [ 7.44771242 45.55228758],0
d5,1,0.811929,0.056615,[224  32] ; [47  6],[224.51779935  31.48220065] ; [46.48220065  6.51779935],0
a5,1,0.864152,0.029272,[210  46] ; [44  9],[210.43365696  45.56634304] ; [43.56634304  9.43365696],0
a1,1,0.870799,0.026453,[ 16 240] ; [ 3 50],[ 15.74110032 240.25889968] ; [ 3.25889968 49.74110032],0
d1,1,0.87921,0.023095,[176  80] ; [37 16],[176.46601942  79.53398058] ; [36.53398058 16.46601942],0
a6,1,0.88462,0.021058,[181  75] ; [38 15],[181.4368932  74.5631068] ; [37.5631068 15.4368932],0
r1,1,0.920535,0.009952,[218  38] ; [44  8],[217.76623377  38.23376623] ; [44.23376623  7.76623377],0
a7,1,0.93785,0.00608,[196  59] ; [41 12],[196.21753247  58.78246753] ; [40.78246753 12.21753247],0
r2,1,0.970773,0.001342,[239  14] ; [50  3],[238.94444444  14.05555556] ; [50.05555556  2.94444444],0
