Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,40.432901,[123  25] ; [113 110],[94.14555256 53.85444744] ; [141.85444744  81.14555256],1
p7,1,0.0,36.178039,[123  23] ; [119 102],[96.27247956 49.72752044] ; [145.72752044  75.27247956],1
p3,1,0.0,32.907902,[106  42] ; [ 93 132],[78.95978552 69.04021448] ; [120.04021448 104.95978552],1
v1,1,8e-06,19.968925,[113  34] ; [118 101],[92.77868852 54.22131148] ; [138.22131148  80.77868852],1
p5,1,2e-05,18.156749,[ 30 119] ; [ 13 212],[ 17.13101604 131.86898396] ; [ 25.86898396 199.13101604],1
p8,1,3e-05,17.437697,[100  48] ; [100 120],[80.43478261 67.56521739] ; [119.56521739 100.43478261],1
s8,1,0.000277,13.219101,[85 62] ; [ 86 137],[67.93783784 79.06216216] ; [103.06216216 119.93783784],1
s7,1,0.000348,12.791902,[90 50] ; [ 97 119],[73.53932584 66.46067416] ; [113.46067416 102.53932584],1
p12,1,0.000629,11.687749,[ 27 122] ; [ 15 209],[ 16.77747989 132.22252011] ; [ 25.22252011 198.77747989],1
p1,1,0.000903,11.017194,[ 22 126] ; [ 11 214],[ 13.09383378 134.90616622] ; [ 19.90616622 205.09383378],1
s2,1,0.002331,9.268667,[90 57] ; [100 122],[75.69105691 71.30894309] ; [114.30894309 107.69105691],0
b2,1,0.005252,7.790664,[43 49] ; [38 95],[33.12 58.88] ; [47.88 85.12],0
b3,1,0.005252,7.790664,[43 49] ; [38 95],[33.12 58.88] ; [47.88 85.12],0
n5,1,0.009681,6.692763,[122  26] ; [156  65],[111.50135501  36.49864499] ; [166.49864499  54.50135501],0
n4,1,0.009848,6.662211,[126  23] ; [164  60],[115.84450402  33.15549598] ; [174.15549598  49.84450402],0
p9,1,0.011625,6.367177,[138  11] ; [185  36],[130.07297297  18.92702703] ; [192.92702703  28.07297297],0
s1,1,0.01319,6.143465,[  6 142] ; [  1 219],[  2.81521739 145.18478261] ; [  4.18478261 215.81521739],0
s5,1,0.015791,5.825998,[59 83] ; [ 64 155],[48.38227147 93.61772853] ; [ 74.61772853 144.38227147],0
n6,1,0.020471,5.371237,[134  12] ; [186  37],[126.61246612  19.38753388] ; [193.38753388  29.61246612],0
u1,1,0.024158,5.083223,[ 48 101] ; [ 49 176],[ 38.64438503 110.35561497] ; [ 58.35561497 166.64438503],0
u2,1,0.036743,4.362293,[25 11] ; [27 30],[20.12903226 15.87096774] ; [31.87096774 25.12903226],0
b4,1,0.037226,4.340028,[102  47] ; [130  95],[92.42780749 56.57219251] ; [139.57219251  85.42780749],0
s6,1,0.041421,4.158695,[111  35] ; [146  75],[102.23978202  43.76021798] ; [154.76021798  66.23978202],0
p10,1,0.044804,4.026018,[133  16] ; [182  41],[126.16935484  22.83064516] ; [188.83064516  34.16935484],0
b1,1,0.058561,3.577682,[57 92] ; [ 65 160],[ 48.60427807 100.39572193] ; [ 73.39572193 151.60427807],0
p2,1,0.059429,3.553239,[132  17] ; [183  42],[125.49465241  23.50534759] ; [189.50534759  35.49465241],0
n2,1,0.063659,3.439384,[16  9] ; [40  8],[19.17808219  5.82191781] ; [36.82191781 11.17808219],0
a6,1,0.079358,3.077992,[124  23] ; [173  52],[117.36290323  29.63709677] ; [179.63709677  45.36290323],0
s3,1,0.119703,2.421201,[89 58] ; [114 104],[81.75616438 65.24383562] ; [121.24383562  96.75616438],0
a2,1,0.145627,2.117464,[53 96] ; [ 64 161],[ 46.61229947 102.38770053] ; [ 70.38770053 154.61229947],0
a4,1,0.16883,1.893305,[76 73] ; [ 98 126],[69.50670241 79.49329759] ; [104.49329759 119.50670241],0
b5,1,0.198958,1.65001,[103  46] ; [141  84],[97.20855615 51.79144385] ; [146.79144385  78.20855615],0
r4,1,0.199339,1.647211,[140   9] ; [203  22],[136.64973262  12.35026738] ; [206.35026738  18.64973262],0
a1,1,0.226915,1.460096,[ 11 138] ; [ 10 215],[  8.36631016 140.63368984] ; [ 12.63368984 212.36631016],0
d5,1,0.319639,0.990424,[122  26] ; [194  31],[125.38337802  22.61662198] ; [190.61662198  34.38337802],0
n1,1,0.3373,0.920666,[ 9 15] ; [13 36],[ 7.23287671 16.76712329] ; [14.76712329 34.23287671],0
u4,1,0.345175,0.891118,[  4 145] ; [  3 222],[  2.78877005 146.21122995] ; [  4.21122995 220.78877005],0
