Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,47.966578,[27 42] ; [142  27],[48.99579832 20.00420168] ; [120.00420168  48.99579832],1
n6,1,3.4e-05,17.164771,[43 26] ; [145  23],[54.73417722 14.26582278] ; [133.26582278  34.73417722],1
p10,1,0.000786,11.273901,[50 18] ; [152  16],[58.20338983  9.79661017] ; [143.79661017  24.20338983],1
v1,1,0.001169,10.538611,[21 46] ; [91 75],[32.20600858 34.79399142] ; [79.79399142 86.20600858],0
a5,1,0.002191,9.382628,[36 33] ; [123  46],[46.09663866 22.90336134] ; [112.90336134  56.09663866],0
a2,1,0.005564,7.686222,[ 5 64] ; [ 38 131],[12.46638655 56.53361345] ; [ 30.53361345 138.46638655],0
a4,1,0.009254,6.773133,[20 49] ; [80 89],[28.99159664 40.00840336] ; [71.00840336 97.99159664],0
p3,1,0.017063,5.689879,[22 47] ; [82 86],[30.27848101 38.72151899] ; [73.72151899 94.27848101],0
p4,1,0.026628,4.914776,[26 42] ; [91 77],[33.71186441 34.28813559] ; [83.28813559 84.71186441],0
v3,1,0.03037,4.688249,[16 47] ; [67 97],[23.03524229 39.96475771] ; [ 59.96475771 104.03524229],0
d3,1,0.030588,4.675938,[51 17] ; [101  67],[43.79661017 24.20338983] ; [108.20338983  59.79661017],0
p6,1,0.045095,4.015095,[13 54] ; [ 54 112],[19.26609442 47.73390558] ; [ 47.73390558 118.26609442],0
n2,1,0.047645,3.92245,[7 6] ; [31  7],[9.68627451 3.31372549] ; [28.31372549  9.68627451],0
u1,1,0.047782,3.917634,[ 3 66] ; [ 22 147],[ 7.24789916 61.75210084] ; [ 17.75210084 151.24789916],0
d2,1,0.047918,3.912873,[22 47] ; [77 91],[28.82278481 40.17721519] ; [70.17721519 97.82278481],0
n3,1,0.086237,2.943246,[8 5] ; [32  6],[10.19607843  2.80392157] ; [29.80392157  8.19607843],0
p11,1,0.092295,2.833877,[52 17] ; [143  26],[56.53361345 12.46638655] ; [138.46638655  30.53361345],0
n1,1,0.09954,2.712894,[ 2 11] ; [15 22],[4.42 8.58] ; [12.58 24.42],0
s8,1,0.133864,2.247112,[11 58] ; [ 42 127],[15.36554622 53.63445378] ; [ 37.63445378 131.36554622],0
b3,1,0.157071,2.0022,[13 26] ; [47 54],[16.71428571 22.28571429] ; [43.28571429 57.71428571],0
b2,1,0.157071,2.0022,[13 26] ; [47 54],[16.71428571 22.28571429] ; [43.28571429 57.71428571],0
b5,1,0.185171,1.75563,[46 23] ; [97 72],[41.45798319 27.54201681] ; [101.54201681  67.45798319],0
p8,1,0.18704,1.740779,[30 38] ; [89 77],[34.58119658 33.41880342] ; [84.41880342 81.58119658],0
d4,1,0.187479,1.737317,[58 11] ; [129  40],[54.21428571 14.78571429] ; [132.78571429  36.21428571],0
r3,1,0.193701,1.689241,[61  8] ; [157  11],[63.46835443  5.53164557] ; [154.53164557  13.46835443],0
b1,1,0.227946,1.453633,[22 47] ; [ 68 101],[26.09243697 42.90756303] ; [ 63.90756303 105.09243697],0
a7,1,0.229969,1.441051,[52 16] ; [116  53],[48.20253165 19.79746835] ; [119.79746835  49.20253165],0
s2,1,0.248878,1.329591,[11 58] ; [ 38 130],[14.26582278 54.73417722] ; [ 34.73417722 133.26582278],0
s7,1,0.261899,1.25869,[13 54] ; [ 42 117],[16.30530973 50.69469027] ; [ 38.69469027 120.30530973],0
a6,1,0.332001,0.941077,[42 27] ; [114  55],[45.22689076 23.77310924] ; [110.77310924  58.22689076],0
d5,1,0.357716,0.845894,[48 20] ; [129  40],[50.78481013 17.21518987] ; [126.21518987  42.78481013],0
s3,1,0.380186,0.7701,[15 52] ; [ 47 121],[17.67659574 49.32340426] ; [ 44.32340426 123.67659574],0
r2,1,0.398041,0.714235,[64  5] ; [148  18],[62.24680851  6.75319149] ; [149.75319149  16.24680851],0
v2,1,0.405977,0.69055,[33 34] ; [89 72],[35.85087719 31.14912281] ; [86.14912281 74.85087719],0
b4,1,0.440325,0.595435,[35 34] ; [95 74],[37.68907563 31.31092437] ; [92.31092437 76.68907563],0
a8,1,0.489228,0.478225,[ 6 56] ; [ 20 133],[ 7.49767442 54.50232558] ; [ 18.50232558 134.49767442],0
u4,1,0.510807,0.432413,[ 1 68] ; [  1 168],[ 0.57983193 68.42016807] ; [  1.42016807 167.57983193],0
s4,1,0.536055,0.382901,[ 7 62] ; [ 13 156],[ 5.79831933 63.20168067] ; [ 14.20168067 154.79831933],0
p7,1,0.546142,0.364274,[37 30] ; [100  68],[39.05957447 27.94042553] ; [97.94042553 70.05957447],0
r1,1,0.569457,0.323592,[46 23] ; [119  50],[47.83613445 21.16386555] ; [117.16386555  51.83613445],0
s1,1,0.592793,0.286004,[ 2 67] ; [  3 164],[ 1.46186441 67.53813559] ; [  3.53813559 163.46186441],0
p5,1,0.609762,0.260522,[ 4 64] ; [ 13 154],[ 4.91914894 63.08085106] ; [ 12.08085106 154.91914894],0
a3,1,0.628835,0.233644,[46 22] ; [119  49],[47.54237288 20.45762712] ; [117.45762712  50.54237288],0
r4,1,0.647165,0.209493,[55 14] ; [139  30],[56.24369748 12.75630252] ; [137.75630252  31.24369748],0
p1,1,0.702849,0.145525,[ 5 63] ; [ 15 154],[ 5.73839662 62.26160338] ; [ 14.26160338 154.73839662],0
v4,1,0.771757,0.084145,[62  6] ; [156  13],[62.54852321  5.45147679] ; [155.45147679  13.54852321],0
s5,1,0.820527,0.051469,[ 9 56] ; [ 21 144],[ 8.47826087 56.52173913] ; [ 21.52173913 143.47826087],0
d1,1,0.879558,0.022961,[36 33] ; [90 79],[36.52941176 32.47058824] ; [89.47058824 79.52941176],0
a1,1,0.942756,0.005156,[ 3 66] ; [  7 162],[ 2.89915966 66.10084034] ; [  7.10084034 161.89915966],0
p2,1,0.954131,0.003309,[56 12] ; [137  30],[55.84680851 12.15319149] ; [137.15319149  29.84680851],0
p12,1,0.968636,0.001546,[ 2 67] ; [  5 162],[ 2.04661017 66.95338983] ; [  4.95338983 162.04661017],0
u3,1,0.988976,0.000191,[11 12] ; [24 26],[11.02739726 11.97260274] ; [23.97260274 26.02739726],0
u2,1,0.988976,0.000191,[11 12] ; [24 26],[11.02739726 11.97260274] ; [23.97260274 26.02739726],0
