Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.036888,4.355556,[2 3] ; [13  2],[3.75 1.25] ; [11.25  3.75],0
p4,1,0.069294,3.299663,[1 4] ; [10  5],[2.75 2.25] ; [8.25 6.75],0
s2,1,0.069294,3.299663,[1 4] ; [10  5],[2.75 2.25] ; [8.25 6.75],0
r1,1,0.069294,3.299663,[1 4] ; [10  5],[2.75 2.25] ; [8.25 6.75],0
v1,1,0.069294,3.299663,[4 1] ; [ 5 10],[2.25 2.75] ; [6.75 8.25],0
p2,1,0.090969,2.857143,[2 3] ; [12  3],[3.5 1.5] ; [10.5  4.5],0
a5,1,0.090969,2.857143,[2 3] ; [12  3],[3.5 1.5] ; [10.5  4.5],0
n4,1,0.17595,1.831502,[2 3] ; [11  4],[3.25 1.75] ; [9.75 5.25],0
p6,1,0.19446,1.683502,[1 4] ; [8 7],[2.25 2.75] ; [6.75 8.25],0
v4,1,0.196706,1.666667,[3 2] ; [13  2],[4. 1.] ; [12.  3.],0
s3,1,0.211088,1.563946,[2 3] ; [10  4],[3.15789474 1.84210526] ; [8.84210526 5.15789474],0
n2,1,0.287495,1.131313,[2 1] ; [10  1],[2.57142857 0.42857143] ; [9.42857143 1.57142857],0
a2,1,0.371093,0.8,[2 3] ; [ 3 12],[1.25 3.75] ; [ 3.75 11.25],0
d4,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
a6,1,0.416793,0.659341,[4 1] ; [9 6],[3.25 1.75] ; [9.75 5.25],0
s4,1,0.416793,0.659341,[1 4] ; [6 9],[1.75 3.25] ; [5.25 9.75],0
r2,1,0.418222,0.655306,[3 2] ; [11  3],[3.68421053 1.31578947] ; [10.31578947  3.68421053],0
d2,1,0.436275,0.606061,[2 3] ; [9 6],[2.75 2.25] ; [8.25 6.75],0
b4,1,0.436275,0.606061,[2 3] ; [9 6],[2.75 2.25] ; [8.25 6.75],0
n3,1,0.514828,0.424242,[1 2] ; [6 5],[1.5 1.5] ; [5.5 5.5],0
s5,1,0.516407,0.421062,[1 4] ; [5 9],[1.57894737 3.42105263] ; [4.42105263 9.57894737],0
a7,1,0.573138,0.31746,[4 1] ; [10  5],[3.5 1.5] ; [10.5  4.5],0
v2,1,0.573138,0.31746,[1 4] ; [ 5 10],[1.5 3.5] ; [ 4.5 10.5],0
b5,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
p9,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
d3,1,0.573138,0.31746,[4 1] ; [10  5],[3.5 1.5] ; [10.5  4.5],0
p10,1,0.573138,0.31746,[3 2] ; [11  4],[3.5 1.5] ; [10.5  4.5],0
p8,1,0.605577,0.266667,[2 3] ; [8 7],[2.5 2.5] ; [7.5 7.5],0
n1,1,0.706879,0.141414,[2 1] ; [6 5],[1.71428571 1.28571429] ; [6.28571429 4.71428571],0
u2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
u3,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
p5,1,0.765594,0.088889,[1 4] ; [ 4 11],[1.25 3.75] ; [ 3.75 11.25],0
v3,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
p11,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
s6,1,0.79525,0.06734,[3 2] ; [8 7],[2.75 2.25] ; [8.25 6.75],0
d1,1,0.79525,0.06734,[2 3] ; [7 8],[2.25 2.75] ; [6.75 8.25],0
b2,1,0.824745,0.049038,[1 3] ; [4 9],[1.17647059 2.82352941] ; [3.82352941 9.17647059],0
b3,1,0.824745,0.049038,[1 3] ; [4 9],[1.17647059 2.82352941] ; [3.82352941 9.17647059],0
s8,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
d5,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
a4,1,1.0,0.0,[2 3] ; [6 9],[2. 3.] ; [6. 9.],0
b1,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
