Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,72.223101,[240  60] ; [44 75],[203.34128878  96.65871122] ; [80.65871122 38.34128878],1
d3,1,0.0,54.702253,[242  59] ; [52 67],[210.7  90.3] ; [83.3 35.7],1
u1,1,2e-06,22.689731,[ 77 224] ; [  6 113],[ 59.48333333 241.51666667] ; [23.51666667 95.48333333],1
a2,1,3e-06,21.561868,[100 201] ; [ 13 106],[ 80.98333333 220.01666667] ; [32.01666667 86.98333333],1
r4,1,0.000267,13.290339,[281  20] ; [97 22],[270.9  30.1] ; [107.1  11.9],1
b5,1,0.000289,13.141289,[213  88] ; [62 57],[197.08333333 103.91666667] ; [77.91666667 41.08333333],1
d1,1,0.00061,11.746264,[194 107] ; [55 64],[178.45 122.55] ; [70.55 48.45],1
p4,1,0.002848,8.902137,[195 105] ; [58 60],[181.57894737 118.42105263] ; [71.42105263 46.57894737],0
b1,1,0.003096,8.750131,[100 201] ; [58 61],[113.23333333 187.76666667] ; [44.76666667 74.23333333],0
n6,1,0.006637,7.368539,[258  41] ; [88 29],[248.6875  50.3125] ; [97.3125 19.6875],0
p2,1,0.010848,6.490024,[264  37] ; [91 26],[255.63397129  45.36602871] ; [99.36602871 17.63397129],0
a5,1,0.018721,5.527363,[242  59] ; [83 36],[232.91666667  68.08333333] ; [92.08333333 26.91666667],0
d5,1,0.02012,5.401482,[256  45] ; [89 29],[247.84009547  53.15990453] ; [97.15990453 20.84009547],0
b3,1,0.034782,4.455855,[ 64 116] ; [40 41],[ 71.72413793 108.27586207] ; [32.27586207 48.72413793],0
b2,1,0.034782,4.455855,[ 64 116] ; [40 41],[ 71.72413793 108.27586207] ; [32.27586207 48.72413793],0
r1,1,0.040818,4.183535,[253  45] ; [91 28],[245.83213429  52.16786571] ; [98.16786571 20.83213429],0
r3,1,0.06169,3.491347,[289  10] ; [110   9],[285.40909091  13.59090909] ; [113.59090909   5.40909091],0
n1,1,0.071196,3.25523,[20 35] ; [17 13],[23.94117647 31.05882353] ; [13.05882353 16.94117647],0
r2,1,0.080211,3.060616,[289  11] ; [107   9],[285.57692308  14.42307692] ; [110.42307692   5.57692308],0
p8,1,0.11539,2.4788,[164 131] ; [54 61],[156.85365854 138.14634146] ; [61.14634146 53.85365854],0
v4,1,0.123329,2.374526,[287  12] ; [108   9],[283.90625  15.09375] ; [111.09375   5.90625],0
s8,1,0.153705,2.03509,[131 167] ; [61 57],[137.53846154 160.46153846] ; [54.46153846 63.53846154],0
p6,1,0.170859,1.875392,[121 174] ; [38 75],[114.96323529 180.03676471] ; [44.03676471 68.96323529],0
v2,1,0.17987,1.798694,[203  89] ; [72 43],[197.2972973  94.7027027] ; [77.7027027 37.2972973],0
u4,1,0.192859,1.695639,[  9 292] ; [  1 118],[  7.16666667 293.83333333] ; [  2.83333333 116.16666667],0
u3,1,0.194944,1.679852,[53 30] ; [14 14],[50.0990991 32.9009009] ; [16.9009009 11.0990991],0
u2,1,0.202757,1.622406,[46 35] ; [12 16],[43.10091743 37.89908257] ; [14.89908257 13.10091743],0
a8,1,0.209888,1.572197,[ 43 219] ; [ 13 101],[ 39.0212766 222.9787234] ; [16.9787234 97.0212766],0
p9,1,0.209937,1.571862,[258  39] ; [96 21],[253.95652174  43.04347826] ; [100.04347826  16.95652174],0
p3,1,0.215742,1.532472,[160 140] ; [55 63],[154.3062201 145.6937799] ; [60.6937799 57.3062201],0
s3,1,0.235591,1.406782,[153 139] ; [70 49],[158.43309002 133.56690998] ; [64.56690998 54.43309002],0
s2,1,0.245674,1.34774,[147 147] ; [67 52],[152.33898305 141.66101695] ; [61.66101695 57.33898305],0
s5,1,0.250867,1.318469,[ 93 200] ; [43 71],[ 97.90663391 195.09336609] ; [38.09336609 75.90663391],0
b4,1,0.259916,1.269202,[180 121] ; [64 55],[174.86666667 126.13333333] ; [69.13333333 49.86666667],0
d4,1,0.28374,1.149087,[253  48] ; [94 24],[249.27684964  51.72315036] ; [97.72315036 20.27684964],0
s1,1,0.300905,1.070177,[  7 288] ; [  5 112],[  8.59223301 286.40776699] ; [  3.40776699 113.59223301],0
a1,1,0.30971,1.031913,[ 11 290] ; [  7 112],[ 12.9 288.1] ; [  5.1 113.9],0
d2,1,0.34341,0.897659,[149 151] ; [53 66],[144.6300716 155.3699284] ; [57.3699284 61.6300716],0
n2,1,0.3527,0.863721,[41 14] ; [25  5],[42.70588235 12.29411765] ; [23.29411765  6.70588235],0
s4,1,0.354166,0.858474,[ 44 253] ; [22 97],[ 47.12019231 249.87980769] ; [ 18.87980769 100.12019231],0
p12,1,0.374223,0.789595,[ 20 280] ; [  5 110],[ 18.07228916 281.92771084] ; [  6.92771084 108.07228916],0
s6,1,0.421899,0.64502,[207  88] ; [76 39],[203.62195122  91.37804878] ; [79.37804878 35.62195122],0
a3,1,0.48513,0.48731,[218  80] ; [91 28],[220.82014388  77.17985612] ; [88.17985612 30.82014388],0
s7,1,0.547419,0.361962,[138 147] ; [59 55],[140.71428571 144.28571429] ; [56.28571429 57.71428571],0
n4,1,0.594668,0.283113,[236  64] ; [90 28],[233.97129187  66.02870813] ; [92.02870813 25.97129187],0
n5,1,0.60617,0.26579,[235  64] ; [90 28],[233.03357314  65.96642686] ; [91.96642686 26.03357314],0
v3,1,0.612733,0.256214,[136 155] ; [51 65],[133.7027027 157.2972973] ; [53.2972973 62.7027027],0
p7,1,0.659066,0.194661,[193  99] ; [74 42],[191.08823529 100.91176471] ; [75.91176471 40.08823529],0
n3,1,0.6919,0.157036,[40 15] ; [23  7],[40.76470588 14.23529412] ; [22.23529412  7.76470588],0
p1,1,0.755409,0.097042,[ 23 277] ; [  8 110],[ 22.24880383 277.75119617] ; [  8.75119617 109.24880383],0
p10,1,0.812392,0.056331,[244  54] ; [93 22],[243.1622276  54.8377724] ; [93.8377724 21.1622276],0
p11,1,0.954217,0.003296,[237  64] ; [94 25],[237.21666667  63.78333333] ; [93.78333333 25.21666667],0
a4,1,0.972118,0.001222,[145 154] ; [57 61],[144.83932854 154.16067146] ; [57.16067146 60.83932854],0
