Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,30.775428,[54 33] ; [ 4 37],[39.421875 47.578125] ; [18.578125 22.421875],1
a3,1,4e-06,21.129954,[68 19] ; [15 26],[56.4140625 30.5859375] ; [26.5859375 14.4140625],1
d5,1,1.9e-05,18.308863,[66 20] ; [16 26],[55.09375 30.90625] ; [26.90625 15.09375],1
a6,1,1.9e-05,18.308863,[66 20] ; [16 26],[55.09375 30.90625] ; [26.90625 15.09375],1
d1,1,6.2e-05,16.042292,[54 34] ; [10 32],[43.32307692 44.67692308] ; [20.67692308 21.32307692],1
d3,1,0.000275,13.230113,[54 32] ; [12 30],[44.34375 41.65625] ; [21.65625 20.34375],1
a7,1,0.000387,12.591655,[64 24] ; [17 25],[54.83076923 33.16923077] ; [26.16923077 15.83076923],1
d2,1,0.001048,10.740984,[52 32] ; [13 29],[43.33333333 40.66666667] ; [21.66666667 20.33333333],0
d4,1,0.001661,9.890485,[65 21] ; [20 22],[57.109375 28.890625] ; [27.890625 14.109375],0
v4,1,0.004824,7.944444,[77 11] ; [28 14],[71.07692308 16.92307692] ; [33.92307692  8.07692308],0
p9,1,0.007288,7.200651,[61 25] ; [19 22],[54.17322835 31.82677165] ; [25.82677165 15.17322835],0
s5,1,0.013061,6.160814,[26 60] ; [ 4 36],[20.47619048 65.52380952] ; [ 9.52380952 30.47619048],0
s7,1,0.018585,5.540169,[38 46] ; [ 9 30],[32.09756098 51.90243902] ; [14.90243902 24.09756098],0
s8,1,0.021179,5.311994,[39 48] ; [10 32],[33.04651163 53.95348837] ; [15.95348837 26.04651163],0
r4,1,0.051469,3.792946,[67 21] ; [25 17],[62.27692308 25.72307692] ; [29.72307692 12.27692308],0
r2,1,0.07799,3.106293,[78  9] ; [32  9],[74.765625 12.234375] ; [35.234375  5.765625],0
s1,1,0.141022,2.166771,[ 6 82] ; [ 6 34],[ 8.25 79.75] ; [ 3.75 36.25],0
p10,1,0.156267,2.00998,[56 31] ; [21 20],[52.3359375 34.6640625] ; [24.6640625 16.3359375],0
r1,1,0.172382,1.862108,[61 27] ; [24 18],[57.53846154 30.46153846] ; [27.46153846 14.53846154],0
p4,1,0.175634,1.834189,[29 57] ; [ 9 32],[25.73228346 60.26771654] ; [12.26771654 28.73228346],0
p5,1,0.180822,1.790853,[11 75] ; [ 2 38],[ 8.87301587 77.12698413] ; [ 4.12698413 35.87301587],0
r3,1,0.189005,1.725353,[70 18] ; [29 13],[67.01538462 20.98461538] ; [31.98461538 10.01538462],0
p3,1,0.231797,1.429803,[32 55] ; [11 31],[29. 58.] ; [14. 28.],0
b3,1,0.260668,1.265205,[27 37] ; [ 8 19],[24.61538462 39.38461538] ; [10.38461538 16.61538462],0
b2,1,0.260668,1.265205,[27 37] ; [ 8 19],[24.61538462 39.38461538] ; [10.38461538 16.61538462],0
v2,1,0.267073,1.231718,[40 44] ; [14 24],[37.18032787 46.81967213] ; [16.81967213 21.18032787],0
a1,1,0.278483,1.174478,[12 76] ; [ 3 39],[10.15384615 77.84615385] ; [ 4.84615385 37.15384615],0
p7,1,0.358419,0.843424,[28 58] ; [16 23],[30.272 55.728] ; [13.728 25.272],0
b1,1,0.388988,0.742104,[49 39] ; [20 22],[46.70769231 41.29230769] ; [22.29230769 19.70769231],0
u2,1,0.425332,0.635537,[10  9] ; [11 16],[ 8.67391304 10.32608696] ; [12.32608696 14.67391304],0
p8,1,0.43182,0.617923,[22 65] ; [ 8 34],[20.23255814 66.76744186] ; [ 9.76744186 32.23255814],0
u3,1,0.47415,0.512289,[11  9] ; [12 15],[ 9.78723404 10.21276596] ; [13.21276596 13.78723404],0
a8,1,0.506437,0.441422,[12 70] ; [ 4 35],[10.84297521 71.15702479] ; [ 5.15702479 33.84297521],0
s4,1,0.553664,0.350795,[11 75] ; [ 7 35],[12.09375 73.90625] ; [ 5.90625 36.09375],0
b4,1,0.582061,0.302914,[50 38] ; [26 16],[51.44615385 36.55384615] ; [24.55384615 17.44615385],0
p1,1,0.619393,0.246722,[11 77] ; [ 4 38],[10.15384615 77.84615385] ; [ 4.84615385 37.15384615],0
v1,1,0.640656,0.217885,[34 51] ; [15 27],[32.79527559 52.20472441] ; [16.20472441 25.79527559],0
p12,1,0.708982,0.139295,[ 8 80] ; [ 3 39],[ 7.44615385 80.55384615] ; [ 3.55384615 38.44615385],0
n3,1,0.710735,0.137544,[22 13] ; [8 6],[21.42857143 13.57142857] ; [8.57142857 5.42857143],0
n6,1,0.711393,0.13689,[68 18] ; [32 10],[67.1875 18.8125] ; [32.8125  9.1875],0
s6,1,0.715905,0.13245,[47 41] ; [21 21],[46.03076923 41.96923077] ; [21.96923077 20.03076923],0
n1,1,0.71729,0.131104,[18 17] ; [8 6],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
s3,1,0.731236,0.11798,[42 45] ; [18 22],[41.1023622 45.8976378] ; [18.8976378 21.1023622],0
v3,1,0.799951,0.064217,[31 52] ; [14 26],[30.36585366 52.63414634] ; [14.63414634 25.36585366],0
n4,1,0.905286,0.014158,[72 16] ; [34  8],[71.75384615 16.24615385] ; [34.24615385  7.75384615],0
n2,1,0.912178,0.012164,[27 10] ; [10  4],[26.84313725 10.15686275] ; [10.15686275  3.84313725],0
b5,1,0.921397,0.009737,[49 39] ; [23 19],[48.73846154 39.26153846] ; [23.26153846 18.73846154],0
p6,1,0.928137,0.008134,[17 71] ; [ 8 32],[17.1875 70.8125] ; [ 7.8125 32.1875],0
s2,1,0.935485,0.006552,[35 53] ; [16 25],[34.79069767 53.20930233] ; [16.20930233 24.79069767],0
p11,1,0.93897,0.005862,[53 35] ; [25 17],[52.8 35.2] ; [25.2 16.8],0
