Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.610783,[77 16] ; [ 2 29],[59.25 33.75] ; [19.75 11.25],1
v4,1,9e-06,19.618208,[80 12] ; [15 16],[71.05691057 20.94308943] ; [23.94308943  7.05691057],1
r1,1,5.6e-05,16.246148,[70 23] ; [11 20],[60.75 32.25] ; [20.25 10.75],1
p11,1,0.000118,14.816793,[52 41] ; [ 5 26],[42.75 50.25] ; [14.25 16.75],1
r2,1,0.00018,14.028663,[83 10] ; [17 12],[76.2295082 16.7704918] ; [23.7704918  5.2295082],1
p2,1,0.000621,11.712724,[54 39] ; [ 7 24],[45.75 47.25] ; [15.25 15.75],1
s6,1,0.002878,8.883041,[43 50] ; [ 5 26],[36. 57.] ; [12. 19.],0
n5,1,0.003532,8.509804,[44 49] ; [24  7],[51. 42.] ; [17. 14.],0
d4,1,0.003893,8.333113,[70 22] ; [15 16],[63.57723577 28.42276423] ; [21.42276423  9.57723577],0
p4,1,0.006182,7.496538,[41 51] ; [ 5 25],[34.68852459 57.31147541] ; [11.31147541 18.68852459],0
a7,1,0.008434,6.938849,[61 32] ; [12 19],[54.75 38.25] ; [18.25 12.75],0
s8,1,0.008673,6.888889,[23 70] ; [ 1 30],[18. 75.] ; [ 6. 25.],0
s2,1,0.009709,6.687562,[31 61] ; [ 3 28],[25.43089431 66.56910569] ; [ 8.56910569 22.43089431],0
p3,1,0.012697,6.210901,[30 62] ; [ 3 28],[24.68292683 67.31707317] ; [ 8.31707317 22.68292683],0
p8,1,0.016666,5.731237,[34 59] ; [ 4 26],[28.73170732 64.26829268] ; [ 9.26829268 20.73170732],0
a1,1,0.017759,5.619737,[ 5 88] ; [ 6 25],[ 8.25 84.75] ; [ 2.75 28.25],0
p7,1,0.020446,5.373416,[44 49] ; [ 7 23],[38.56097561 54.43902439] ; [12.43902439 17.56097561],0
n3,1,0.024841,5.034965,[20 10] ; [ 6 12],[16.25 13.75] ; [9.75 8.25],0
v2,1,0.042904,4.099196,[32 58] ; [ 5 26],[27.52066116 62.47933884] ; [ 9.47933884 21.52066116],0
u3,1,0.043675,4.069068,[25 19] ; [ 4 11],[21.62711864 22.37288136] ; [7.37288136 7.62711864],0
s7,1,0.045672,3.993636,[24 62] ; [ 3 27],[20.01724138 65.98275862] ; [ 6.98275862 23.01724138],0
s3,1,0.053767,3.719925,[40 53] ; [ 7 23],[35.53658537 57.46341463] ; [11.46341463 18.53658537],0
d5,1,0.057661,3.603419,[68 25] ; [17 14],[63.75 29.25] ; [21.25  9.75],0
d3,1,0.06197,3.483871,[51 42] ; [11 20],[46.5 46.5] ; [15.5 15.5],0
n6,1,0.064645,3.414022,[61 32] ; [14 16],[56.70731707 36.29268293] ; [18.29268293 11.70731707],0
p6,1,0.065172,3.400616,[20 73] ; [ 2 28],[16.63414634 76.36585366] ; [ 5.36585366 24.63414634],0
n2,1,0.075917,3.150219,[20 12] ; [ 7 12],[16.94117647 15.05882353] ; [10.05882353  8.94117647],0
a6,1,0.076036,3.14765,[56 37] ; [13 18],[51.75 41.25] ; [17.25 13.75],0
s1,1,0.0948,2.79092,[ 4 88] ; [ 4 27],[ 5.98373984 86.01626016] ; [ 2.01626016 28.98373984],0
s4,1,0.101186,2.686746,[12 79] ; [ 8 23],[14.91803279 76.08196721] ; [ 5.08196721 25.91803279],0
p10,1,0.120006,2.417238,[28 64] ; [ 5 26],[24.68292683 67.31707317] ; [ 8.31707317 22.68292683],0
b3,1,0.12732,2.324879,[12 42] ; [ 9 14],[14.72727273 39.27272727] ; [ 6.27272727 16.72727273],0
b2,1,0.12732,2.324879,[12 42] ; [ 9 14],[14.72727273 39.27272727] ; [ 6.27272727 16.72727273],0
u1,1,0.160633,1.968254,[11 82] ; [ 1 30],[ 9. 84.] ; [ 3. 28.],0
d1,1,0.17305,1.85632,[43 50] ; [10 21],[39.75 53.25] ; [13.25 17.75],0
v3,1,0.216078,1.530227,[21 69] ; [ 4 27],[18.59504132 71.40495868] ; [ 6.40495868 24.59504132],0
n4,1,0.246442,1.343361,[52 41] ; [21 10],[54.75 38.25] ; [18.25 12.75],0
b5,1,0.253955,1.301414,[50 43] ; [13 18],[47.25 45.75] ; [15.75 15.25],0
p1,1,0.260855,1.264212,[ 6 86] ; [ 4 27],[ 7.4796748 84.5203252] ; [ 2.5203252 28.4796748],0
a8,1,0.322679,0.978056,[ 8 80] ; [ 1 28],[ 6.76923077 81.23076923] ; [ 2.23076923 26.76923077],0
p12,1,0.410416,0.677596,[ 1 92] ; [ 1 30],[ 1.5 91.5] ; [ 0.5 30.5],0
a4,1,0.431331,0.619238,[27 66] ; [11 19],[28.73170732 64.26829268] ; [ 9.26829268 20.73170732],0
u2,1,0.456302,0.55495,[22 21] ; [6 9],[20.75862069 22.24137931] ; [7.24137931 7.75862069],0
a5,1,0.533829,0.387097,[48 45] ; [14 17],[46.5 46.5] ; [15.5 15.5],0
b4,1,0.593099,0.28553,[59 34] ; [18 13],[57.75 35.25] ; [19.25 11.75],0
n1,1,0.618743,0.247638,[ 9 21] ; [ 7 12],[ 9.79591837 20.20408163] ; [ 6.20408163 12.79591837],0
s5,1,0.634935,0.225428,[15 76] ; [ 4 27],[14.17213115 76.82786885] ; [ 4.82786885 26.17213115],0
a2,1,0.743171,0.107359,[11 82] ; [ 3 28],[10.5 82.5] ; [ 3.5 27.5],0
d2,1,0.797743,0.065674,[44 49] ; [15 15],[44.6097561 48.3902439] ; [14.3902439 15.6097561],0
b1,1,0.83434,0.043739,[53 40] ; [17 14],[52.5 40.5] ; [17.5 13.5],0
a3,1,0.950918,0.003789,[49 44] ; [16 14],[49.14634146 43.85365854] ; [15.85365854 14.14634146],0
p5,1,0.976967,0.000834,[ 3 90] ; [ 1 29],[ 3.02439024 89.97560976] ; [ 0.97560976 29.02439024],0
