Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,61.815838,[ 6 29] ; [104  17],[24.67948718 10.32051282] ; [85.32051282 35.67948718],1
r3,1,0.0,33.562402,[16 19] ; [109  12],[28.04487179  6.95512821] ; [96.95512821 24.04487179],1
r2,1,0.0,28.35175,[18 14] ; [113   8],[27.39869281  4.60130719] ; [103.60130719  17.39869281],1
r1,1,1.1e-05,19.282024,[12 23] ; [90 31],[22.88461538 12.11538462] ; [79.11538462 41.88461538],1
n6,1,9.2e-05,15.292095,[14 21] ; [91 30],[23.55769231 11.44230769] ; [81.44230769 39.55769231],1
p10,1,9.9e-05,15.154536,[ 7 27] ; [69 49],[17. 17.] ; [59. 59.],1
s2,1,0.000226,13.604884,[ 4 31] ; [55 65],[13.32258065 21.67741935] ; [45.67741935 74.32258065],1
u3,1,0.000339,12.841236,[ 2 13] ; [27 13],[7.90909091 7.09090909] ; [21.09090909 18.90909091],1
s6,1,0.000362,12.719028,[ 8 27] ; [68 51],[17.27272727 17.72727273] ; [58.72727273 60.27272727],1
p9,1,0.000562,11.898537,[ 9 24] ; [71 45],[17.71812081 15.28187919] ; [62.28187919 53.71812081],1
s8,1,0.000657,11.607251,[ 3 32] ; [47 73],[11.29032258 23.70967742] ; [38.70967742 81.29032258],1
u2,1,0.00367,8.440068,[ 3 12] ; [25 14],[7.77777778 7.22222222] ; [20.22222222 18.77777778],0
v1,1,0.005111,7.839837,[ 5 29] ; [48 70],[11.85526316 22.14473684] ; [41.14473684 76.85526316],0
p4,1,0.006291,7.464993,[ 2 33] ; [33 86],[ 7.95454545 27.04545455] ; [27.04545455 91.95454545],0
p11,1,0.007627,7.119118,[11 24] ; [69 52],[17.94871795 17.05128205] ; [62.05128205 58.94871795],0
p1,1,0.00956,6.715027,[ 7 28] ; [  7 114],[ 3.14102564 31.85897436] ; [ 10.85897436 110.14102564],0
b5,1,0.021775,5.263685,[15 20] ; [78 43],[20.86538462 14.13461538] ; [72.13461538 48.86538462],0
s3,1,0.026971,4.892682,[10 24] ; [61 59],[15.67532468 18.32467532] ; [55.32467532 64.67532468],0
d3,1,0.026988,4.89161,[13 22] ; [70 50],[18.74193548 16.25806452] ; [64.25806452 55.74193548],0
v2,1,0.042542,4.113501,[ 9 25] ; [52 61],[14.10884354 19.89115646] ; [46.89115646 66.10884354],0
a7,1,0.043685,4.068692,[15 20] ; [75 46],[20.19230769 14.80769231] ; [69.80769231 51.19230769],0
n2,1,0.047122,3.941044,[ 9 10] ; [35 13],[12.47761194  6.52238806] ; [31.52238806 16.47761194],0
p3,1,0.060322,3.528523,[ 4 31] ; [32 88],[ 8.12903226 26.87096774] ; [27.87096774 92.12903226],0
n3,1,0.071089,3.257692,[ 8 10] ; [31 14],[11.14285714  6.85714286] ; [27.85714286 17.14285714],0
a6,1,0.072131,3.233845,[15 20] ; [72 48],[19.64516129 15.35483871] ; [67.35483871 52.64516129],0
p6,1,0.085649,2.954307,[ 1 33] ; [ 16 103],[ 3.77777778 30.22222222] ; [ 13.22222222 105.77777778],0
p7,1,0.092625,2.828156,[ 4 31] ; [29 88],[ 7.59868421 27.40131579] ; [25.40131579 91.59868421],0
a8,1,0.103779,2.646493,[ 6 29] ; [  9 107],[ 3.47682119 31.52317881] ; [ 11.52317881 104.47682119],0
v3,1,0.104183,2.64032,[ 7 27] ; [39 71],[10.86111111 23.13888889] ; [35.13888889 74.86111111],0
u1,1,0.105455,2.621046,[ 2 33] ; [ 20 101],[ 4.93589744 30.06410256] ; [ 17.06410256 103.93589744],0
n1,1,0.166301,1.915972,[11  8] ; [18 28],[ 8.47692308 10.52307692] ; [20.52307692 25.47692308],0
a1,1,0.17819,1.812659,[ 6 29] ; [ 11 110],[ 3.81410256 31.18589744] ; [ 13.18589744 107.81410256],0
a2,1,0.183571,1.768474,[ 4 31] ; [26 95],[ 6.73076923 28.26923077] ; [23.26923077 97.73076923],0
a5,1,0.192416,1.699021,[18 17] ; [77 44],[21.31410256 13.68589744] ; [73.68589744 47.31410256],0
s5,1,0.21066,1.566882,[ 5 30] ; [27 84],[ 7.67123288 27.32876712] ; [24.32876712 86.67123288],0
a4,1,0.220724,1.499659,[12 22] ; [57 64],[15.13548387 18.86451613] ; [53.86451613 67.13548387],0
s7,1,0.239972,1.380757,[ 9 23] ; [45 69],[11.83561644 20.16438356] ; [42.16438356 71.83561644],0
n4,1,0.241383,1.372496,[26  9] ; [77 44],[23.10897436 11.89102564] ; [79.89102564 41.10897436],0
d5,1,0.271871,1.20728,[22 13] ; [87 33],[24.61290323 10.38709677] ; [84.38709677 35.61290323],0
d4,1,0.279961,1.167281,[24 11] ; [93 27],[26.41935484  8.58064516] ; [90.58064516 29.41935484],0
s4,1,0.281425,1.160198,[ 5 30] ; [27 92],[ 7.27272727 27.72727273] ; [24.72727273 94.27272727],0
b4,1,0.314566,1.011408,[23 12] ; [68 53],[20.41666667 14.58333333] ; [70.58333333 50.41666667],0
a3,1,0.380023,0.770629,[20 14] ; [81 40],[22.15483871 11.84516129] ; [78.84516129 42.15483871],0
p12,1,0.483777,0.490338,[ 1 34] ; [  7 113],[ 1.80645161 33.19354839] ; [  6.19354839 113.80645161],0
d2,1,0.574064,0.31593,[19 15] ; [60 59],[17.55555556 16.44444444] ; [61.44444444 57.55555556],0
s1,1,0.601866,0.27219,[ 2 33] ; [ 10 109],[ 2.72727273 32.27272727] ; [  9.27272727 109.72727273],0
b2,1,0.728179,0.12079,[11 15] ; [30 48],[10.25 15.75] ; [30.75 47.25],0
b3,1,0.728179,0.12079,[11 15] ; [30 48],[10.25 15.75] ; [30.75 47.25],0
b1,1,0.816848,0.053639,[19 16] ; [63 58],[18.3974359 16.6025641] ; [63.6025641 57.3974359],0
d1,1,0.8478,0.036836,[17 18] ; [61 60],[17.5 17.5] ; [60.5 60.5],0
n5,1,0.887156,0.020137,[22 13] ; [77 43],[22.35483871 12.64516129] ; [76.64516129 43.35483871],0
u4,1,0.89442,0.017613,[ 1 34] ; [  4 117],[ 1.12179487 33.87820513] ; [  3.87820513 117.12179487],0
